,weight,score,udstatus,tradestatus,amt
000560.SZ,0.0,-5938.0,0.0,4,488391656.0
000561.SZ,0.0,-5938.0,0.0,4,106634795.0
000563.SZ,0.0,-5938.0,0.0,4,72007770.0
000564.SZ,0.0,-5938.0,0.0,4,152768874.0
000565.SZ,0.0,-5938.0,0.0,4,31244314.0
000566.SZ,0.0,-5938.0,0.0,4,349314467.0
000567.SZ,0.0,-996.0,0.0,4,190712038.0
000568.SZ,0.0,-5938.0,0.0,4,1751925321.0
000570.SZ,0.0,-5938.0,0.0,4,28179043.0
000571.SZ,0.0,-5938.0,0.0,4,29243484.0
000572.SZ,0.0,-5938.0,0.0,4,106707444.0
000573.SZ,0.0,-5938.0,0.0,4,60306487.0
000576.SZ,0.0,-72.0,0.0,4,169613241.0
000581.SZ,0.0,-5938.0,0.0,4,134499380.0
000582.SZ,0.0,-5938.0,0.0,4,351617508.0
000584.SZ,0.0,-5938.0,0.0,4,209432576.0
000586.SZ,0.0,-5938.0,0.0,4,150204039.0
000587.SZ,0.0,-5938.0,,0,
000589.SZ,0.0,-5938.0,0.0,4,43303771.0
000590.SZ,0.0,-5938.0,0.0,4,31812785.0
000591.SZ,0.0,-5938.0,0.0,4,227545183.0
000592.SZ,0.0,-5938.0,0.0,4,36356885.0
000593.SZ,0.0,-5938.0,0.0,4,37670981.0
000595.SZ,0.0,-5938.0,0.0,4,91241325.0
000596.SZ,0.0,-5938.0,0.0,4,566591084.0
000597.SZ,0.0,-996.0,0.0,4,68261265.0
000598.SZ,0.0,-5938.0,0.0,4,67518518.0
000599.SZ,0.0,-5938.0,0.0,4,40438294.0
000600.SZ,0.0,-5938.0,0.0,4,60508787.0
000601.SZ,0.0,-5938.0,0.0,4,24689828.0
000603.SZ,0.0,-5938.0,0.0,4,204788925.0
000605.SZ,0.0,-5938.0,0.0,4,19598316.0
000606.SZ,0.0,-5938.0,0.0,4,9163355.0
000607.SZ,0.0,-5938.0,0.0,4,158850356.0
000608.SZ,0.0,-5938.0,0.0,4,27517691.0
000609.SZ,0.0,-5938.0,0.0,4,16546997.0
000610.SZ,0.0,-5938.0,0.0,4,564539454.0
000612.SZ,0.0,-5938.0,0.0,4,37439084.0
000615.SZ,0.0,-5938.0,0.0,4,104584599.0
000616.SZ,0.0,-5938.0,0.0,4,32389386.0
000617.SZ,0.0,-5938.0,0.0,4,3689312104.0
000619.SZ,0.0,-5938.0,0.0,4,36121127.0
000620.SZ,0.0,-5938.0,0.0,4,148992717.0
000622.SZ,0.0,-5938.0,0.0,4,73252703.0
000623.SZ,0.0,-5938.0,0.0,4,163377440.0
000625.SZ,0.0,-298.0,0.0,4,1319844327.0
000626.SZ,0.0,-5938.0,0.0,4,40818918.0
000627.SZ,0.0,-5938.0,0.0,4,85142952.0
000628.SZ,0.0,-5938.0,0.0,4,103542175.0
000629.SZ,0.0,-5938.0,0.0,4,393595080.0
000630.SZ,0.0,-5938.0,0.0,4,261303605.0
000631.SZ,0.0,-996.0,0.0,4,27911512.0
000632.SZ,0.0,-5938.0,0.0,4,40604460.0
000633.SZ,0.0,-5938.0,0.0,4,73960862.0
000635.SZ,0.0,-5938.0,0.0,4,47210465.0
000636.SZ,0.0,-5938.0,0.0,4,563502894.0
000637.SZ,0.0,-5938.0,0.0,4,39447396.0
000638.SZ,0.0,-5938.0,0.0,4,55004879.0
000639.SZ,0.0,-5938.0,0.0,4,32338588.0
000650.SZ,0.0,-5938.0,0.0,4,255589367.0
000651.SZ,0.0,-5938.0,0.0,4,894596326.0
000652.SZ,0.0,-5938.0,0.0,4,100178063.0
000655.SZ,0.0,-5938.0,0.0,4,36319646.0
000656.SZ,0.0,-5938.0,0.0,4,110325374.0
000657.SZ,0.0,-5938.0,0.0,4,268824568.0
000659.SZ,0.0,-5938.0,0.0,4,53820093.0
000661.SZ,0.0,-5938.0,0.0,4,885336363.0
000663.SZ,0.0,-298.0,0.0,4,60158666.0
000665.SZ,0.0,-5938.0,0.0,4,347991050.0
000666.SZ,0.0,-5938.0,0.0,4,53238662.0
000667.SZ,0.0,-5938.0,0.0,4,75804087.0
000668.SZ,0.0,-5938.0,0.0,4,21769122.0
000669.SZ,0.0,-5938.0,0.0,4,8060363.0
000670.SZ,0.0,-5938.0,0.0,4,392324745.0
000671.SZ,0.0,-5938.0,0.0,4,57442845.0
000672.SZ,0.0,-5938.0,0.0,4,112943305.0
000676.SZ,0.0,-5938.0,0.0,4,428317512.0
000677.SZ,0.0,-5938.0,0.0,4,18316968.0
000678.SZ,0.0,-5938.0,0.0,4,50928271.0
000679.SZ,0.0,-5938.0,0.0,4,39370832.0
000680.SZ,0.0,-5938.0,0.0,4,72845638.0
000681.SZ,0.0,-5938.0,0.0,4,1582427054.0
000682.SZ,0.0,-5938.0,0.0,4,203283412.0
000683.SZ,0.0,-5938.0,0.0,4,349627483.0
000685.SZ,0.0,-5938.0,0.0,4,44509597.0
000686.SZ,0.0,-5938.0,0.0,4,76688028.0
000688.SZ,0.0,-5938.0,0.0,4,94283775.0
000690.SZ,0.0,-5938.0,0.0,4,218748491.0
000691.SZ,0.0,-5938.0,0.0,4,30934239.0
000692.SZ,0.0,-5938.0,0.0,4,90589570.0
000695.SZ,0.0,-5938.0,0.0,4,34224006.0
000697.SZ,0.0,-5938.0,0.0,4,141920059.0
000698.SZ,0.0,-5938.0,0.0,4,35542519.0
000700.SZ,0.0,-996.0,0.0,4,60551169.0
000701.SZ,0.0,-5938.0,0.0,4,54597091.0
000702.SZ,0.0,-5938.0,0.0,4,65476121.0
000703.SZ,0.0,-5938.0,0.0,4,208690136.0
000705.SZ,0.0,-5938.0,0.0,4,32014555.0
000707.SZ,0.0,-996.0,0.0,4,76535014.0
000708.SZ,0.0,-5938.0,0.0,4,79591519.0
000709.SZ,0.0,-5938.0,0.0,4,106320581.0
000710.SZ,0.0,-5938.0,0.0,4,118298219.0
000711.SZ,0.0,-5938.0,0.0,4,41715339.0
000712.SZ,0.0,-5938.0,0.0,4,64519889.0
000713.SZ,0.0,-5938.0,0.0,4,285031477.0
000715.SZ,0.0,-5938.0,0.0,4,115902325.0
000716.SZ,0.0,-5938.0,0.0,4,745940169.0
000717.SZ,0.0,-5938.0,0.0,4,35537000.0
000718.SZ,0.0,-5938.0,0.0,4,36877590.0
000719.SZ,0.0,-5938.0,0.0,4,298658978.0
000720.SZ,0.0,-5938.0,0.0,4,21032138.0
000721.SZ,0.0,-5938.0,0.0,4,1572201676.0
000722.SZ,0.0,-5938.0,0.0,4,79043820.0
000723.SZ,0.0,-5938.0,0.0,4,250939491.0
000725.SZ,0.0,-5938.0,0.0,4,2012835005.0
000726.SZ,0.0,-72.0,0.0,4,40490691.0
000727.SZ,0.0,-5938.0,0.0,4,59978146.0
000728.SZ,0.0,-5938.0,0.0,4,309021611.0
000729.SZ,0.0,-996.0,0.0,4,212900010.0
000731.SZ,0.0,-5938.0,0.0,4,38172734.0
000732.SZ,0.0,-5938.0,0.0,4,27459278.0
000733.SZ,0.0,-996.0,0.0,4,632953623.0
000735.SZ,0.0,-298.0,0.0,4,433966133.0
000736.SZ,0.0,-5938.0,0.0,4,214039425.0
000737.SZ,0.0,-5938.0,0.0,4,54590616.0
000738.SZ,0.0,-5938.0,0.0,4,203487435.0
000739.SZ,0.0,-298.0,0.0,4,180315469.0
000750.SZ,0.0,-5938.0,0.0,4,93674075.0
000751.SZ,0.0,-5938.0,0.0,4,30812102.0
000752.SZ,0.0,-5938.0,0.0,4,11961115.0
000753.SZ,0.0,-5938.0,0.0,4,29615492.0
000755.SZ,0.0,-5938.0,0.0,4,44118488.0
000756.SZ,0.0,-5938.0,0.0,4,362886129.0
000757.SZ,0.0,-5938.0,0.0,4,23606942.0
000758.SZ,0.0,-5938.0,0.0,4,145815680.0
000759.SZ,0.0,-5938.0,0.0,4,74859352.0
000761.SZ,0.0,-5938.0,0.0,4,70910117.0
000762.SZ,0.0,-996.0,0.0,4,388442841.0
000766.SZ,0.0,-5938.0,0.0,4,20388646.0
000767.SZ,0.0,-5938.0,0.0,4,26377756.0
000768.SZ,0.0,-5938.0,0.0,4,389021667.0
000776.SZ,0.0,-5938.0,0.0,4,1328482941.0
000777.SZ,0.0,-5938.0,0.0,4,49245151.0
000778.SZ,0.0,-5938.0,0.0,4,302524654.0
000779.SZ,0.0,-5938.0,0.0,4,433707337.0
000782.SZ,0.0,-5938.0,0.0,4,40102721.0
000783.SZ,0.0,-5938.0,0.0,4,118885142.0
000785.SZ,0.0,-5938.0,0.0,4,99778491.0
000786.SZ,0.0,-5938.0,0.0,4,208228366.0
000788.SZ,0.0,-5938.0,0.0,4,45158849.0
000789.SZ,0.0,-5938.0,0.0,4,43017637.0
000790.SZ,0.0,-5938.0,0.0,4,26604426.0
000791.SZ,0.0,-5938.0,0.0,4,41825456.0
000792.SZ,0.0,-996.0,0.0,4,576095066.0
000793.SZ,0.0,-5938.0,0.0,4,159443666.0
000795.SZ,0.0,-996.0,0.0,4,89634869.0
000796.SZ,0.0,-5938.0,0.0,4,67868844.0
000797.SZ,0.0,-5938.0,0.0,4,74251082.0
000798.SZ,0.0,-5938.0,0.0,4,59999274.0
000799.SZ,0.0,-5938.0,0.0,4,1086844470.0
000800.SZ,0.0,-5938.0,0.0,4,101187620.0
000801.SZ,0.0,-5938.0,0.0,4,66548537.0
000802.SZ,0.0,-5938.0,0.0,4,58477550.0
000803.SZ,0.0,-5938.0,0.0,4,73811190.0
000806.SZ,0.0,-996.0,0.0,4,15921117.0
000807.SZ,0.0,-5938.0,0.0,4,601267291.0
000809.SZ,0.0,-5938.0,0.0,4,53413925.0
000810.SZ,0.0,-996.0,1.0,4,1048193095.0
000811.SZ,0.0,-996.0,0.0,4,168633775.0
000812.SZ,0.0,-5938.0,0.0,4,91917779.0
000813.SZ,0.0,-5938.0,0.0,4,37403451.0
000815.SZ,0.0,-5938.0,0.0,4,557737107.0
000816.SZ,0.0,-5938.0,0.0,4,53626836.0
000818.SZ,0.0,-5938.0,0.0,4,890105392.0
000819.SZ,0.0,-5938.0,0.0,4,118234107.0
000820.SZ,0.0,-5938.0,0.0,4,48030886.0
000821.SZ,0.0,-298.0,0.0,4,1437263835.0
000822.SZ,0.0,-298.0,0.0,4,94081234.0
000823.SZ,0.0,-5938.0,0.0,4,104247915.0
000825.SZ,0.0,-5938.0,0.0,4,110641584.0
000826.SZ,0.0,-5938.0,0.0,4,33942208.0
000828.SZ,0.0,-5938.0,0.0,4,30057900.0
000829.SZ,0.0,-5938.0,0.0,4,423893475.0
000830.SZ,0.0,-5938.0,0.0,4,154003261.0
000831.SZ,0.0,-996.0,0.0,4,1063529195.0
000833.SZ,0.0,-5938.0,0.0,4,72091272.0
000836.SZ,0.0,-5938.0,0.0,4,85992275.0
000837.SZ,0.0,-5938.0,0.0,4,234544137.0
000838.SZ,0.0,-5938.0,0.0,4,80432814.0
000839.SZ,0.0,-5938.0,0.0,4,66664342.0
000848.SZ,0.0,-5938.0,0.0,4,94991551.0
000850.SZ,0.0,-5938.0,0.0,4,20828415.0
000851.SZ,0.0,-5938.0,0.0,4,477962532.0
000852.SZ,0.0,-5938.0,0.0,4,173940756.0
000856.SZ,0.0,-5938.0,0.0,4,52649718.0
000858.SZ,0.0,-5938.0,0.0,4,2772976031.0
000859.SZ,0.0,-5938.0,0.0,4,61400405.0
000860.SZ,0.0,-5938.0,0.0,4,438580176.0
000861.SZ,0.0,-5938.0,0.0,4,35465541.0
000862.SZ,0.0,-996.0,0.0,4,116765570.0
000863.SZ,0.0,-996.0,0.0,4,84038433.0
000868.SZ,0.0,-5938.0,0.0,4,85328376.0
000869.SZ,0.0,-5938.0,0.0,4,52026635.0
000875.SZ,0.0,-996.0,0.0,4,107440788.0
000876.SZ,0.0,-5938.0,0.0,4,1256278844.0
000877.SZ,0.0,-5938.0,0.0,4,128596255.0
000878.SZ,0.0,-298.0,0.0,4,187988607.0
000880.SZ,0.0,-5938.0,0.0,4,35006715.0
000881.SZ,0.0,-5938.0,0.0,4,39010364.0
000882.SZ,0.0,-5938.0,0.0,4,20217587.0
000883.SZ,0.0,-5938.0,0.0,4,79491867.0
000885.SZ,0.0,-5938.0,0.0,4,84162559.0
000886.SZ,0.0,-5938.0,0.0,4,554234749.0
000887.SZ,0.0,-5938.0,0.0,4,227634393.0
000888.SZ,0.0,-5938.0,0.0,4,164326590.0
000889.SZ,0.0,-5938.0,0.0,4,30315166.0
000890.SZ,0.0,-5938.0,0.0,4,178140410.0
000892.SZ,0.0,-298.0,0.0,4,146304011.0
000893.SZ,0.0,-996.0,0.0,4,368568757.0
000895.SZ,0.0,-5938.0,0.0,4,290862467.0
000897.SZ,0.0,-5938.0,0.0,4,38777446.0
000898.SZ,0.0,-5938.0,0.0,4,103120346.0
000899.SZ,0.0,-996.0,0.0,4,63305027.0
000900.SZ,0.0,-5938.0,0.0,4,192181339.0
000901.SZ,0.0,-5938.0,0.0,4,345472957.0
000902.SZ,0.0,-5938.0,0.0,4,122896234.0
000903.SZ,0.0,-5938.0,0.0,4,24293884.0
000905.SZ,0.0,-5938.0,0.0,4,55806569.0
000906.SZ,0.0,-5938.0,0.0,4,42214041.0
000908.SZ,0.0,-5938.0,0.0,4,24929074.0
000909.SZ,0.0,-5938.0,0.0,4,143308686.0
000910.SZ,0.0,-5938.0,0.0,4,65623948.0
000911.SZ,0.0,-5938.0,0.0,4,185770569.0
000912.SZ,0.0,-5938.0,0.0,4,32558576.0
000913.SZ,0.0,-996.0,0.0,4,229006912.0
000915.SZ,0.0,-5938.0,0.0,4,83259569.0
000917.SZ,0.0,-5938.0,0.0,4,103407859.0
000918.SZ,0.0,-5938.0,0.0,4,43260731.0
000919.SZ,0.0,-5938.0,0.0,4,46218615.0
000920.SZ,0.0,-5938.0,0.0,4,43449337.0
000921.SZ,0.0,-5938.0,0.0,4,128916850.0
000922.SZ,0.0,-72.0,0.0,4,92731424.0
000923.SZ,0.0,-5938.0,0.0,4,115448817.0
000925.SZ,0.0,-5938.0,0.0,4,297108362.0
000926.SZ,0.0,-5938.0,0.0,4,39054798.0
000927.SZ,0.0,-5938.0,0.0,4,329752682.0
000928.SZ,0.0,-5938.0,0.0,4,432920434.0
000929.SZ,0.0,-5938.0,0.0,4,66102660.0
000930.SZ,0.0,-5938.0,0.0,4,104511866.0
000931.SZ,0.0,-5938.0,0.0,4,20935751.0
000932.SZ,0.0,-5938.0,0.0,4,281539045.0
000933.SZ,0.0,-996.0,0.0,4,454934159.0
000935.SZ,0.0,-5938.0,0.0,4,100903131.0
000936.SZ,0.0,-5938.0,0.0,4,1058255824.0
000937.SZ,0.0,-996.0,0.0,4,318783942.0
000938.SZ,0.0,-5938.0,0.0,4,4785664764.0
000948.SZ,0.0,-5938.0,0.0,4,429496077.0
000949.SZ,0.0,-5938.0,0.0,4,38781465.0
000950.SZ,0.0,-5938.0,0.0,4,103455711.0
000951.SZ,0.0,-5938.0,0.0,4,259804110.0
000952.SZ,0.0,-5938.0,0.0,4,21623603.0
000953.SZ,0.0,-5938.0,0.0,4,22077867.0
000955.SZ,0.0,-5938.0,0.0,4,30411445.0
000957.SZ,0.0,-996.0,0.0,4,157421666.0
000958.SZ,0.0,-5938.0,0.0,4,62970369.0
000959.SZ,0.0,-5938.0,0.0,4,57501419.0
000960.SZ,0.0,-5938.0,0.0,4,294671812.0
000961.SZ,0.0,-5938.0,0.0,4,83999691.0
000962.SZ,0.0,-996.0,0.0,4,65075932.0
000963.SZ,0.0,-5938.0,0.0,4,465716938.0
000965.SZ,0.0,-996.0,0.0,4,76702649.0
000966.SZ,0.0,-996.0,0.0,4,49927881.0
000967.SZ,0.0,-5938.0,0.0,4,37432146.0
000968.SZ,0.0,-996.0,0.0,4,60935879.0
000969.SZ,0.0,-5938.0,0.0,4,155895545.0
000970.SZ,0.0,-996.0,0.0,4,291246869.0
000971.SZ,0.0,-5938.0,0.0,4,14519737.0
000972.SZ,0.0,-996.0,0.0,4,28210025.0
000973.SZ,0.0,-5938.0,0.0,4,63467421.0
000975.SZ,0.0,-5938.0,0.0,4,570782099.0
000976.SZ,0.0,-5938.0,0.0,4,45269781.0
000977.SZ,0.0,-5938.0,0.0,4,5935842982.0
000978.SZ,0.0,-5938.0,0.0,4,155834527.0
000980.SZ,0.0,-5938.0,0.0,4,192603834.0
000981.SZ,0.0,-5938.0,0.0,4,56618950.0
000982.SZ,0.0,-5938.0,0.0,4,61936998.0
000983.SZ,0.0,-996.0,0.0,4,446229026.0
000985.SZ,0.0,-5938.0,0.0,4,28539738.0
000987.SZ,0.0,-5938.0,0.0,4,207113591.0
000988.SZ,0.0,-5938.0,0.0,4,5808017855.0
000989.SZ,0.0,-5938.0,0.0,4,787694907.0
000990.SZ,0.0,-5938.0,0.0,4,85065439.0
000993.SZ,0.0,-996.0,0.0,4,30977386.0
000995.SZ,0.0,-5938.0,0.0,4,41094952.0
000996.SZ,0.0,-5938.0,0.0,4,48928324.0
000997.SZ,0.0,-5938.0,0.0,4,190124073.0
000998.SZ,0.0,-5938.0,0.0,4,405350138.0
000999.SZ,0.0,-5938.0,0.0,4,580574717.0
001201.SZ,0.0,-5938.0,0.0,4,202455667.0
001202.SZ,0.0,-5938.0,0.0,4,21587517.0
001203.SZ,0.0,-5938.0,0.0,4,63724511.0
001205.SZ,0.0,-5938.0,0.0,4,49742199.0
001206.SZ,0.0,-5938.0,0.0,4,39729094.0
001207.SZ,0.0,-5938.0,0.0,4,32799463.0
001208.SZ,0.0,-5938.0,0.0,4,26143669.0
001209.SZ,0.0,-5938.0,0.0,4,20582444.0
001210.SZ,0.0,-5938.0,0.0,4,9822269.0
001211.SZ,0.0,-5938.0,0.0,4,13741903.0
001212.SZ,0.0,-5938.0,0.0,4,148469141.0
001213.SZ,0.0,-5938.0,0.0,4,201708233.0
001215.SZ,0.0,-5938.0,0.0,4,70398750.0
001216.SZ,0.0,-5938.0,0.0,4,26262434.0
001217.SZ,0.0,-5938.0,0.0,4,14857264.0
001218.SZ,0.0,-5938.0,0.0,4,12600296.0
001219.SZ,0.0,-5938.0,0.0,4,46356299.0
001222.SZ,0.0,-5938.0,0.0,4,27404914.0
001223.SZ,0.0,-5938.0,0.0,4,124854335.0
001225.SZ,0.0,-5938.0,0.0,4,44300119.0
001226.SZ,0.0,-5938.0,0.0,4,21355379.0
001227.SZ,0.0,-5938.0,0.0,4,96738042.0
001228.SZ,0.0,-298.0,0.0,4,61250823.0
001229.SZ,0.0,-5938.0,0.0,4,90681513.0
001230.SZ,0.0,-5938.0,0.0,4,10859299.0
001231.SZ,0.0,-5938.0,0.0,4,14858337.0
001234.SZ,0.0,-5938.0,0.0,4,22135013.0
001236.SZ,0.0,-5938.0,0.0,4,186715843.0
001238.SZ,0.0,-5938.0,0.0,4,29278382.0
001255.SZ,0.0,-5938.0,0.0,4,61795516.0
001256.SZ,0.0,-5938.0,0.0,4,31725946.0
001258.SZ,0.0,-5938.0,0.0,4,53727090.0
001259.SZ,0.0,-5938.0,0.0,4,31545657.0
001260.SZ,0.0,-5938.0,0.0,4,125924468.0
001266.SZ,0.0,-5938.0,0.0,4,40578760.0
001267.SZ,0.0,-5938.0,0.0,4,47655794.0
001268.SZ,0.0,-5938.0,0.0,4,50214131.0
001269.SZ,0.0,-996.0,0.0,4,621359900.0
001270.SZ,0.0,-5938.0,0.0,4,296522612.0
