,weight,score,udstatus,tradestatus,amt
000058.SZ,0.0,-5943.0,0.0,4,60930548.0
000059.SZ,0.0,-5943.0,0.0,4,210245427.0
000060.SZ,0.0,-5943.0,0.0,4,109623920.0
000061.SZ,0.0,-5943.0,0.0,4,70670676.0
000062.SZ,0.0,-5943.0,0.0,4,76010003.0
000063.SZ,0.0,-5943.0,0.0,4,10192319651.0
000065.SZ,0.0,-5943.0,0.0,4,768451534.0
000066.SZ,0.0,-5943.0,0.0,4,910350070.0
000068.SZ,0.0,-5943.0,0.0,4,29315488.0
000069.SZ,0.0,-5943.0,0.0,4,473523929.0
000070.SZ,0.0,-5943.0,0.0,4,443253034.0
000078.SZ,0.0,-5943.0,0.0,4,49352825.0
000088.SZ,0.0,-5943.0,0.0,4,24707748.0
000089.SZ,0.0,-5943.0,0.0,4,81294065.0
000090.SZ,0.0,-5943.0,0.0,4,81665590.0
000096.SZ,0.0,-5943.0,0.0,4,6759359.0
000099.SZ,0.0,-5943.0,0.0,4,99765520.0
000100.SZ,0.0,-5943.0,0.0,4,906281574.0
000150.SZ,0.0,-5943.0,-1.0,4,25038339.0
000151.SZ,0.0,-5943.0,0.0,4,184093837.0
000153.SZ,0.0,-5943.0,0.0,4,41962290.0
000155.SZ,0.0,-92.0,0.0,4,276327646.0
000156.SZ,0.0,-5943.0,0.0,4,87605832.0
000157.SZ,0.0,-5943.0,0.0,4,121688953.0
000158.SZ,0.0,-5943.0,-1.0,4,1116108094.0
000159.SZ,0.0,-515.0,0.0,4,49539729.0
000166.SZ,0.0,-5943.0,0.0,4,192794268.0
000301.SZ,0.0,-5943.0,0.0,4,236329801.0
000333.SZ,0.0,-5943.0,0.0,4,869954356.0
000338.SZ,0.0,-5943.0,0.0,4,343088770.0
000400.SZ,0.0,-5943.0,0.0,4,258513000.0
000401.SZ,0.0,-5943.0,0.0,4,86846324.0
000402.SZ,0.0,-5943.0,0.0,4,111407127.0
000403.SZ,0.0,-1198.0,0.0,4,264311756.0
000404.SZ,0.0,-5943.0,0.0,4,66736430.0
000407.SZ,0.0,-5943.0,0.0,4,25237809.0
000408.SZ,0.0,-1198.0,0.0,4,143512745.0
000409.SZ,0.0,-5943.0,0.0,4,379478710.0
000410.SZ,0.0,-5943.0,0.0,4,14738038.0
000411.SZ,0.0,-5943.0,0.0,4,46340428.0
000413.SZ,0.0,-5943.0,0.0,4,71861693.0
000415.SZ,0.0,-5943.0,0.0,4,24940356.0
000416.SZ,0.0,-5943.0,0.0,4,20249898.0
000417.SZ,0.0,-5943.0,0.0,4,41052119.0
000419.SZ,0.0,-5943.0,0.0,4,38645922.0
000420.SZ,0.0,-5943.0,0.0,4,75396673.0
000421.SZ,0.0,-5943.0,0.0,4,25602800.0
000422.SZ,0.0,-5943.0,0.0,4,87998635.0
000423.SZ,0.0,-1198.0,0.0,4,300637371.0
000425.SZ,0.0,-5943.0,0.0,4,328064430.0
000426.SZ,0.0,-5943.0,0.0,4,125828205.0
000428.SZ,0.0,-5943.0,0.0,4,163496582.0
000429.SZ,0.0,-5943.0,0.0,4,18200304.0
000430.SZ,0.0,-5943.0,0.0,4,89981405.0
000488.SZ,0.0,-5943.0,0.0,4,47073786.0
000498.SZ,0.0,-5943.0,0.0,4,64035668.0
000501.SZ,0.0,-5943.0,0.0,4,80660959.0
000503.SZ,0.0,-5943.0,0.0,4,1218558184.0
000504.SZ,0.0,-5943.0,0.0,4,30094311.0
000505.SZ,0.0,-5943.0,0.0,4,64138706.0
000506.SZ,0.0,-5943.0,0.0,4,671291915.0
000507.SZ,0.0,-5943.0,0.0,4,30529353.0
000509.SZ,0.0,-5943.0,0.0,4,29094765.0
000510.SZ,0.0,-5943.0,0.0,4,38977624.0
000513.SZ,0.0,-5943.0,0.0,4,308748948.0
000514.SZ,0.0,-5943.0,0.0,4,62720797.0
000516.SZ,0.0,-5943.0,0.0,4,817637135.0
000517.SZ,0.0,-5943.0,0.0,4,47599024.0
000518.SZ,0.0,-5943.0,0.0,4,27197638.0
000519.SZ,0.0,-515.0,0.0,4,580717005.0
000520.SZ,0.0,-5943.0,0.0,4,28632386.0
000521.SZ,0.0,-1198.0,0.0,4,82439757.0
000523.SZ,0.0,-5943.0,0.0,4,30309551.0
000524.SZ,0.0,-5943.0,0.0,4,126208336.0
000525.SZ,0.0,-1198.0,-1.0,4,44586951.0
000526.SZ,0.0,-5943.0,0.0,4,41408856.0
000528.SZ,0.0,-5943.0,0.0,4,35728111.0
000529.SZ,0.0,-1198.0,0.0,4,58379226.0
000530.SZ,0.0,-5943.0,0.0,4,26169212.0
000531.SZ,0.0,-5943.0,0.0,4,14920468.0
000532.SZ,0.0,-5943.0,0.0,4,29949009.0
000533.SZ,0.0,-92.0,0.0,4,24660921.0
000534.SZ,0.0,-1198.0,0.0,4,49278299.0
000536.SZ,0.0,-5943.0,0.0,4,65831273.0
000537.SZ,0.0,-1198.0,0.0,4,137627262.0
000538.SZ,0.0,-5943.0,0.0,4,321022579.0
000539.SZ,0.0,-5943.0,0.0,4,201976516.0
000540.SZ,0.0,-5943.0,0.0,4,103743027.0
000541.SZ,0.0,-5943.0,0.0,4,54222745.0
000543.SZ,0.0,-1198.0,0.0,4,119127063.0
000544.SZ,0.0,-5943.0,0.0,4,27881171.0
000545.SZ,0.0,-5943.0,0.0,4,11920058.0
000546.SZ,0.0,-5943.0,0.0,4,155707121.0
000547.SZ,0.0,-5943.0,0.0,4,341881704.0
000548.SZ,0.0,-5943.0,0.0,4,24214209.0
000550.SZ,0.0,-5943.0,0.0,4,43764479.0
000551.SZ,0.0,-5943.0,0.0,4,40043290.0
000552.SZ,0.0,-1198.0,0.0,4,59711663.0
000553.SZ,0.0,-1198.0,0.0,4,35061583.0
000554.SZ,0.0,-5943.0,0.0,4,52466500.0
000555.SZ,0.0,-5943.0,0.0,4,264845622.0
000557.SZ,0.0,-5943.0,0.0,4,38368687.0
000558.SZ,0.0,-5943.0,0.0,4,32632538.0
000559.SZ,0.0,-5943.0,0.0,4,43075456.0
000560.SZ,0.0,-5943.0,0.0,4,281431850.0
000561.SZ,0.0,-5943.0,0.0,4,73118364.0
000563.SZ,0.0,-5943.0,0.0,4,58718073.0
000564.SZ,0.0,-5943.0,0.0,4,157762116.0
000565.SZ,0.0,-5943.0,0.0,4,14169632.0
000566.SZ,0.0,-5943.0,0.0,4,262022052.0
000567.SZ,0.0,-515.0,0.0,4,80277541.0
000568.SZ,0.0,-5943.0,0.0,4,1275060486.0
000570.SZ,0.0,-5943.0,0.0,4,22038122.0
000571.SZ,0.0,-5943.0,0.0,4,20216618.0
000572.SZ,0.0,-5943.0,0.0,4,83486439.0
000573.SZ,0.0,-5943.0,0.0,4,71424252.0
000576.SZ,0.0,-92.0,0.0,4,69551142.0
000581.SZ,0.0,-5943.0,0.0,4,194789334.0
000582.SZ,0.0,-5943.0,0.0,4,116882787.0
000584.SZ,0.0,-5943.0,0.0,4,136704917.0
000586.SZ,0.0,-5943.0,0.0,4,87352790.0
000587.SZ,0.0,-5943.0,,0,
000589.SZ,0.0,-5943.0,0.0,4,38372787.0
000590.SZ,0.0,-5943.0,0.0,4,31258906.0
000591.SZ,0.0,-5943.0,0.0,4,144260684.0
000592.SZ,0.0,-5943.0,0.0,4,28495651.0
000593.SZ,0.0,-5943.0,0.0,4,22966295.0
000595.SZ,0.0,-5943.0,0.0,4,51177299.0
000596.SZ,0.0,-5943.0,0.0,4,314776712.0
000597.SZ,0.0,-1198.0,0.0,4,54560073.0
000598.SZ,0.0,-5943.0,0.0,4,52728516.0
000599.SZ,0.0,-5943.0,0.0,4,21626574.0
000600.SZ,0.0,-5943.0,0.0,4,47741209.0
000601.SZ,0.0,-5943.0,0.0,4,16558178.0
000603.SZ,0.0,-5943.0,0.0,4,212475759.0
000605.SZ,0.0,-5943.0,0.0,4,20019111.0
000606.SZ,0.0,-5943.0,0.0,4,3649727.0
000607.SZ,0.0,-5943.0,0.0,4,133648836.0
000608.SZ,0.0,-5943.0,0.0,4,32731066.0
000609.SZ,0.0,-5943.0,0.0,4,24117507.0
000610.SZ,0.0,-5943.0,0.0,4,454485163.0
000612.SZ,0.0,-5943.0,0.0,4,27185429.0
000615.SZ,0.0,-5943.0,0.0,4,138517633.0
000616.SZ,0.0,-5943.0,0.0,4,16886446.0
000617.SZ,0.0,-5943.0,0.0,4,2628826933.0
000619.SZ,0.0,-5943.0,0.0,4,24749084.0
000620.SZ,0.0,-5943.0,0.0,4,188124227.0
000622.SZ,0.0,-5943.0,0.0,4,37849484.0
000623.SZ,0.0,-5943.0,0.0,4,141120494.0
000625.SZ,0.0,-515.0,0.0,4,768859555.0
000626.SZ,0.0,-5943.0,0.0,4,20107928.0
000627.SZ,0.0,-5943.0,0.0,4,69366240.0
000628.SZ,0.0,-5943.0,0.0,4,67406398.0
000629.SZ,0.0,-5943.0,0.0,4,203473264.0
000630.SZ,0.0,-5943.0,0.0,4,247319346.0
000631.SZ,0.0,-1198.0,0.0,4,25506539.0
000632.SZ,0.0,-5943.0,0.0,4,28112077.0
000633.SZ,0.0,-5943.0,0.0,4,130410610.0
000635.SZ,0.0,-5943.0,0.0,4,33942551.0
000636.SZ,0.0,-5943.0,0.0,4,342084756.0
000637.SZ,0.0,-5943.0,0.0,4,25827500.0
000638.SZ,0.0,-5943.0,0.0,4,45389031.0
000639.SZ,0.0,-5943.0,0.0,4,27307601.0
000650.SZ,0.0,-5943.0,0.0,4,176440414.0
000651.SZ,0.0,-5943.0,0.0,4,1223357476.0
000652.SZ,0.0,-5943.0,0.0,4,41946392.0
000655.SZ,0.0,-5943.0,0.0,4,28972030.0
000656.SZ,0.0,-5943.0,0.0,4,360737652.0
000657.SZ,0.0,-5943.0,0.0,4,135516490.0
000659.SZ,0.0,-5943.0,0.0,4,31106671.0
000661.SZ,0.0,-5943.0,0.0,4,1302671472.0
000663.SZ,0.0,-515.0,0.0,4,78996278.0
000665.SZ,0.0,-5943.0,0.0,4,298721710.0
000666.SZ,0.0,-5943.0,0.0,4,51276363.0
000667.SZ,0.0,-5943.0,0.0,4,105217428.0
000668.SZ,0.0,-5943.0,0.0,4,19554864.0
000669.SZ,0.0,-5943.0,0.0,4,6419443.0
000670.SZ,0.0,-5943.0,0.0,4,367375422.0
000671.SZ,0.0,-5943.0,0.0,4,213741285.0
000672.SZ,0.0,-5943.0,0.0,4,66362293.0
000676.SZ,0.0,-5943.0,0.0,4,271877320.0
000677.SZ,0.0,-5943.0,0.0,4,13406740.0
000678.SZ,0.0,-5943.0,0.0,4,20665946.0
000679.SZ,0.0,-5943.0,0.0,4,19009851.0
000680.SZ,0.0,-5943.0,0.0,4,52583343.0
000681.SZ,0.0,-5943.0,0.0,4,674084656.0
000682.SZ,0.0,-5943.0,0.0,4,187606950.0
000683.SZ,0.0,-5943.0,0.0,4,122957239.0
000685.SZ,0.0,-5943.0,0.0,4,36892003.0
000686.SZ,0.0,-5943.0,0.0,4,80737593.0
000688.SZ,0.0,-5943.0,0.0,4,143245806.0
000690.SZ,0.0,-5943.0,0.0,4,176078069.0
000691.SZ,0.0,-5943.0,0.0,4,23014068.0
000692.SZ,0.0,-5943.0,0.0,4,57183860.0
000695.SZ,0.0,-5943.0,0.0,4,23580748.0
000697.SZ,0.0,-5943.0,0.0,4,114269393.0
000698.SZ,0.0,-5943.0,0.0,4,33229559.0
000700.SZ,0.0,-515.0,0.0,4,33019037.0
000701.SZ,0.0,-5943.0,0.0,4,33762582.0
000702.SZ,0.0,-5943.0,0.0,4,28702073.0
000703.SZ,0.0,-5943.0,0.0,4,300957583.0
000705.SZ,0.0,-5943.0,0.0,4,51245087.0
000707.SZ,0.0,-1198.0,0.0,4,93045281.0
000708.SZ,0.0,-5943.0,0.0,4,148961485.0
000709.SZ,0.0,-5943.0,0.0,4,68593911.0
000710.SZ,0.0,-5943.0,0.0,4,138634521.0
000711.SZ,0.0,-5943.0,0.0,4,28723359.0
000712.SZ,0.0,-5943.0,0.0,4,108845756.0
000713.SZ,0.0,-5943.0,0.0,4,224662727.0
000715.SZ,0.0,-5943.0,0.0,4,152041635.0
000716.SZ,0.0,-5943.0,0.0,4,333856017.0
000717.SZ,0.0,-5943.0,0.0,4,34967059.0
000718.SZ,0.0,-5943.0,0.0,4,45462591.0
000719.SZ,0.0,-5943.0,0.0,4,246642356.0
000720.SZ,0.0,-5943.0,0.0,4,19651607.0
000721.SZ,0.0,-5943.0,0.0,4,973422071.0
000722.SZ,0.0,-5943.0,0.0,4,50926526.0
000723.SZ,0.0,-5943.0,0.0,4,181317820.0
000725.SZ,0.0,-5943.0,0.0,4,1133793622.0
000726.SZ,0.0,-92.0,0.0,4,45265162.0
000727.SZ,0.0,-5943.0,0.0,4,63716981.0
000728.SZ,0.0,-5943.0,0.0,4,233726627.0
000729.SZ,0.0,-515.0,0.0,4,209977701.0
000731.SZ,0.0,-5943.0,0.0,4,33595888.0
000732.SZ,0.0,-5943.0,0.0,4,39974206.0
000733.SZ,0.0,-1198.0,0.0,4,861148018.0
000735.SZ,0.0,-92.0,0.0,4,432545465.0
000736.SZ,0.0,-5943.0,0.0,4,700960020.0
000737.SZ,0.0,-5943.0,0.0,4,62102129.0
000738.SZ,0.0,-5943.0,0.0,4,196630767.0
000739.SZ,0.0,-515.0,0.0,4,162544559.0
000750.SZ,0.0,-5943.0,0.0,4,81518191.0
000751.SZ,0.0,-5943.0,0.0,4,33407482.0
000752.SZ,0.0,-5943.0,-1.0,4,4212344.0
000753.SZ,0.0,-5943.0,0.0,4,20293973.0
000755.SZ,0.0,-5943.0,0.0,4,38194127.0
000756.SZ,0.0,-5943.0,0.0,4,434842159.0
000757.SZ,0.0,-5943.0,0.0,4,20811257.0
000758.SZ,0.0,-5943.0,0.0,4,130587393.0
000759.SZ,0.0,-5943.0,0.0,4,38275356.0
000761.SZ,0.0,-5943.0,0.0,4,47259741.0
000762.SZ,0.0,-515.0,0.0,4,341939208.0
000766.SZ,0.0,-5943.0,0.0,4,22265640.0
000767.SZ,0.0,-5943.0,0.0,4,19608811.0
000768.SZ,0.0,-5943.0,0.0,4,511184878.0
000776.SZ,0.0,-5943.0,0.0,4,919232573.0
000777.SZ,0.0,-5943.0,0.0,4,57793519.0
000778.SZ,0.0,-5943.0,0.0,4,197806058.0
000779.SZ,0.0,-5943.0,0.0,4,164553164.0
000782.SZ,0.0,-5943.0,0.0,4,15782424.0
000783.SZ,0.0,-5943.0,0.0,4,65879726.0
000785.SZ,0.0,-5943.0,0.0,4,62077364.0
000786.SZ,0.0,-5943.0,0.0,4,225576648.0
000788.SZ,0.0,-5943.0,0.0,4,47097131.0
000789.SZ,0.0,-5943.0,0.0,4,29465372.0
000790.SZ,0.0,-5943.0,0.0,4,119532142.0
000791.SZ,0.0,-5943.0,0.0,4,39455075.0
000792.SZ,0.0,-1198.0,0.0,4,383163830.0
000793.SZ,0.0,-5943.0,0.0,4,172882497.0
000795.SZ,0.0,-1198.0,0.0,4,99517091.0
000796.SZ,0.0,-5943.0,0.0,4,67159000.0
000797.SZ,0.0,-5943.0,0.0,4,257557195.0
000798.SZ,0.0,-5943.0,0.0,4,44439469.0
000799.SZ,0.0,-5943.0,0.0,4,618772306.0
000800.SZ,0.0,-5943.0,0.0,4,54753335.0
000801.SZ,0.0,-5943.0,0.0,4,52458958.0
000802.SZ,0.0,-5943.0,0.0,4,91083008.0
000803.SZ,0.0,-5943.0,0.0,4,47185243.0
000806.SZ,0.0,-1198.0,1.0,4,14808262.0
000807.SZ,0.0,-5943.0,0.0,4,323353043.0
000809.SZ,0.0,-5943.0,0.0,4,16966703.0
000810.SZ,0.0,-1198.0,0.0,4,2236941087.0
000811.SZ,0.0,-1198.0,0.0,4,86996311.0
000812.SZ,0.0,-5943.0,0.0,4,79334725.0
000813.SZ,0.0,-5943.0,0.0,4,48702869.0
000815.SZ,0.0,-5943.0,0.0,4,312273529.0
000816.SZ,0.0,-5943.0,0.0,4,33594428.0
000818.SZ,0.0,-5943.0,0.0,4,561754138.0
000819.SZ,0.0,-5943.0,0.0,4,94859899.0
000820.SZ,0.0,-5943.0,0.0,4,25086958.0
000821.SZ,0.0,-515.0,0.0,4,942235304.0
000822.SZ,0.0,-515.0,0.0,4,289745144.0
000823.SZ,0.0,-5943.0,0.0,4,101162527.0
000825.SZ,0.0,-5943.0,0.0,4,69990286.0
000826.SZ,0.0,-5943.0,0.0,4,127944222.0
000828.SZ,0.0,-5943.0,0.0,4,34170587.0
000829.SZ,0.0,-5943.0,0.0,4,274581251.0
000830.SZ,0.0,-5943.0,0.0,4,73184517.0
000831.SZ,0.0,-1198.0,0.0,4,1049004076.0
000833.SZ,0.0,-5943.0,0.0,4,223516047.0
000836.SZ,0.0,-5943.0,0.0,4,115789647.0
000837.SZ,0.0,-5943.0,0.0,4,592689504.0
000838.SZ,0.0,-5943.0,0.0,4,69784780.0
000839.SZ,0.0,-5943.0,0.0,4,29178360.0
000848.SZ,0.0,-5943.0,0.0,4,63647262.0
000850.SZ,0.0,-5943.0,0.0,4,15137541.0
000851.SZ,0.0,-5943.0,0.0,4,416216419.0
000852.SZ,0.0,-5943.0,0.0,4,77153599.0
000856.SZ,0.0,-5943.0,0.0,4,19641231.0
000858.SZ,0.0,-5943.0,0.0,4,2139054072.0
000859.SZ,0.0,-5943.0,0.0,4,39822650.0
000860.SZ,0.0,-5943.0,0.0,4,324006104.0
000861.SZ,0.0,-5943.0,0.0,4,19078940.0
000862.SZ,0.0,-1198.0,0.0,4,203219089.0
000863.SZ,0.0,-515.0,0.0,4,84778005.0
000868.SZ,0.0,-5943.0,0.0,4,47037876.0
000869.SZ,0.0,-5943.0,0.0,4,34294327.0
000875.SZ,0.0,-1198.0,0.0,4,70020945.0
000876.SZ,0.0,-5943.0,0.0,4,453680365.0
000877.SZ,0.0,-5943.0,0.0,4,97051615.0
000878.SZ,0.0,-92.0,0.0,4,221266944.0
000880.SZ,0.0,-5943.0,0.0,4,30409670.0
000881.SZ,0.0,-5943.0,0.0,4,55923371.0
000882.SZ,0.0,-5943.0,0.0,4,18286590.0
000883.SZ,0.0,-5943.0,0.0,4,51613043.0
000885.SZ,0.0,-5943.0,0.0,4,51969347.0
000886.SZ,0.0,-5943.0,0.0,4,404875672.0
000887.SZ,0.0,-5943.0,0.0,4,132583675.0
000888.SZ,0.0,-5943.0,0.0,4,107180319.0
000889.SZ,0.0,-5943.0,0.0,4,19459278.0
000890.SZ,0.0,-5943.0,0.0,4,106456240.0
000892.SZ,0.0,-515.0,0.0,4,133506786.0
000893.SZ,0.0,-1198.0,0.0,4,229424130.0
000895.SZ,0.0,-5943.0,0.0,4,193096638.0
000897.SZ,0.0,-5943.0,0.0,4,46449967.0
000898.SZ,0.0,-5943.0,0.0,4,48195562.0
000899.SZ,0.0,-515.0,0.0,4,56656082.0
000900.SZ,0.0,-5943.0,0.0,4,53115410.0
000901.SZ,0.0,-5943.0,0.0,4,144018821.0
000902.SZ,0.0,-5943.0,0.0,4,66709821.0
000903.SZ,0.0,-5943.0,0.0,4,26889233.0
000905.SZ,0.0,-5943.0,0.0,4,41259396.0
000906.SZ,0.0,-515.0,0.0,4,135488068.0
000908.SZ,0.0,-5943.0,0.0,4,48676087.0
000909.SZ,0.0,-5943.0,0.0,4,93470004.0
000910.SZ,0.0,-5943.0,0.0,4,58330892.0
000911.SZ,0.0,-5943.0,0.0,4,393114892.0
000912.SZ,0.0,-5943.0,0.0,4,26427473.0
000913.SZ,0.0,-1198.0,0.0,4,107894563.0
000915.SZ,0.0,-5943.0,0.0,4,161493113.0
000917.SZ,0.0,-5943.0,0.0,4,70754568.0
000918.SZ,0.0,-5943.0,0.0,4,49754987.0
000919.SZ,0.0,-5943.0,0.0,4,64053328.0
000920.SZ,0.0,-5943.0,0.0,4,28117755.0
000921.SZ,0.0,-5943.0,0.0,4,77090863.0
000922.SZ,0.0,-92.0,0.0,4,81231391.0
000923.SZ,0.0,-5943.0,0.0,4,68138488.0
000925.SZ,0.0,-5943.0,0.0,4,133141074.0
000926.SZ,0.0,-5943.0,0.0,4,62597581.0
000927.SZ,0.0,-5943.0,0.0,4,108783041.0
000928.SZ,0.0,-5943.0,1.0,4,181494044.0
000929.SZ,0.0,-5943.0,0.0,4,37053572.0
000930.SZ,0.0,-5943.0,0.0,4,74640156.0
000931.SZ,0.0,-5943.0,0.0,4,31364467.0
000932.SZ,0.0,-5943.0,0.0,4,172525317.0
000933.SZ,0.0,-1198.0,0.0,4,428624908.0
000935.SZ,0.0,-5943.0,0.0,4,72232340.0
000936.SZ,0.0,-5943.0,0.0,4,727679704.0
000937.SZ,0.0,-515.0,0.0,4,130229863.0
000938.SZ,0.0,-5943.0,0.0,4,2133882631.0
000948.SZ,0.0,-5943.0,0.0,4,290193605.0
000949.SZ,0.0,-5943.0,0.0,4,18805422.0
000950.SZ,0.0,-5943.0,0.0,4,77005318.0
000951.SZ,0.0,-5943.0,0.0,4,103251539.0
000952.SZ,0.0,-5943.0,0.0,4,26631438.0
000953.SZ,0.0,-5943.0,0.0,4,20271813.0
000955.SZ,0.0,-5943.0,0.0,4,24137363.0
000957.SZ,0.0,-1198.0,0.0,4,121497821.0
000958.SZ,0.0,-5943.0,0.0,4,33919067.0
000959.SZ,0.0,-5943.0,0.0,4,32736893.0
000960.SZ,0.0,-5943.0,0.0,4,185764630.0
000961.SZ,0.0,-5943.0,0.0,4,220047018.0
000962.SZ,0.0,-1198.0,0.0,4,82893495.0
000963.SZ,0.0,-5943.0,0.0,4,296860687.0
000965.SZ,0.0,-1198.0,0.0,4,253534712.0
000966.SZ,0.0,-515.0,0.0,4,40602392.0
000967.SZ,0.0,-5943.0,0.0,4,33515292.0
000968.SZ,0.0,-515.0,0.0,4,41310663.0
000969.SZ,0.0,-5943.0,0.0,4,176778545.0
000970.SZ,0.0,-1198.0,0.0,4,225568588.0
000971.SZ,0.0,-5943.0,0.0,4,18664493.0
000972.SZ,0.0,-1198.0,0.0,4,19056769.0
000973.SZ,0.0,-5943.0,0.0,4,37277829.0
000975.SZ,0.0,-5943.0,0.0,4,451368851.0
000976.SZ,0.0,-5943.0,0.0,4,28664267.0
000977.SZ,0.0,-5943.0,0.0,4,5090319898.0
000978.SZ,0.0,-5943.0,0.0,4,117248435.0
000980.SZ,0.0,-5943.0,0.0,4,107112099.0
000981.SZ,0.0,-5943.0,0.0,4,81392281.0
000982.SZ,0.0,-5943.0,0.0,4,64471078.0
000983.SZ,0.0,-515.0,0.0,4,301661344.0
000985.SZ,0.0,-5943.0,0.0,4,18715275.0
000987.SZ,0.0,-5943.0,0.0,4,299287786.0
000988.SZ,0.0,-5943.0,0.0,4,2679940847.0
000989.SZ,0.0,-5943.0,0.0,4,1096985714.0
000990.SZ,0.0,-5943.0,0.0,4,54121584.0
000993.SZ,0.0,-1198.0,0.0,4,20838514.0
000995.SZ,0.0,-5943.0,0.0,4,21741017.0
000996.SZ,0.0,-5943.0,0.0,4,30026237.0
000997.SZ,0.0,-5943.0,0.0,4,135064097.0
000998.SZ,0.0,-5943.0,0.0,4,189276371.0
000999.SZ,0.0,-5943.0,0.0,4,410934700.0
001201.SZ,0.0,-5943.0,0.0,4,56286926.0
001202.SZ,0.0,-5943.0,0.0,4,20573582.0
001203.SZ,0.0,-5943.0,0.0,4,91507173.0
001205.SZ,0.0,-5943.0,0.0,4,70983699.0
001206.SZ,0.0,-5943.0,0.0,4,14924151.0
001207.SZ,0.0,-5943.0,0.0,4,15159013.0
001208.SZ,0.0,-5943.0,0.0,4,23459400.0
001209.SZ,0.0,-5943.0,0.0,4,12412684.0
001210.SZ,0.0,-5943.0,0.0,4,5444282.0
001211.SZ,0.0,-5943.0,0.0,4,8145846.0
001212.SZ,0.0,-5943.0,0.0,4,157604500.0
001213.SZ,0.0,-5943.0,0.0,4,65390388.0
001215.SZ,0.0,-5943.0,0.0,4,52754888.0
001216.SZ,0.0,-5943.0,0.0,4,15231314.0
001217.SZ,0.0,-5943.0,0.0,4,110630344.0
001218.SZ,0.0,-5943.0,0.0,4,8116977.0
001219.SZ,0.0,-5943.0,0.0,4,25149463.0
001222.SZ,0.0,-5943.0,0.0,4,18440613.0
001223.SZ,0.0,-5943.0,0.0,4,117375336.0
001225.SZ,0.0,-5943.0,0.0,4,25816931.0
001226.SZ,0.0,-5943.0,0.0,4,14685344.0
001227.SZ,0.0,-5943.0,0.0,4,95071135.0
001228.SZ,0.0,-92.0,0.0,4,48050988.0
001229.SZ,0.0,-5943.0,0.0,4,90394962.0
001230.SZ,0.0,-5943.0,0.0,4,11751348.0
001231.SZ,0.0,-5943.0,0.0,4,11726924.0
001234.SZ,0.0,-5943.0,0.0,4,12997262.0
001236.SZ,0.0,-5943.0,0.0,4,143937125.0
001238.SZ,0.0,-5943.0,0.0,4,15489534.0
001255.SZ,0.0,-5943.0,0.0,4,74931708.0
001256.SZ,0.0,-5943.0,0.0,4,14920889.0
001258.SZ,0.0,-5943.0,0.0,4,30973298.0
001259.SZ,0.0,-5943.0,0.0,4,18920192.0
001260.SZ,0.0,-5943.0,0.0,4,54689458.0
001266.SZ,0.0,-5943.0,0.0,4,19872911.0
001267.SZ,0.0,-5943.0,0.0,4,60166156.0
001268.SZ,0.0,-5943.0,0.0,4,25254704.0
001269.SZ,0.0,-1198.0,0.0,4,300274559.0
