,weight,score,udstatus,tradestatus,amt,no_sell,no_buy,rank,w_lim,tgt_pos,tgt_trade,w_buy,w_sell
300910.SZ,0.009065273183410683,-82.0,0.0,4,278088335.0,False,False,42,0.022282894398009,0.01,0.0009347268165893173,0.0009347268165893173,0.0
301099.SZ,0.01837026039347111,-84.0,0.0,4,202951195.0,False,False,43,0.01626224288097065,0.01,-0.008370260393471109,0.0,-0.008370260393471109
301358.SZ,0.013712957436691379,-86.0,0.0,4,388770112.0,False,False,44,0.03115169627952259,0.01,-0.0037129574366913786,0.0,-0.0037129574366913786
600067.SH,7.088362388145574e-05,-88.0,0.0,4,48532583.0,False,False,45,0.003888859350578681,0.003959742974460136,0.0038888593505786804,0.0038888593505786804,0.0
600098.SH,0.0004068533367035623,-90.0,0.0,4,178739707.0,False,False,46,0.01432220454630745,0.01,0.009593146663296437,0.009593146663296437,0.0
600121.SH,-0.000251563970587111,-92.0,0.0,4,57776843.0,False,False,47,0.004629591137720126,0.0043780271671330145,0.004629591137720126,0.004629591137720126,0.0
600230.SH,-0.0023858931921258743,-94.0,0.0,4,131974362.0,False,False,48,0.010574951918391728,0.008189058726265854,0.010574951918391728,0.010574951918391728,0.0
600241.SH,0.0004685531501126677,-96.0,0.0,4,22690178.0,False,False,49,0.0018181375362113878,0.0022866906863240554,0.0018181375362113876,0.0018181375362113876,0.0
600353.SH,0.006150781715478956,-98.0,0.0,4,138831665.0,False,False,50,0.011124419621178147,0.01,0.0038492182845210445,0.0038492182845210445,0.0
600537.SH,0.0,-100.0,0.0,4,264301915.0,False,False,51,0.021178204620256907,0.01,0.01,0.01,0.0
600756.SH,-0.0006782492118014293,-102.0,0.0,4,536997769.0,False,False,52,0.04302900579628208,0.01,0.01067824921180143,0.01067824921180143,0.0
600968.SH,-0.0031797815063324608,-104.0,0.0,4,231608369.0,False,False,53,0.0185585088569864,0.009999999999999998,0.01317978150633246,0.01317978150633246,0.0
601116.SH,0.028576855522002047,-106.0,0.0,4,764826873.0,False,False,54,0.06128468655047483,0.009999999999999998,-0.01857685552200205,0.0,-0.01857685552200205
601137.SH,0.0,-108.0,0.0,4,305150833.0,False,False,55,0.024451380843441273,0.01,0.01,0.01,0.0
601177.SH,0.0,-110.0,0.0,4,42111650.0,False,False,56,0.0033743574676583094,0.0033743574676583094,0.0033743574676583094,0.0033743574676583094,0.0
603029.SH,0.0,-112.0,0.0,4,85078181.0,False,False,57,0.006817215554178838,0.006817215554178838,0.006817215554178838,0.006817215554178838,0.0
603129.SH,0.0,-114.0,0.0,4,166298758.0,False,False,58,0.013325325792734363,0.01,0.01,0.01,0.0
603290.SH,0.0,-116.0,0.0,4,1191346883.0,False,False,59,0.09546123818996645,0.01,0.01,0.01,0.0
603328.SH,0.0,-118.0,0.0,4,76853453.0,False,False,60,0.0061581776787629295,0.0061581776787629295,0.0061581776787629295,0.0061581776787629295,0.0
603768.SH,-0.0,-120.0,0.0,4,16831840.0,False,False,61,0.001348715735394596,0.001348715735394596,0.001348715735394596,0.001348715735394596,0.0
605088.SH,-0.0,-122.0,0.0,4,38577618.0,False,False,62,0.003091179599535274,0.003091179599535274,0.003091179599535274,0.003091179599535274,0.0
605090.SH,-0.0,-124.0,0.0,4,107888696.0,False,False,63,0.00864499555404543,0.00864499555404543,0.00864499555404543,0.00864499555404543,0.0
605177.SH,0.0,-126.0,0.0,4,18962411.0,False,False,64,0.0015194359081787598,0.0015194359081787598,0.0015194359081787598,0.0015194359081787598,0.0
688019.SH,0.0,-128.0,0.0,4,509668030.0,False,False,65,0.040839105640771596,0.01,0.01,0.01,0.0
688063.SH,0.0,-130.0,0.0,4,994499701.0,False,False,66,0.0796881027614284,0.01,0.01,0.01,0.0
688123.SH,0.0,-132.0,0.0,4,854494731.0,False,False,67,0.06846966757713195,0.01,0.01,0.01,0.0
688126.SH,0.0,-134.0,0.0,4,1584396298.0,False,False,68,0.12695583003483552,0.01,0.01,0.01,0.0
688184.SH,0.0,-136.0,0.0,4,17964138.0,False,False,69,0.0014394454553631692,0.0014394454553631692,0.0014394454553631692,0.0014394454553631692,0.0
688206.SH,0.0,-138.0,0.0,4,427957128.0,False,False,70,0.03429170623104065,0.01,0.01,0.01,0.0
688439.SH,0.0,-140.0,0.0,4,183377723.0,False,False,71,0.014693843366555975,0.01,0.01,0.01,0.0
688617.SH,0.0,-142.0,0.0,4,246948366.0,False,False,72,0.019787684950319386,0.01,0.01,0.01,0.0
688800.SH,0.0,-144.0,0.0,4,161187652.0,False,False,73,0.012915778821787056,0.01,0.01,0.01,0.0
000159.SZ,-0.00030114334733368924,-146.0,0.0,4,128898840.0,False,False,74,0.010328513922548596,0.01,0.01030114334733369,0.01030114334733369,0.0
000519.SZ,0.006476028839704204,-148.0,0.0,4,943095287.0,False,False,75,0.07556912693760055,0.01,0.0035239711602957965,0.0035239711602957965,0.0
000533.SZ,-0.0013517771796510447,-150.0,0.0,4,45564542.0,False,False,76,0.003651033682083953,0.002299256502432908,0.003651033682083953,0.003651033682083953,0.0
000625.SZ,-0.0010181024518806658,-152.0,0.0,4,1319844327.0,False,False,77,0.10575758871853527,0.01,0.011018102451880667,0.011018102451880667,0.0
000663.SZ,-0.00825499430020157,-154.0,0.0,4,60158666.0,False,False,78,0.004820443840634648,-0.0034345504595669225,0.004820443840634648,0.004820443840634648,0.0
000735.SZ,0.0,-156.0,0.0,4,433966133.0,False,False,79,0.034773200803087725,0.01,0.01,0.01,0.0
000739.SZ,0.0,-158.0,0.0,4,180315469.0,False,False,80,0.014448468520099794,0.01,0.01,0.01,0.0
000821.SZ,0.0,-160.0,0.0,4,1437263835.0,False,False,81,0.11516627713773908,0.01,0.01,0.01,0.0
000822.SZ,0.0,-162.0,0.0,4,94081234.0,False,False,82,0.007538619705340656,0.007538619705340656,0.007538619705340656,0.007538619705340656,0.0
000878.SZ,0.0,-164.0,0.0,4,187988607.0,False,False,83,0.015063308131244754,0.01,0.01,0.01,0.0
000892.SZ,-0.0,-166.0,0.0,4,146304011.0,False,False,84,0.011723170003222707,0.01,0.01,0.01,0.0
001228.SZ,0.0,-168.0,0.0,4,61250823.0,False,False,85,0.004907957109024874,0.004907957109024874,0.004907957109024874,0.004907957109024874,0.0
001337.SZ,0.0,-170.0,0.0,4,898754266.0,False,False,86,0.07201613256822904,0.01,0.01,0.01,0.0
002006.SZ,-0.0,-172.0,0.0,4,179961187.0,False,False,87,0.014420080316067013,0.01,0.01,0.01,0.0
002017.SZ,-0.0,-174.0,0.0,4,207948666.0,False,False,88,0.016662684411717033,0.01,0.01,0.01,0.0
002051.SZ,0.0,-176.0,0.0,4,855016223.0,False,False,89,0.0685114541237176,0.01,0.01,0.01,0.0
002057.SZ,-0.0,-178.0,0.0,4,118187644.0,False,False,90,0.009470238262246713,0.009470238262246713,0.009470238262246713,0.009470238262246713,0.0
002085.SZ,-0.0,-180.0,0.0,4,139469025.0,False,False,91,0.011175490535653991,0.01,0.01,0.01,0.0
002112.SZ,0.0,-182.0,0.0,4,728922615.0,False,False,92,0.058407720174115066,0.01,0.01,0.01,0.0
002209.SZ,0.0,-184.0,0.0,4,82214091.0,False,False,93,0.006587719358243854,0.006587719358243854,0.006587719358243854,0.006587719358243854,0.0
002225.SZ,0.0,-186.0,0.0,4,38320039.0,False,False,94,0.0030705400942638832,0.0030705400942638832,0.0030705400942638832,0.0030705400942638832,0.0
002250.SZ,0.0,-188.0,0.0,4,106864964.0,False,False,95,0.008562965101211574,0.008562965101211574,0.008562965101211574,0.008562965101211574,0.0
002284.SZ,-0.0,-190.0,0.0,4,75176783.0,False,False,96,0.006023828064456707,0.006023828064456707,0.006023828064456707,0.006023828064456707,0.0
002301.SZ,0.0,-192.0,0.0,4,93870465.0,False,False,97,0.007521731030850322,0.007521731030850322,0.007521731030850322,0.007521731030850322,0.0
002322.SZ,-0.0,-194.0,0.0,4,177196861.0,False,False,98,0.014198578093258314,0.01,0.01,0.01,0.0
002323.SZ,-0.0,-196.0,0.0,4,88817917.0,False,False,99,0.007116876244241343,0.007116876244241343,0.007116876244241343,0.007116876244241343,0.0
002324.SZ,0.0,-198.0,0.0,4,218654290.0,False,False,100,0.017520513594148544,0.01,0.01,0.01,0.0
002334.SZ,0.0,-200.0,0.0,4,314654739.0,False,False,101,0.025212917762156704,0.01,0.01,0.01,0.0
002427.SZ,-0.0,-202.0,0.0,4,72374869.0,False,False,102,0.005799313958986216,0.005799313958986216,0.005799313958986216,0.005799313958986216,0.0
002472.SZ,0.0,-204.0,0.0,4,305385277.0,False,False,103,0.024470166568107674,0.01,0.01,0.01,0.0
002476.SZ,0.0,-206.0,0.0,4,145219646.0,False,False,104,0.011636281098717248,0.01,0.01,0.01,0.0
002526.SZ,-0.0,-208.0,0.0,4,65278365.0,False,False,105,0.00523067935866381,0.00523067935866381,0.00523067935866381,0.00523067935866381,0.0
002536.SZ,-0.0,-210.0,0.0,4,490389695.0,False,False,106,0.03929435511042504,0.01,0.01,0.01,0.0
002545.SZ,-0.0,-212.0,0.0,4,89882245.0,False,False,107,0.00720215960727361,0.00720215960727361,0.00720215960727361,0.00720215960727361,0.0
002546.SZ,-0.0,-214.0,0.0,4,37313750.0,False,False,108,0.002989907328704414,0.002989907328704414,0.002989907328704414,0.002989907328704414,0.0
002550.SZ,0.0,-216.0,0.0,4,55775076.0,False,False,109,0.004469191879439769,0.004469191879439769,0.004469191879439769,0.004469191879439769,0.0
002669.SZ,0.0,-218.0,0.0,4,152201963.0,False,False,110,0.012195766027721634,0.01,0.01,0.01,0.0
002702.SZ,-0.0,-220.0,0.0,4,62429893.0,False,False,111,0.0050024346148787625,0.0050024346148787625,0.0050024346148787625,0.0050024346148787625,0.0
002783.SZ,0.0,-222.0,0.0,4,60504125.0,False,False,112,0.0048481250679534476,0.0048481250679534476,0.0048481250679534476,0.0048481250679534476,0.0
002850.SZ,-0.0,-224.0,0.0,4,253149200.0,False,False,113,0.020284550556715943,0.01,0.01,0.01,0.0
002878.SZ,-0.0,-226.0,0.0,4,183590659.0,False,False,114,0.014710905680232436,0.01,0.01,0.01,0.0
002885.SZ,0.0,-228.0,0.0,4,326336893.0,False,False,115,0.02614899515613757,0.01,0.01,0.01,0.0
002902.SZ,0.0,-230.0,0.0,4,461239853.0,False,False,116,0.036958612221372734,0.01,0.01,0.01,0.0
002932.SZ,0.0,-232.0,0.0,4,244384875.0,False,False,117,0.019582275402151007,0.01,0.01,0.01,0.0
003032.SZ,-0.0,-234.0,0.0,4,181741073.0,False,False,118,0.014562700508239025,0.01,0.01,0.01,0.0
300008.SZ,-0.0,-236.0,0.0,4,148583245.0,False,False,119,0.01190580236905118,0.01,0.01,0.01,0.0
300068.SZ,0.0,-238.0,0.0,4,711217835.0,False,False,120,0.05698905677322132,0.01,0.01,0.01,0.0
300101.SZ,0.0,-240.0,0.0,4,351557618.0,False,False,121,0.02816990247616675,0.01,0.01,0.01,0.0
300107.SZ,0.0,-242.0,0.0,4,52545449.0,False,False,122,0.004210405629430546,0.004210405629430546,0.004210405629430546,0.004210405629430546,0.0
300118.SZ,0.0,-244.0,0.0,4,869419380.0,False,False,123,0.06966556231897485,0.01,0.01,0.01,0.0
300179.SZ,0.0,-246.0,0.0,4,69324113.0,False,False,124,0.005554860433878476,0.005554860433878476,0.005554860433878476,0.005554860433878476,0.0
300192.SZ,0.0,-248.0,0.0,4,244674967.0,False,False,125,0.01960552013624497,0.01,0.01,0.01,0.0
300258.SZ,-0.0,-250.0,0.0,4,66352313.0,False,False,126,0.005316733561091801,0.005316733561091801,0.005316733561091801,0.005316733561091801,0.0
300278.SZ,-0.0,-252.0,0.0,4,88252824.0,False,False,127,0.007071596000307147,0.007071596000307147,0.007071596000307147,0.007071596000307147,0.0
300292.SZ,-0.0,-254.0,0.0,4,143141750.0,False,False,128,0.011469781712333257,0.01,0.01,0.01,0.0
300295.SZ,-0.0,-256.0,0.0,4,202724054.0,False,False,129,0.016244042337188555,0.0,0.0,0.0,0.0
300343.SZ,-0.0,-258.0,0.0,4,224649234.0,False,False,130,0.018000881474642266,0.0,0.0,0.0,0.0
300419.SZ,0.0,-260.0,0.0,4,104493086.0,False,False,131,0.008372909279564253,0.0,0.0,0.0,0.0
300433.SZ,0.0,-262.0,0.0,4,505694304.0,False,False,132,0.04052069560453393,0.0,0.0,0.0,0.0
300442.SZ,0.0,-264.0,0.0,4,311524888.0,False,False,133,0.024962126446819787,0.0,0.0,0.0,0.0
300482.SZ,0.0,-266.0,0.0,4,174915182.0,False,False,134,0.014015749812427494,0.0,0.0,0.0,0.0
300533.SZ,-0.0,-268.0,0.0,4,357597773.0,False,False,135,0.028653893061433858,0.0,0.0,0.0,0.0
300534.SZ,0.0,-270.0,0.0,4,104777689.0,False,False,136,0.008395714186481173,0.0,0.0,0.0,0.0
300538.SZ,0.0,-272.0,0.0,4,309306445.0,False,False,137,0.024784365193018895,0.0,0.0,0.0,0.0
300545.SZ,0.0,-274.0,0.0,4,80403848.0,False,False,138,0.006442666695018211,0.0,0.0,0.0,0.0
300592.SZ,0.0,-276.0,0.0,4,162045478.0,False,False,139,0.012984515420069275,0.0,0.0,0.0,0.0
300604.SZ,0.0,-278.0,0.0,4,1087759625.0,False,False,140,0.08716091185303716,0.0,0.0,0.0,0.0
300612.SZ,-0.0,-280.0,0.0,4,895099383.0,False,False,141,0.07172327105022946,0.0,0.0,0.0,0.0
300619.SZ,-0.0,-282.0,0.0,4,19767609.0,False,False,142,0.0015839554861160655,0.0,0.0,0.0,0.0
300625.SZ,0.0,-284.0,0.0,4,16842461.0,False,False,143,0.001349566783754468,0.0,0.0,0.0,0.0
300639.SZ,0.0,-286.0,0.0,4,65921243.0,False,False,144,0.0052821924240529184,0.0,0.0,0.0,0.0
300644.SZ,-0.0,-288.0,0.0,4,33511880.0,False,False,145,0.0026852679135885,0.0,0.0,0.0,0.0
300694.SZ,-0.0,-290.0,0.0,4,42093267.0,False,False,146,0.003372884459278729,0.0,0.0,0.0,0.0
300703.SZ,-0.0,-292.0,0.0,4,44354268.0,False,False,147,0.003554055836052921,0.0,0.0,0.0,0.0
300757.SZ,0.0,-294.0,0.0,4,116989502.0,False,False,148,0.009374232539245714,0.0,0.0,0.0,0.0
300761.SZ,0.0,-296.0,0.0,4,254519508.0,False,False,149,0.020394351740777642,0.0,0.0,0.0,0.0
300775.SZ,0.0,-298.0,0.0,4,204412107.0,False,False,150,0.01637930405802716,0.0,0.0,0.0,0.0
300795.SZ,0.0,-300.0,0.0,4,74392453.0,False,False,151,0.0059609806150547374,0.0,0.0,0.0,0.0
300833.SZ,-0.0,-302.0,0.0,4,21364691.0,False,False,152,0.0017119278066773038,0.0,0.0,0.0,0.0
300855.SZ,-0.0,-304.0,0.0,4,132883771.0,False,False,153,0.01064782180238596,0.0,0.0,0.0,0.0
300856.SZ,0.0,-306.0,0.0,4,77405312.0,False,False,154,0.006202397497690576,0.0,0.0,0.0,0.0
300861.SZ,0.0,-308.0,0.0,4,177081086.0,False,False,155,0.014189301177349815,0.0,0.0,0.0,0.0
300888.SZ,-0.0,-310.0,0.0,4,80693178.0,False,False,156,0.006465850370939662,0.0,0.0,0.0,0.0
300937.SZ,0.0,-312.0,0.0,4,68951664.0,False,False,157,0.005525016529294545,0.0,0.0,0.0,0.0
300963.SZ,-0.0,-314.0,0.0,4,23125149.0,False,False,158,0.001852991255836831,0.0,0.0,0.0,0.0
300970.SZ,0.0,-316.0,0.0,4,70743625.0,False,False,159,0.005668604277152975,0.0,0.0,0.0,0.0
300972.SZ,-0.0,-318.0,0.0,4,205175895.0,False,False,160,0.016440505500894105,0.0,0.0,0.0,0.0
301030.SZ,0.0,-320.0,0.0,4,421585184.0,False,False,161,0.03378112977963349,0.0,0.0,0.0,0.0
301119.SZ,0.0,-322.0,0.0,4,17468384.0,False,False,162,0.0013997212647408244,0.0,0.0,0.0,0.0
301212.SZ,-0.0,-324.0,0.0,4,56819088.0,False,False,163,0.004552847345053795,0.0,0.0,0.0,0.0
301258.SZ,0.0,-326.0,0.0,4,47863854.0,False,False,164,0.0038352748746678664,0.0,0.0,0.0,0.0
301278.SZ,0.0,-328.0,0.0,4,98033980.0,False,False,165,0.007855348638613433,0.0,0.0,0.0,0.0
301408.SZ,0.0,-330.0,0.0,4,126075595.0,False,False,166,0.01010229058889202,0.0,0.0,0.0,0.0
600053.SH,-0.0,-332.0,0.0,4,31891888.0,False,False,167,0.002555459841410214,0.0,0.0,0.0,0.0
600060.SH,0.0,-334.0,0.0,4,515632803.0,False,False,168,0.04131705595417506,0.0,0.0,0.0,0.0
600094.SH,0.0,-336.0,0.0,4,41355020.0,False,False,169,0.003313729586994543,0.0,0.0,0.0,0.0
600105.SH,0.0,-338.0,0.0,4,357232692.0,False,False,170,0.02862463954610852,0.0,0.0,0.0,0.0
600160.SH,-0.0,-340.0,0.0,4,442768420.0,False,False,171,0.03547851780849885,0.0,0.0,0.0,0.0
600256.SH,-0.0,-342.0,0.0,4,629973670.0,False,False,172,0.0504790564556984,0.0,0.0,0.0,0.0
600312.SH,0.0,-344.0,0.0,4,318707834.0,False,False,173,0.025537687543924423,0.0,0.0,0.0,0.0
600345.SH,0.0,-346.0,0.0,4,114282116.0,False,False,174,0.009157292852319802,0.0,0.0,0.0,0.0
600348.SH,-0.0,-348.0,0.0,4,315945881.0,False,False,175,0.02531637546684192,0.0,0.0,0.0,0.0
600389.SH,0.0,-350.0,0.0,4,227641982.0,False,False,176,0.018240686886271104,0.0,0.0,0.0,0.0
600395.SH,0.0,-352.0,0.0,4,137968701.0,False,False,177,0.011055271320940084,0.0,0.0,0.0,0.0
600483.SH,0.0,-354.0,0.0,4,106236349.0,False,False,178,0.008512594913400553,0.0,0.0,0.0,0.0
600499.SH,0.0,-356.0,0.0,4,302951618.0,False,False,179,0.024275160306885802,0.0,0.0,0.0,0.0
600526.SH,0.0,-358.0,0.0,4,37044232.0,False,False,180,0.0029683111652682075,0.0,0.0,0.0,0.0
600538.SH,0.0,-360.0,0.0,4,33410112.0,False,False,181,0.0026771133622762464,0.0,0.0,0.0,0.0
600572.SH,0.0,-362.0,0.0,4,757449217.0,False,False,182,0.06069352356784617,0.0,0.0,0.0,0.0
600658.SH,0.0,-364.0,0.0,4,114743836.0,False,False,183,0.009194289938161064,0.0,0.0,0.0,0.0
600753.SH,0.0,-366.0,0.0,4,66146583.0,False,False,184,0.005300248655802615,0.0,0.0,0.0,0.0
600789.SH,0.0,-368.0,0.0,4,54352216.0,False,False,185,0.004355179764824638,0.0,0.0,0.0,0.0
600795.SH,0.0,-370.0,0.0,4,290629039.0,False,False,186,0.023287766403548855,0.0,0.0,0.0,0.0
600818.SH,0.0,-372.0,0.0,4,285930278.0,False,False,187,0.02291126015719917,0.0,0.0,0.0,0.0
600883.SH,-0.0,-374.0,0.0,4,15761293.0,False,False,188,0.0012629340511355086,0.0,0.0,0.0,0.0
601689.SH,-0.0,-376.0,0.0,4,1849115997.0,False,False,189,0.14816751120042532,0.0,0.0,0.0,0.0
603032.SH,-0.0,-378.0,0.0,4,247664079.0,False,False,190,0.019845034199428603,0.0,0.0,0.0,0.0
603056.SH,-0.0,-380.0,0.0,4,86694346.0,False,False,191,0.006946716973304377,0.0,0.0,0.0,0.0
603299.SH,0.0,-382.0,0.0,4,44388870.0,False,False,192,0.003556828454012462,0.0,0.0,0.0,0.0
603307.SH,0.0,-384.0,0.0,4,59645861.0,False,False,193,0.004779353373241361,0.0,0.0,0.0,0.0
603326.SH,-0.0,-386.0,0.0,4,12976650.0,False,False,194,0.0010398038507797296,0.0,0.0,0.0,0.0
603339.SH,-0.0,-388.0,0.0,4,232637395.0,False,False,195,0.018640963511874407,0.0,0.0,0.0,0.0
603529.SH,0.0,-390.0,0.0,4,438356105.0,False,False,196,0.03512496414650958,0.0,0.0,0.0,0.0
603551.SH,0.0,-392.0,0.0,4,44241134.0,False,False,197,0.003544990540398487,0.0,0.0,0.0,0.0
603613.SH,0.0,-394.0,0.0,4,616517383.0,False,False,198,0.049400819850735085,0.0,0.0,0.0,0.0
603619.SH,0.0,-396.0,0.0,4,254365140.0,False,False,199,0.020381982412727862,0.0,0.0,0.0,0.0
603665.SH,0.0,-398.0,0.0,4,195852592.0,False,False,200,0.01569344009022292,0.0,0.0,0.0,0.0
603757.SH,0.0,-400.0,0.0,4,88939965.0,False,False,201,0.007126655808333767,0.0,0.0,0.0,0.0
603787.SH,0.0,-402.0,0.0,4,39331571.0,False,False,202,0.0031515929753069046,0.0,0.0,0.0,0.0
603871.SH,0.0,-404.0,0.0,4,120273337.0,False,False,203,0.009637362413159647,0.0,0.0,0.0,0.0
603968.SH,0.0,-406.0,0.0,4,44769619.0,False,False,204,0.0035873374279295003,0.0,0.0,0.0,0.0
605196.SH,0.0,-408.0,0.0,4,73234383.0,False,False,205,0.005868185814742447,0.0,0.0,0.0,0.0
688035.SH,0.0,-410.0,0.0,4,171281488.0,False,False,206,0.013724586144319378,0.0,0.0,0.0,0.0
688037.SH,0.0,-412.0,0.0,4,987710989.0,False,False,207,0.07914413117558501,0.0,0.0,0.0,0.0
688041.SH,-0.0,-414.0,0.0,4,3127354050.0,False,False,208,0.250591237641578,0.0,0.0,0.0,0.0
