,weight,score,udstatus,tradestatus,amt,no_sell,no_buy,rank,w_lim,tgt_pos,tgt_trade,w_buy,w_sell
000155.SZ,-0.02305638773968738,0.0,0.0,4,276327646.0,False,False,1,0.0018027876435898645,-0.021253600096097513,0.0018027876435898656,0.0018027876435898656,0.0
000533.SZ,-0.0012912101841795244,-2.0,0.0,4,24660921.0,False,False,2,0.00016089017621619302,-0.0011303200079633314,0.00016089017621619302,0.00016089017621619302,0.0
000576.SZ,-0.030247282155439523,-4.0,0.0,4,69551142.0,False,False,3,0.00045375821496761875,-0.029793523940471904,0.00045375821496761864,0.00045375821496761864,0.0
000726.SZ,0.000879415550443109,-6.0,0.0,4,45265162.0,False,False,4,0.0002953141892240977,0.0011747297396672066,0.0002953141892240976,0.0002953141892240976,0.0
000735.SZ,0.0478509691931172,-8.0,0.0,4,432545465.0,False,False,5,0.0028219674393087407,0.04502900175380846,-0.0028219674393087438,0.0,-0.0028219674393087438
000878.SZ,-0.0,-10.0,0.0,4,221266944.0,False,False,6,0.0014435664268572337,0.0014435664268572337,0.0014435664268572337,0.0014435664268572337,0.0
000922.SZ,-0.008820539438021108,-12.0,0.0,4,81231391.0,False,False,7,0.0005299612618797358,-0.008290578176141372,0.0005299612618797356,0.0005299612618797356,0.0
001228.SZ,-0.0,-14.0,0.0,4,48050988.0,False,False,8,0.00031348918098728654,0.00031348918098728654,0.00031348918098728654,0.00031348918098728654,0.0
002045.SZ,0.39633410757625237,-16.0,-1.0,4,798974938.0,False,True,9,0.005212587906475265,0.3911215196697771,-0.0052125879064752745,0.0,-0.0052125879064752745
002046.SZ,-0.0020820871579038925,-18.0,0.0,4,95299812.0,False,False,10,0.0006217449683266115,-0.0014603421895772808,0.0006217449683266116,0.0006217449683266116,0.0
002073.SZ,0.012174454915972747,-20.0,0.0,4,100320992.0,False,False,11,0.0006545036205688868,0.01151995129540386,-0.0006545036205688869,0.0,-0.0006545036205688869
002079.SZ,0.09866188494900337,-22.0,0.0,4,1061010104.0,False,False,12,0.006922130061554526,0.09173975488744884,-0.006922130061554524,0.0,-0.006922130061554524
002090.SZ,-0.028346516604309945,-24.0,0.0,4,69947590.0,False,False,13,0.00045634467913822116,-0.027890171925171722,0.00045634467913822224,0.00045634467913822224,0.0
002111.SZ,0.017085532791391776,-26.0,0.0,4,51435343.0,False,False,14,0.00033556903243842074,0.016749963758953355,-0.00033556903243842084,0.0,-0.00033556903243842084
002112.SZ,-0.13915964265115566,-28.0,0.0,4,450728670.0,False,False,15,0.00294059638494403,-0.13621904626621162,0.0029405963849440386,0.0029405963849440386,0.0
002126.SZ,-0.09292302352471264,-30.0,0.0,4,239994986.0,False,False,16,0.0015657499405047678,-0.09135727358420788,0.0015657499405047626,0.0015657499405047626,0.0
002209.SZ,0.010389586337613605,-32.0,0.0,4,43876876.0,False,False,17,0.000286256880327221,0.010103329457286384,-0.0002862568803272212,0.0,-0.0002862568803272212
002213.SZ,-0.007801814938887826,-34.0,0.0,4,94839027.0,False,False,18,0.0006187387634955843,-0.007183076175392242,0.0006187387634955842,0.0006187387634955842,0.0
002219.SZ,0.022954951215068464,-36.0,0.0,4,303821287.0,False,False,19,0.00198215875245132,0.020972792462617143,-0.0019821587524513212,0.0,-0.0019821587524513212
002240.SZ,-0.1185842962183593,-38.0,0.0,4,350857278.0,False,False,20,0.0022890259972104783,-0.11629527022114881,0.002289025997210481,0.002289025997210481,0.0
002267.SZ,-0.0016369671397190864,-40.0,0.0,4,32166321.0,False,False,21,0.00020985611421068298,-0.0014271110255084033,0.00020985611421068303,0.00020985611421068303,0.0
002323.SZ,-0.0037991271239167053,-42.0,0.0,4,49536169.0,False,False,22,0.00032317864200956316,-0.003475948481907142,0.00032317864200956305,0.00032317864200956305,0.0
002429.SZ,0.02763136485531867,-44.0,0.0,4,123823915.0,False,False,23,0.0008078389085358534,0.026823525946782816,-0.0008078389085358524,0.0,-0.0008078389085358524
002546.SZ,0.006279311538195024,-46.0,0.0,4,18590207.0,False,False,24,0.00012128426509802717,0.006400595803293051,0.00012128426509802701,0.00012128426509802701,0.0
002550.SZ,-5.970339430731696e-05,-48.0,0.0,4,95325709.0,False,False,25,0.0006219139227988904,0.0005622105284915735,0.0006219139227988904,0.0006219139227988904,0.0
002572.SZ,-0.061158635166053896,-50.0,0.0,4,207363501.0,False,False,26,0.0013528590524537474,-0.05980577611360015,0.0013528590524537476,0.0013528590524537476,0.0
002590.SZ,0.035091170348536586,-52.0,0.0,4,41888675.0,False,False,27,0.00027328566934758193,0.034817884679189004,-0.0002732856693475824,0.0,-0.0002732856693475824
002669.SZ,-0.003221949560583073,-54.0,0.0,4,76570530.0,False,False,28,0.0004995533648020402,-0.002722396195781033,0.0004995533648020399,0.0004995533648020399,0.0
002774.SZ,0.014933862757573775,-56.0,0.0,4,11323775.0,False,False,29,7.387737689044627e-05,0.01485998538068333,-7.38773768904459e-05,0.0,-7.38773768904459e-05
002783.SZ,0.004419481597862224,-58.0,0.0,4,34620575.0,False,False,30,0.00022586789895056745,0.004645349496812792,0.00022586789895056789,0.00022586789895056789,0.0
002850.SZ,-0.2147195431900804,-60.0,0.0,4,398139396.0,False,False,31,0.0025974989977482453,-0.21212204419233216,0.0025974989977482488,0.0025974989977482488,0.0
002882.SZ,0.15317995556125003,-62.0,0.0,4,170262317.0,False,False,32,0.0011108074262557882,0.15206914813499423,-0.0011108074262557999,0.0,-0.0011108074262557999
002982.SZ,-0.02014855870197366,-64.0,0.0,4,47926867.0,False,False,33,0.00031267940386817047,-0.01983587929810549,0.0003126794038681713,0.0003126794038681713,0.0
002986.SZ,0.0063406240770921,-66.0,0.0,4,40421579.0,False,False,34,0.0002637141965722516,0.006604338273664351,0.0002637141965722515,0.0002637141965722515,0.0
300054.SZ,0.04744198651646397,-68.0,0.0,4,434076214.0,False,False,35,0.0028319541902639372,0.04461003232620003,-0.002831954190263934,0.0,-0.002831954190263934
300057.SZ,-0.05403166379294401,-70.0,0.0,4,53645045.0,False,False,36,0.00034998533684835225,-0.05368167845609566,0.00034998533684835187,0.00034998533684835187,0.0
300105.SZ,-0.08205243637749342,-72.0,0.0,4,93296169.0,False,False,37,0.0006086730122814848,-0.08144376336521193,0.0006086730122814854,0.0006086730122814854,0.0
300107.SZ,0.015677947827749773,-74.0,0.0,4,48623682.0,False,False,38,0.0003172254906968046,0.015360722337052967,-0.0003172254906968052,0.0,-0.0003172254906968052
300452.SZ,-0.20340796043102782,-76.0,0.0,4,101542671.0,False,False,39,0.0006624739696726215,-0.2027454864613552,0.0006624739696726167,0.0006624739696726167,0.0
300505.SZ,-0.04823639441372467,-78.0,0.0,4,77545033.0,False,False,40,0.0005059111143521567,-0.04773048329937251,0.0005059111143521575,0.0005059111143521575,0.0
300534.SZ,0.08722053591070458,-80.0,0.0,4,122263399.0,False,False,41,0.0007976579548631098,0.08642287795584147,-0.0007976579548631124,0.0,-0.0007976579548631124
300633.SZ,-0.14855226304434133,-82.0,0.0,4,247171505.0,False,False,42,0.0016125702278139422,-0.14693969281652738,0.001612570227813942,0.001612570227813942,0.0
300639.SZ,-0.017613945427874138,-84.0,0.0,4,60946223.0,False,False,43,0.00039761891123942195,-0.017216326516634715,0.0003976189112394231,0.0003976189112394231,0.0
300658.SZ,0.0012939949166964788,-86.0,0.0,4,14226782.0,False,False,44,9.281686855772188e-05,0.0013868117852542008,9.281686855772196e-05,9.281686855772196e-05,0.0
300717.SZ,0.0027245260443798575,-88.0,0.0,4,15877677.0,False,False,45,0.00010358746335685497,0.0028281135077367126,0.00010358746335685509,0.00010358746335685509,0.0
300796.SZ,0.05092470771671753,-90.0,0.0,4,125516657.0,False,False,46,0.0008188825171127007,0.05010582519960483,-0.0008188825171126998,0.0,-0.0008188825171126998
300811.SZ,-0.07476999417109774,-92.0,0.0,4,56258074.0,False,False,47,0.00036703298467415823,-0.07440296118642357,0.0003670329846741649,0.0003670329846741649,0.0
300820.SZ,-4.7349082638576,-94.0,0.0,4,659124225.0,False,False,48,0.004300188655103824,-4.730608075202496,0.004300188655103732,0.004300188655103732,0.0
301099.SZ,0.051636429341947,-96.0,0.0,4,154607088.0,False,False,49,0.001008671234646608,0.05062775810730039,-0.0010086712346466103,0.0,-0.0010086712346466103
301358.SZ,-0.383369553813445,-98.0,0.0,4,194571797.0,False,False,50,0.0012694047682173483,-0.38210014904522765,0.0012694047682173526,0.0012694047682173526,0.0
600053.SH,0.002886849931456231,-100.0,0.0,4,37313440.0,False,False,51,0.00024343640437566566,0.003130286335831897,0.00024343640437566585,0.00024343640437566585,0.0
600060.SH,-0.030764927959488125,-102.0,0.0,4,418506476.0,False,False,52,0.002730375750007794,-0.028034552209480333,0.002730375750007792,0.002730375750007792,0.0
600067.SH,0.013121622596611513,-104.0,0.0,4,37411121.0,False,False,53,0.00024407368443925186,0.01287754891217226,-0.0002440736844392527,0.0,-0.0002440736844392527
600094.SH,-0.003490079354879292,-106.0,0.0,4,28002473.0,False,False,54,0.00018269077685538135,-0.0033073885780239105,0.00018269077685538135,0.00018269077685538135,0.0
600098.SH,-0.030563930028744593,-108.0,0.0,4,93548325.0,False,False,55,0.0006103181018251385,-0.029953611926919456,0.0006103181018251372,0.0006103181018251372,0.0
600121.SH,0.0006134738199071943,-110.0,0.0,4,28825817.0,False,False,56,0.0001880623508224098,0.0008015361707296041,0.00018806235082240977,0.00018806235082240977,0.0
600230.SH,0.013532305426808779,-112.0,0.0,4,129130161.0,False,False,57,0.000842457358267981,0.012689848068540798,-0.0008424573582679808,0.0,-0.0008424573582679808
600241.SH,-0.028603044303109015,-114.0,1.0,4,35592742.0,True,True,58,0.00023221040821620143,-0.028370833894892814,0.00023221040821620048,0.00023221040821620048,0.0
600348.SH,0.01132818444684777,-116.0,0.0,4,211882819.0,False,False,59,0.0013823435096399577,0.01,-0.0013281844468477702,0.0,-0.0013281844468477702
600353.SH,-0.07701036741830121,-118.0,0.0,4,119516846.0,False,False,60,0.000779739183858689,-0.07623062823444252,0.0007797391838586937,0.0007797391838586937,0.0
600483.SH,-0.07035175515156457,-120.0,0.0,4,95135416.0,False,False,61,0.0006206724333061538,-0.06973108271825841,0.0006206724333061575,0.0006206724333061575,0.0
600499.SH,-0.1676952355296646,-122.0,0.0,4,221365874.0,False,False,62,0.0014442118555147063,-0.16625102367414987,0.0014442118555147154,0.0014442118555147154,0.0
600537.SH,-0.028470025459305385,-124.0,0.0,4,137110843.0,False,False,63,0.0008945240808897922,-0.027575501378415593,0.0008945240808897921,0.0008945240808897921,0.0
600572.SH,-0.009554039675288393,-126.0,0.0,4,516183583.0,False,False,64,0.0033676304152945426,-0.006186409259993851,0.0033676304152945426,0.0033676304152945426,0.0
600753.SH,0.013186103479131324,-128.0,0.0,4,41482546.0,False,False,65,0.00027063604541924176,0.012915467433712082,-0.00027063604541924247,0.0,-0.00027063604541924247
600756.SH,0.08531088410759578,-130.0,0.0,4,378442231.0,False,False,66,0.002468992834178384,0.0828418912734174,-0.0024689928341783823,0.0,-0.0024689928341783823
600795.SH,-0.13837713280065536,-132.0,0.0,4,266694129.0,False,False,67,0.001739937669425814,-0.13663719513122954,0.0017399376694258173,0.0017399376694258173,0.0
600968.SH,-0.01802614223077978,-134.0,0.0,4,105293140.0,False,False,68,0.0006869423834152943,-0.017339199847364484,0.0006869423834152955,0.0006869423834152955,0.0
601116.SH,0.08857528819781911,-136.0,-1.0,4,607687825.0,False,True,69,0.003964612726697639,0.08461067547112147,-0.003964612726697639,0.0,-0.003964612726697639
601177.SH,0.003757066385786912,-138.0,0.0,4,32253688.0,False,False,70,0.00021042610476478598,0.003967492490551698,0.00021042610476478592,0.00021042610476478592,0.0
603029.SH,0.02461898971612474,-140.0,0.0,4,57503066.0,False,False,71,0.0003751554299902821,0.02424383428613446,-0.0003751554299902815,0.0,-0.0003751554299902815
603129.SH,0.03728038353267417,-142.0,0.0,4,111777850.0,False,False,72,0.0007292492435123243,0.036551134289161846,-0.0007292492435123227,0.0,-0.0007292492435123227
603290.SH,0.018495224383970096,-144.0,0.0,4,931879083.0,False,False,73,0.006079667092565374,0.012415557291404722,-0.006079667092565374,0.0,-0.006079667092565374
603307.SH,-0.0,-146.0,0.0,4,45815376.0,False,False,74,0.00029890383729184897,0.00029890383729184897,0.00029890383729184897,0.00029890383729184897,0.0
603328.SH,0.0,-148.0,0.0,4,93340105.0,False,False,75,0.0006089596548923684,0.0006089596548923684,0.0006089596548923684,0.0006089596548923684,0.0
603529.SH,0.0,-150.0,0.0,4,243788554.0,False,False,76,0.0015904995361913244,0.0015904995361913244,0.0015904995361913244,0.0015904995361913244,0.0
603768.SH,0.0,-152.0,0.0,4,14834942.0,False,False,77,9.678456179868559e-05,9.678456179868559e-05,9.678456179868559e-05,9.678456179868559e-05,0.0
603871.SH,-0.0,-154.0,0.0,4,138850497.0,False,False,78,0.0009058737477824118,0.0009058737477824118,0.0009058737477824118,0.0009058737477824118,0.0
605088.SH,0.0,-156.0,0.0,4,30740765.0,False,False,79,0.00020055565231609065,0.00020055565231609065,0.00020055565231609065,0.00020055565231609065,0.0
605090.SH,0.0,-158.0,0.0,4,50731575.0,False,False,80,0.00033097758358153015,0.00033097758358153015,0.00033097758358153015,0.00033097758358153015,0.0
605177.SH,0.0,-160.0,0.0,4,25615608.0,False,False,81,0.0001671186443119835,0.0001671186443119835,0.0001671186443119835,0.0001671186443119835,0.0
605196.SH,0.0,-162.0,0.0,4,60401138.0,False,False,82,0.00039406272525176954,0.00039406272525176954,0.00039406272525176954,0.00039406272525176954,0.0
688019.SH,0.0,-164.0,0.0,4,656942328.0,False,False,83,0.004285953753138258,0.004285953753138258,0.004285953753138258,0.004285953753138258,0.0
688035.SH,0.0,-166.0,0.0,4,264414263.0,False,False,84,0.0017250636084574784,0.0017250636084574784,0.0017250636084574784,0.0017250636084574784,0.0
688063.SH,-0.0,-168.0,0.0,4,510104973.0,False,False,85,0.0033279729899271153,0.0033279729899271153,0.0033279729899271153,0.0033279729899271153,0.0
688123.SH,0.0,-170.0,0.0,4,844194137.0,False,False,86,0.0055076022287491614,0.0055076022287491614,0.0055076022287491614,0.0055076022287491614,0.0
688126.SH,0.0,-172.0,0.0,4,1101952192.0,False,False,87,0.007189240107970832,0.007189240107970832,0.007189240107970832,0.007189240107970832,0.0
688184.SH,-0.0,-174.0,0.0,4,19841351.0,False,False,88,0.00012944684664280534,0.00012944684664280534,0.00012944684664280534,0.00012944684664280534,0.0
688206.SH,0.0,-176.0,0.0,4,361854570.0,False,False,89,0.0023607733681939433,0.0023607733681939433,0.0023607733681939433,0.0023607733681939433,0.0
688439.SH,0.0,-178.0,0.0,4,150375730.0,False,False,90,0.000981065455679399,0.000981065455679399,0.000981065455679399,0.000981065455679399,0.0
688578.SH,-0.0,-180.0,0.0,4,361930677.0,False,False,91,0.0023612698974452757,0.0023612698974452757,0.0023612698974452757,0.0023612698974452757,0.0
688697.SH,-0.0,-182.0,0.0,4,181261447.0,False,False,92,0.0011825667885247324,0.0011825667885247324,0.0011825667885247324,0.0011825667885247324,0.0
688800.SH,-0.0,-184.0,0.0,4,106487480.0,False,False,93,0.0006947343703026473,0.0006947343703026473,0.0006947343703026473,0.0006947343703026473,0.0
000159.SZ,-0.00017344532070853437,-186.0,0.0,4,49539729.0,False,False,94,0.00032320186778557247,0.0001497565470770381,0.00032320186778557247,0.00032320186778557247,0.0
000519.SZ,-0.01358032904616629,-188.0,0.0,4,580717005.0,False,False,95,0.0037886525513864565,-0.009791676494779834,0.0037886525513864556,0.0037886525513864556,0.0
000567.SZ,-0.007430522665621208,-190.0,0.0,4,80277541.0,False,False,96,0.0005237382544509453,-0.006906784411170262,0.0005237382544509457,0.0005237382544509457,0.0
000625.SZ,0.0016327374853624317,-192.0,0.0,4,768859555.0,False,False,97,0.00501611230535363,0.006648849790716062,0.005016112305353631,0.005016112305353631,0.0
000663.SZ,-0.028142786545869113,-194.0,0.0,4,78996278.0,False,False,98,0.0005153791737073962,-0.027627407372161718,0.0005153791737073955,0.0005153791737073955,0.0
000700.SZ,0.0,-196.0,0.0,4,33019037.0,False,False,99,0.00021541931387797714,0.00021541931387797714,0.00021541931387797714,0.00021541931387797714,0.0
000729.SZ,-0.0,-198.0,0.0,4,209977701.0,False,False,100,0.0013699143399940777,0.0013699143399940777,0.0013699143399940777,0.0013699143399940777,0.0
000739.SZ,-0.0,-200.0,0.0,4,162544559.0,False,False,101,0.0010604560446259644,0.0010604560446259644,0.0010604560446259644,0.0010604560446259644,0.0
000762.SZ,-0.0,-202.0,0.0,4,341939208.0,False,False,102,0.0022308436668016366,0.0022308436668016366,0.0022308436668016366,0.0022308436668016366,0.0
000821.SZ,-0.0,-204.0,0.0,4,942235304.0,False,False,103,0.006147232055837583,0.006147232055837583,0.006147232055837583,0.006147232055837583,0.0
000822.SZ,0.0,-206.0,0.0,4,289745144.0,False,False,104,0.0018903246669476062,0.0018903246669476062,0.0018903246669476062,0.0018903246669476062,0.0
000863.SZ,0.0,-208.0,0.0,4,84778005.0,False,False,105,0.0005530997063616274,0.0005530997063616274,0.0005530997063616274,0.0005530997063616274,0.0
000892.SZ,0.0,-210.0,0.0,4,133506786.0,False,False,106,0.0008710108728541636,0.0008710108728541636,0.0008710108728541636,0.0008710108728541636,0.0
000899.SZ,-0.0,-212.0,0.0,4,56656082.0,False,False,107,0.00036962962643200074,0.00036962962643200074,0.00036962962643200074,0.00036962962643200074,0.0
000906.SZ,-0.0,-214.0,0.0,4,135488068.0,False,False,108,0.0008839369436247553,0.0008839369436247553,0.0008839369436247553,0.0008839369436247553,0.0
000937.SZ,0.0,-216.0,0.0,4,130229863.0,False,False,109,0.0008496319179109602,0.0008496319179109602,0.0008496319179109602,0.0008496319179109602,0.0
000966.SZ,-0.0,-218.0,0.0,4,40602392.0,False,False,110,0.00026489383765022185,0.00026489383765022185,0.00026489383765022185,0.00026489383765022185,0.0
000968.SZ,-0.0,-220.0,0.0,4,41310663.0,False,False,111,0.0002695146645041264,0.0002695146645041264,0.0002695146645041264,0.0002695146645041264,0.0
000983.SZ,0.0,-222.0,0.0,4,301661344.0,False,False,112,0.0019680670804538736,0.0019680670804538736,0.0019680670804538736,0.0019680670804538736,0.0
001301.SZ,-0.0,-224.0,0.0,4,405630830.0,False,False,113,0.002646373820240559,0.002646373820240559,0.002646373820240559,0.002646373820240559,0.0
001337.SZ,0.0,-226.0,0.0,4,612879221.0,False,False,114,0.00399848188418969,0.00399848188418969,0.00399848188418969,0.00399848188418969,0.0
001366.SZ,0.0,-228.0,0.0,4,399422010.0,False,False,115,0.002605866892543308,0.002605866892543308,0.002605866892543308,0.002605866892543308,0.0
002006.SZ,0.0,-230.0,0.0,4,143915835.0,False,False,116,0.000938920490984524,0.000938920490984524,0.000938920490984524,0.000938920490984524,0.0
002017.SZ,0.0,-232.0,0.0,4,219433365.0,False,False,117,0.0014316039843995365,0.0014316039843995365,0.0014316039843995365,0.0014316039843995365,0.0
002051.SZ,-0.0,-234.0,0.0,4,426147291.0,False,False,118,0.00278022514824338,0.00278022514824338,0.00278022514824338,0.00278022514824338,0.0
002056.SZ,-0.0,-236.0,0.0,4,489286996.0,False,False,119,0.0031921545430818148,0.0031921545430818148,0.0031921545430818148,0.0031921545430818148,0.0
002057.SZ,-0.0,-238.0,0.0,4,88095919.0,False,False,120,0.0005747460904577516,0.0005747460904577516,0.0005747460904577516,0.0005747460904577516,0.0
002085.SZ,0.0,-240.0,0.0,4,64647690.0,False,False,121,0.00042176763130905855,0.00042176763130905855,0.00042176763130905855,0.00042176763130905855,0.0
002101.SZ,0.0,-242.0,0.0,4,157754243.0,False,False,122,0.0010292035709097052,0.0010292035709097052,0.0010292035709097052,0.0010292035709097052,0.0
002125.SZ,-0.0,-244.0,0.0,4,71573045.0,False,False,123,0.000466949300976209,0.000466949300976209,0.000466949300976209,0.000466949300976209,0.0
002137.SZ,0.0,-246.0,0.0,4,119310793.0,False,False,124,0.0007783948746384504,0.0007783948746384504,0.0007783948746384504,0.0007783948746384504,0.0
002166.SZ,0.0,-248.0,0.0,4,62476897.0,False,False,125,0.000407605172887539,0.000407605172887539,0.000407605172887539,0.000407605172887539,0.0
002176.SZ,-0.0,-250.0,0.0,4,375238144.0,False,False,126,0.00244808906817378,0.00244808906817378,0.00244808906817378,0.00244808906817378,0.0
002204.SZ,-0.0,-252.0,0.0,4,72327028.0,False,False,127,0.00047186835723262436,0.00047186835723262436,0.00047186835723262436,0.00047186835723262436,0.0
002225.SZ,0.0,-254.0,0.0,4,22620532.0,False,False,128,0.0001475784857988083,0.0001475784857988083,0.0001475784857988083,0.0001475784857988083,0.0
002249.SZ,-0.0,-256.0,0.0,4,65788586.0,False,False,129,0.00042921094449611876,0.00042921094449611876,0.00042921094449611876,0.00042921094449611876,0.0
002250.SZ,-0.0,-258.0,0.0,4,92003186.0,False,False,130,0.0006002374691517475,0.0006002374691517475,0.0006002374691517475,0.0006002374691517475,0.0
002284.SZ,0.0,-260.0,0.0,4,92399000.0,False,False,131,0.00060281979704651,0.00060281979704651,0.00060281979704651,0.00060281979704651,0.0
002301.SZ,0.0,-262.0,0.0,4,80368365.0,False,False,132,0.000524330798799336,0.000524330798799336,0.000524330798799336,0.000524330798799336,0.0
002311.SZ,0.0,-264.0,0.0,4,177141265.0,False,False,133,0.0011556863322748304,0.0011556863322748304,0.0011556863322748304,0.0011556863322748304,0.0
002312.SZ,-0.0,-266.0,0.0,4,76617210.0,False,False,134,0.0004998579095279153,0.0004998579095279153,0.0004998579095279153,0.0004998579095279153,0.0
002322.SZ,-0.0,-268.0,0.0,4,68152177.0,False,False,135,0.00044463123526680844,0.00044463123526680844,0.00044463123526680844,0.00044463123526680844,0.0
002324.SZ,-0.0,-270.0,0.0,4,95859590.0,False,False,136,0.0006253970128330574,0.0006253970128330574,0.0006253970128330574,0.0006253970128330574,0.0
002334.SZ,-0.0,-272.0,0.0,4,193591346.0,False,False,137,0.001263008213353832,0.001263008213353832,0.001263008213353832,0.001263008213353832,0.0
002337.SZ,0.0,-274.0,0.0,4,148333329.0,False,False,138,0.0009677406387841125,0.0009677406387841125,0.0009677406387841125,0.0009677406387841125,0.0
002338.SZ,-0.0,-276.0,0.0,4,256016465.0,False,False,139,0.001670275581682323,0.001670275581682323,0.001670275581682323,0.001670275581682323,0.0
002358.SZ,0.0,-278.0,0.0,4,38777242.0,False,False,140,0.000252986386784093,0.000252986386784093,0.000252986386784093,0.000252986386784093,0.0
002360.SZ,0.0,-280.0,0.0,4,22961626.0,False,False,141,0.0001498038152488433,0.0001498038152488433,0.0001498038152488433,0.0001498038152488433,0.0
002385.SZ,-0.0,-282.0,0.0,4,235675908.0,False,False,142,0.001537571867978138,0.001537571867978138,0.001537571867978138,0.001537571867978138,0.0
002424.SZ,0.0,-284.0,0.0,4,213740842.0,False,False,143,0.0013944654270607929,0.0013944654270607929,0.0013944654270607929,0.0013944654270607929,0.0
002427.SZ,-0.0,-286.0,0.0,4,16570961.0,False,False,144,0.00010811051360821692,0.00010811051360821692,0.00010811051360821692,0.00010811051360821692,0.0
002434.SZ,0.0,-288.0,0.0,4,75175285.0,False,False,145,0.0004904506547323407,0.0004904506547323407,0.0004904506547323407,0.0004904506547323407,0.0
002459.SZ,-0.0,-290.0,0.0,4,513839685.0,False,False,146,0.0033523386035145693,0.0033523386035145693,0.0033523386035145693,0.0033523386035145693,0.0
002472.SZ,0.0,-292.0,0.0,4,260434814.0,False,False,147,0.0016991013075826104,0.0016991013075826104,0.0016991013075826104,0.0016991013075826104,0.0
002476.SZ,0.0,-294.0,0.0,4,134467847.0,False,False,148,0.0008772809255275617,0.0008772809255275617,0.0008772809255275617,0.0008772809255275617,0.0
002518.SZ,0.45415583186096825,-296.0,0.0,4,1231277842.0,False,False,149,0.008032972854925973,0.44612285900604226,-0.00803297285492599,0.0,-0.00803297285492599
002526.SZ,0.0,-298.0,0.0,4,39317580.0,False,False,150,0.0002565116028957015,0.0002565116028957015,0.0002565116028957015,0.0002565116028957015,0.0
002536.SZ,0.0,-302.0,0.0,4,229078855.0,False,False,151,0.0014945320715456544,0.0014945320715456544,0.0014945320715456544,0.0014945320715456544,0.0
002545.SZ,-0.0,-304.0,0.0,4,72575840.0,False,False,152,0.00047349163020465575,0.00047349163020465575,0.00047349163020465575,0.00047349163020465575,0.0
002580.SZ,-0.0,-306.0,0.0,4,305730833.0,False,False,153,0.0019946168107871348,0.0019946168107871348,0.0019946168107871348,0.0019946168107871348,0.0
002597.SZ,-0.0,-308.0,0.0,4,130459727.0,False,False,154,0.0008511315723425916,0.0008511315723425916,0.0008511315723425916,0.0008511315723425916,0.0
002603.SZ,-0.0,-310.0,0.0,4,1634232012.0,False,False,155,0.010661883892690937,0.01,0.01,0.01,0.0
002615.SZ,-0.0,-312.0,0.0,4,34909476.0,False,False,156,0.00022775271634238483,0.00022775271634238483,0.00022775271634238483,0.00022775271634238483,0.0
002632.SZ,0.0,-314.0,0.0,4,50030001.0,False,False,157,0.00032640044858771956,0.00032640044858771956,0.00032640044858771956,0.00032640044858771956,0.0
002661.SZ,-0.0,-316.0,0.0,4,55603342.0,False,False,158,0.000362761451309513,0.000362761451309513,0.000362761451309513,0.000362761451309513,0.0
002696.SZ,0.0,-318.0,0.0,4,28698240.0,False,False,159,0.00018723002643310035,0.00018723002643310035,0.00018723002643310035,0.00018723002643310035,0.0
002699.SZ,0.0,-320.0,0.0,4,101275130.0,False,False,160,0.00066072850693686,0.00066072850693686,0.00066072850693686,0.00066072850693686,0.0
002700.SZ,-0.0,-322.0,0.0,4,7275730.0,False,False,161,4.7467549237169286e-05,4.7467549237169286e-05,4.7467549237169286e-05,4.7467549237169286e-05,0.0
002702.SZ,0.0,-324.0,0.0,4,42284904.0,False,False,162,0.0002758707047415141,0.0002758707047415141,0.0002758707047415141,0.0002758707047415141,0.0
002709.SZ,-0.0,-326.0,0.0,4,589593429.0,False,False,163,0.003846563179360556,0.003846563179360556,0.003846563179360556,0.003846563179360556,0.0
002728.SZ,0.0,-328.0,0.0,4,334957028.0,False,False,164,0.002185291265471079,0.002185291265471079,0.002185291265471079,0.002185291265471079,0.0
002738.SZ,-0.0,-330.0,0.0,4,590423356.0,False,False,165,0.003851977701440918,0.003851977701440918,0.003851977701440918,0.003851977701440918,0.0
002746.SZ,-0.0,-332.0,0.0,4,89046769.0,False,False,166,0.0005809495256033883,0.0005809495256033883,0.0005809495256033883,0.0005809495256033883,0.0
002825.SZ,0.0,-334.0,0.0,4,39079054.0,False,False,167,0.0002549554367585105,0.0002549554367585105,0.0002549554367585105,0.0002549554367585105,0.0
002831.SZ,-0.0,-336.0,0.0,4,62179719.0,False,False,168,0.00040566635556649996,0.00040566635556649996,0.00040566635556649996,0.00040566635556649996,0.0
002853.SZ,0.0,-338.0,0.0,4,67885715.0,False,False,169,0.00044289281202888805,0.00044289281202888805,0.00044289281202888805,0.00044289281202888805,0.0
002878.SZ,0.0,-340.0,0.0,4,134674479.0,False,False,170,0.000878629012198449,0.000878629012198449,0.000878629012198449,0.000878629012198449,0.0
002885.SZ,0.0,-342.0,0.0,4,209543778.0,False,False,171,0.0013670833853864108,0.0013670833853864108,0.0013670833853864108,0.0013670833853864108,0.0
002900.SZ,0.0,-344.0,0.0,4,45197526.0,False,False,172,0.00029487292557629806,0.00029487292557629806,0.00029487292557629806,0.00029487292557629806,0.0
002902.SZ,-0.0,-346.0,0.0,4,571035054.0,False,False,173,0.0037254865892349808,0.0037254865892349808,0.0037254865892349808,0.0037254865892349808,0.0
002908.SZ,-0.0,-348.0,0.0,4,476925189.0,False,False,174,0.0031115049474490903,0.0031115049474490903,0.0031115049474490903,0.0031115049474490903,0.0
