,weight,score,udstatus,tradestatus,amt,new_pos,rank,trade_need_todo,cumpos
000159.SZ,0.010167211375256033,0.0,0.0,4,68956017.0,0.01,1,-0.0001672113752560333,0.01
000519.SZ,0.009710199860498389,-2.0,0.0,4,738297523.0,0.01,2,0.00028980013950161143,0.02
000533.SZ,0.010182949947654233,-4.0,0.0,4,25361081.0,0.01,3,-0.00018294994765423282,0.03
000539.SZ,0.010056296341720365,-6.0,0.0,4,250834640.0,0.01,4,-5.629634172036463e-05,0.04
000625.SZ,0.01024984848863493,-8.0,0.0,4,2199293127.0,0.01,5,-0.0002498484886349298,0.05
000663.SZ,0.010143837550809713,-10.0,0.0,4,53545838.0,0.01,6,-0.0001438375508097129,0.060000000000000005
000729.SZ,0.0,-12.0,0.0,4,647121850.0,0.01,7,0.01,0.07
000735.SZ,0.010121092065882676,-14.0,0.0,4,155678159.0,0.01,8,-0.00012109206588267578,0.08
000739.SZ,0.010033523931059872,-16.0,0.0,4,184309091.0,0.01,9,-3.352393105987214e-05,0.09
000821.SZ,0.010290599611261077,-18.0,0.0,4,538418743.0,0.01,10,-0.00029059961126107724,0.09999999999999999
000822.SZ,0.010171885955109443,-20.0,0.0,4,54556675.0,0.01,11,-0.00017188595510944302,0.10999999999999999
000878.SZ,0.010070934327906188,-22.0,0.0,4,487249544.0,0.01,12,-7.093432790618824e-05,0.11999999999999998
000892.SZ,0.00965404448805155,-24.0,0.0,4,460244924.0,0.01,13,0.00034595551194845087,0.12999999999999998
000906.SZ,0.010331521294706958,-26.0,0.0,4,88793837.0,0.01,14,-0.00033152129470695804,0.13999999999999999
001228.SZ,0.010003131700743628,-28.0,0.0,4,45625049.0,0.01,15,-3.1317007436280214e-06,0.15
001337.SZ,0.010839485673941362,-30.0,0.0,4,751207389.0,0.01,16,-0.000839485673941362,0.16
002006.SZ,0.010178712933344724,-32.0,0.0,4,81823201.0,0.01,17,-0.0001787129333447237,0.17
002011.SZ,0.010172554102477794,-34.0,0.0,4,136085591.0,0.01,18,-0.00017255410247779372,0.18000000000000002
002017.SZ,0.009717173507804554,-36.0,0.0,4,127265680.0,0.01,19,0.00028282649219544577,0.19000000000000003
002033.SZ,0.010090241645564362,-38.0,0.0,4,706878217.0,0.01,20,-9.024164556436197e-05,0.20000000000000004
002051.SZ,0.012162706799721148,-40.0,1.0,4,1100664070.0,0.012162706799721148,21,0.0,0.21216270679972118
002056.SZ,0.010178993954534735,-42.0,0.0,4,232943358.0,0.01,22,-0.0001789939545347348,0.2221627067997212
002057.SZ,0.01018949231962986,-44.0,0.0,4,91761682.0,0.01,23,-0.0001894923196298602,0.2321627067997212
002085.SZ,0.010023960983543492,-46.0,0.0,4,99604157.0,0.01,24,-2.3960983543491396e-05,0.2421627067997212
002112.SZ,0.00967713863885157,-48.0,0.0,4,340094092.0,0.01,25,0.00032286136114842955,0.2521627067997212
002209.SZ,0.009805140089178491,-50.0,0.0,4,37018968.0,0.01,26,0.00019485991082150884,0.2621627067997212
002225.SZ,0.010079902670754995,-52.0,0.0,4,74877412.0,0.01,27,-7.99026707549947e-05,0.2721627067997212
002250.SZ,0.010005653122964796,-54.0,0.0,4,116692811.0,0.01,28,-5.6531229647958925e-06,0.2821627067997212
002284.SZ,0.010006202711627426,-56.0,0.0,4,125127182.0,0.01,29,-6.2027116274256805e-06,0.29216270679972123
002301.SZ,0.010620584860291738,-58.0,0.0,4,301859023.0,0.01,30,-0.0006205848602917376,0.30216270679972124
002322.SZ,0.010002947289386945,-60.0,0.0,4,56684540.0,0.01,31,-2.947289386944635e-06,0.31216270679972125
002323.SZ,0.009958345403731849,-62.0,0.0,4,282973594.0,0.01,32,4.165459626815152e-05,0.32216270679972125
002334.SZ,0.010276198532310104,-64.0,0.0,4,507439316.0,0.01,33,-0.00027619853231010405,0.33216270679972126
002427.SZ,0.010259161109794626,-66.0,0.0,4,26613611.0,0.01,34,-0.0002591611097946256,0.3421627067997213
002472.SZ,0.010330856999905736,-68.0,0.0,4,225546009.0,0.01,35,-0.0003308569999057355,0.3521627067997213
002476.SZ,0.010072728198205254,-70.0,0.0,4,290241871.0,0.01,36,-7.272819820525363e-05,0.3621627067997213
002526.SZ,0.010185776552323002,-72.0,0.0,4,37381352.0,0.01,37,-0.00018577655232300191,0.3721627067997213
002536.SZ,0.009961693366022527,-74.0,0.0,4,133194628.0,0.01,38,3.8306633977473054e-05,0.3821627067997213
002545.SZ,0.01017516509311359,-76.0,0.0,4,37465372.0,0.01,39,-0.00017516509311358945,0.3921627067997213
002546.SZ,0.010397187743288015,-78.0,0.0,4,58154591.0,0.01,40,-0.0003971877432880147,0.4021627067997213
002550.SZ,0.009891439024873782,-80.0,0.0,4,77336943.0,0.01,41,0.00010856097512621822,0.41216270679972133
002669.SZ,0.009619382670076317,-82.0,0.0,4,99349433.0,0.01,42,0.0003806173299236836,0.42216270679972134
002702.SZ,0.010198938843392234,-84.0,0.0,4,45677090.0,0.01,43,-0.00019893884339223372,0.43216270679972135
002783.SZ,0.009826438139192916,-86.0,0.0,4,44160142.0,0.01,44,0.0001735618608070845,0.44216270679972136
002850.SZ,0.010484113797668214,-88.0,0.0,4,333827498.0,0.01,45,-0.000484113797668214,0.45216270679972137
002878.SZ,0.009688741650891538,-90.0,0.0,4,191205822.0,0.01,46,0.00031125834910846265,0.4621627067997214
002885.SZ,0.010059431097455414,-92.0,0.0,4,159966249.0,0.01,47,-5.9431097455413945e-05,0.4721627067997214
002902.SZ,0.00999272205430609,-94.0,0.0,4,221388353.0,0.01,48,7.277945693910312e-06,0.4821627067997214
002932.SZ,0.009946837691189795,-96.0,0.0,4,153047736.0,0.01,49,5.316230881020553e-05,0.4921627067997214
003032.SZ,0.009709730054468414,-98.0,0.0,4,231575718.0,0.01,50,0.0002902699455315863,0.5021627067997214
300008.SZ,0.010216647308483777,-100.0,0.0,4,95991901.0,0.01,51,-0.00021664730848377708,0.5121627067997214
300068.SZ,0.009989445369032623,-102.0,0.0,4,409381636.0,0.01,52,1.055463096737673e-05,0.5221627067997214
300101.SZ,0.01006351032746969,-104.0,0.0,4,209299008.0,0.01,53,-6.351032746968951e-05,0.5321627067997214
300107.SZ,0.00996437407193271,-106.0,0.0,4,24562081.0,0.01,54,3.562592806729062e-05,0.5421627067997214
300110.SZ,0.010033125151645332,-108.0,0.0,4,70753988.0,0.01,55,-3.312515164533188e-05,0.5521627067997215
300118.SZ,0.010144442231886224,-110.0,0.0,4,482463533.0,0.01,56,-0.0001444422318862236,0.5621627067997215
300179.SZ,0.01011409114791209,-112.0,0.0,4,58252272.0,0.01,57,-0.00011409114791208902,0.5721627067997215
300192.SZ,0.0,-114.0,0.0,4,559727749.0,0.01,58,0.01,0.5821627067997215
300258.SZ,0.010094937250116535,-116.0,0.0,4,28747623.0,0.01,59,-9.493725011653492e-05,0.5921627067997215
300278.SZ,0.010103509000795255,-118.0,0.0,4,46777768.0,0.01,60,-0.00010350900079525438,0.6021627067997215
300292.SZ,0.0,-120.0,0.0,4,221816050.0,0.01,61,0.01,0.6121627067997215
300295.SZ,0.00968415417264326,-122.0,0.0,4,196956879.0,0.01,62,0.00031584582735674077,0.6221627067997215
300343.SZ,0.009766839344056746,-124.0,0.0,4,721644469.0,0.01,63,0.0002331606559432542,0.6321627067997215
300419.SZ,0.0,-126.0,0.0,4,87730403.0,0.01,64,0.01,0.6421627067997215
300433.SZ,0.0,-128.0,0.0,4,474786925.0,0.01,65,0.01,0.6521627067997215
300442.SZ,0.010001733166583239,-130.0,0.0,4,121227309.0,0.01,66,-1.7331665832388127e-06,0.6621627067997216
300452.SZ,0.009995045367489326,-132.0,0.0,4,106514690.0,0.01,67,4.954632510673768e-06,0.6721627067997216
300482.SZ,0.0,-134.0,0.0,4,186759300.0,0.01,68,0.01,0.6821627067997216
300533.SZ,0.009657123311671977,-136.0,0.0,4,902941790.0,0.01,69,0.0003428766883280237,0.6921627067997216
300534.SZ,0.01002588415568966,-138.0,0.0,4,164088403.0,0.01,70,-2.5884155689659405e-05,0.7021627067997216
300538.SZ,0.009627832587719225,-140.0,0.0,4,99064425.0,0.01,71,0.00037216741228077513,0.7121627067997216
300545.SZ,0.010257891093090225,-142.0,0.0,4,70716584.0,0.01,72,-0.00025789109309022444,0.7221627067997216
300592.SZ,0.009115066634993592,-144.0,0.0,4,598581206.0,0.01,73,0.000884933365006408,0.7321627067997216
300604.SZ,0.009791612314086274,-146.0,0.0,4,1723909066.0,0.01,74,0.00020838768591372597,0.7421627067997216
300612.SZ,0.00915180213569108,-148.0,0.0,4,512451004.0,0.01,75,0.0008481978643089198,0.7521627067997216
300619.SZ,0.009983280328402701,-150.0,0.0,4,56906925.0,0.01,76,1.6719671597298716e-05,0.7621627067997216
300625.SZ,0.010187751195610736,-152.0,0.0,4,9695919.0,0.01,77,-0.00018775119561073583,0.7721627067997217
300639.SZ,0.00998769170481196,-154.0,0.0,4,102780749.0,0.01,78,1.2308295188039747e-05,0.7821627067997217
300644.SZ,0.01046042240342846,-156.0,0.0,4,45849552.0,0.01,79,-0.0004604224034284593,0.7921627067997217
300694.SZ,0.01009721718144298,-158.0,0.0,4,21899269.0,0.01,80,-9.721718144298057e-05,0.8021627067997217
300703.SZ,0.00930408895741244,-160.0,0.0,4,114475645.0,0.01,81,0.0006959110425875607,0.8121627067997217
300757.SZ,0.010569076509020878,-162.0,0.0,4,64698737.0,0.01,82,-0.0005690765090208775,0.8221627067997217
300761.SZ,0.010117197455390416,-164.0,0.0,4,65466216.0,0.01,83,-0.00011719745539041579,0.8321627067997217
300775.SZ,0.01018181760265238,-166.0,0.0,4,107841146.0,0.01,84,-0.00018181760265238017,0.8421627067997217
300795.SZ,0.010411009340229855,-168.0,0.0,4,41402157.0,0.01,85,-0.0004110093402298551,0.8521627067997217
300833.SZ,0.010035520736413485,-170.0,0.0,4,34111039.0,0.01,86,-3.55207364134847e-05,0.8621627067997217
300855.SZ,0.010051798892465087,-172.0,0.0,4,105505248.0,0.01,87,-5.179889246508668e-05,0.8721627067997217
300856.SZ,0.010006645049889571,-174.0,0.0,4,89310698.0,0.01,88,-6.6450498895712085e-06,0.8821627067997218
300861.SZ,0.010267683795803494,-176.0,0.0,4,167260062.0,0.01,89,-0.00026768379580349375,0.8921627067997218
300888.SZ,0.010057870343167474,-178.0,0.0,4,67216363.0,0.01,90,-5.78703431674734e-05,0.9021627067997218
300926.SZ,0.010215566160086599,-180.0,0.0,4,128295813.0,0.01,91,-0.00021556616008659886,0.9121627067997218
300937.SZ,0.009565158918070204,-182.0,0.0,4,34655505.0,0.01,92,0.00043484108192979633,0.9221627067997218
300963.SZ,0.0,-184.0,0.0,4,93065720.0,0.01,93,0.01,0.9321627067997218
300970.SZ,0.0,-186.0,0.0,4,99612360.0,0.01,94,0.01,0.9421627067997218
300972.SZ,0.011540233852212315,-188.0,0.0,4,128387802.0,0.01,95,-0.0015402338522123148,0.9521627067997218
300982.SZ,0.010222282620630714,-190.0,0.0,4,91148638.0,0.01,96,-0.00022228262063071422,0.9621627067997218
301030.SZ,0.0,-192.0,0.0,4,68549414.0,0.01,97,0.01,0.9721627067997218
301119.SZ,0.010141579420528105,-194.0,0.0,4,8334445.0,0.01,98,-0.0001415794205281047,0.9821627067997218
301207.SZ,0.010163092306218167,-196.0,0.0,4,94020546.0,0.01,99,-0.00016309230621816724,0.9921627067997218
301212.SZ,0.010250122328623724,-198.0,0.0,4,73954053.0,0.0,100,0.0,0.0
301258.SZ,0.010119299643690283,-200.0,0.0,4,72783653.0,0.0,101,0.0,0.0
301278.SZ,0.0,-202.0,0.0,4,57362627.0,0.0,102,0.0,0.0
301408.SZ,0.0,-204.0,0.0,4,85409239.0,0.0,103,0.0,0.0
600053.SH,0.01001734361170975,-206.0,0.0,4,34377423.0,0.0,104,0.0,0.0
600060.SH,0.011063467564890773,-208.0,1.0,4,185396093.0,0.0,105,0.0,0.0
600094.SH,0.0,-210.0,0.0,4,20103577.0,0.0,106,0.0,0.0
600105.SH,0.0,-212.0,0.0,4,294943142.0,0.0,107,0.0,0.0
600160.SH,0.0,-214.0,0.0,4,345261864.0,0.0,108,0.0,0.0
600256.SH,0.0,-216.0,0.0,4,872186371.0,0.0,109,0.0,0.0
600312.SH,0.0,-218.0,0.0,4,311201413.0,0.0,110,0.0,0.0
600345.SH,0.0,-220.0,0.0,4,76146372.0,0.0,111,0.0,0.0
600348.SH,0.0,-222.0,0.0,4,360024672.0,0.0,112,0.0,0.0
600389.SH,0.0,-224.0,0.0,4,108993207.0,0.0,113,0.0,0.0
600395.SH,0.0,-226.0,0.0,4,84417923.0,0.0,114,0.0,0.0
600483.SH,0.0,-228.0,0.0,4,163145211.0,0.0,115,0.0,0.0
600499.SH,0.0,-230.0,0.0,4,396760011.0,0.0,116,0.0,0.0
600526.SH,0.0,-232.0,0.0,4,41513570.0,0.0,117,0.0,0.0
600538.SH,0.0,-234.0,0.0,4,16142575.0,0.0,118,0.0,0.0
600572.SH,0.0,-236.0,0.0,4,377878475.0,0.0,119,0.0,0.0
600658.SH,0.0,-238.0,0.0,4,66241788.0,0.0,120,0.0,0.0
600674.SH,0.0,-240.0,0.0,4,127277535.0,0.0,121,0.0,0.0
600753.SH,0.0,-242.0,0.0,4,21283964.0,0.0,122,0.0,0.0
600789.SH,0.0,-244.0,0.0,4,78636119.0,0.0,123,0.0,0.0
600795.SH,0.0,-246.0,0.0,4,494617947.0,0.0,124,0.0,0.0
600818.SH,0.0,-248.0,0.0,4,72766134.0,0.0,125,0.0,0.0
600883.SH,0.0,-250.0,0.0,4,9136442.0,0.0,126,0.0,0.0
600971.SH,0.0,-252.0,0.0,4,177189896.0,0.0,127,0.0,0.0
601689.SH,0.0,-254.0,0.0,4,725493036.0,0.0,128,0.0,0.0
603032.SH,0.0,-256.0,0.0,4,103961085.0,0.0,129,0.0,0.0
603056.SH,0.0,-258.0,0.0,4,54666371.0,0.0,130,0.0,0.0
603299.SH,0.0,-260.0,0.0,4,51908680.0,0.0,131,0.0,0.0
603307.SH,0.0,-262.0,0.0,4,138307178.0,0.0,132,0.0,0.0
603326.SH,0.0,-264.0,0.0,4,9401926.0,0.0,133,0.0,0.0
603339.SH,0.0,-266.0,0.0,4,65694115.0,0.0,134,0.0,0.0
603529.SH,0.0,-268.0,0.0,4,301554140.0,0.0,135,0.0,0.0
603551.SH,0.0,-270.0,0.0,4,21440109.0,0.0,136,0.0,0.0
603619.SH,0.0,-272.0,0.0,4,157550168.0,0.0,137,0.0,0.0
603665.SH,0.0,-274.0,0.0,4,36988715.0,0.0,138,0.0,0.0
603757.SH,0.0,-276.0,0.0,4,89824609.0,0.0,139,0.0,0.0
603787.SH,0.0,-278.0,0.0,4,65695836.0,0.0,140,0.0,0.0
603871.SH,0.0,-280.0,0.0,4,92587989.0,0.0,141,0.0,0.0
603968.SH,0.0,-282.0,0.0,4,24507292.0,0.0,142,0.0,0.0
605196.SH,0.0,-284.0,0.0,4,31944079.0,0.0,143,0.0,0.0
688035.SH,0.0,-286.0,0.0,4,274812823.0,0.0,144,0.0,0.0
688037.SH,0.0,-288.0,0.0,4,1351339316.0,0.0,145,0.0,0.0
688041.SH,0.0,-290.0,0.0,4,1958140560.0,0.0,146,0.0,0.0
688072.SH,0.0,-292.0,0.0,4,1523301927.0,0.0,147,0.0,0.0
688097.SH,0.0,-294.0,0.0,4,63787007.0,0.0,148,0.0,0.0
688198.SH,0.0,-296.0,0.0,4,43221407.0,0.0,149,0.0,0.0
688207.SH,0.0,-298.0,0.0,4,213633038.0,0.0,150,0.0,0.0
688210.SH,0.0,-300.0,0.0,4,33219362.0,0.0,151,0.0,0.0
688223.SH,0.0,-302.0,0.0,4,458684338.0,0.0,152,0.0,0.0
688261.SH,0.0,-304.0,0.0,4,180146225.0,0.0,153,0.0,0.0
688281.SH,0.0,-306.0,0.0,4,45978143.0,0.0,154,0.0,0.0
688283.SH,0.0,-308.0,0.0,4,127897261.0,0.0,155,0.0,0.0
688348.SH,0.0,-310.0,0.0,4,397179917.0,0.0,156,0.0,0.0
688372.SH,0.0,-312.0,0.0,4,433089582.0,0.0,157,0.0,0.0
688377.SH,0.0,-314.0,0.0,4,31784878.0,0.0,158,0.0,0.0
688408.SH,0.0,-316.0,0.0,4,141985892.0,0.0,159,0.0,0.0
688503.SH,0.0,-318.0,0.0,4,74290602.0,0.0,160,0.0,0.0
688518.SH,0.0,-320.0,0.0,4,149644685.0,0.0,161,0.0,0.0
688578.SH,0.0,-322.0,0.0,4,165816687.0,0.0,162,0.0,0.0
688677.SH,0.0,-324.0,0.0,4,143541984.0,0.0,163,0.0,0.0
688697.SH,0.0,-326.0,0.0,4,95582752.0,0.0,164,0.0,0.0
000055.SZ,0.0,-328.0,0.0,4,43719496.0,0.0,165,0.0,0.0
000403.SZ,0.0,-330.0,0.0,4,115824317.0,0.0,166,0.0,0.0
000409.SZ,0.0,-332.0,0.0,4,483457441.0,0.0,167,0.0,0.0
000423.SZ,0.0,-334.0,0.0,4,301959993.0,0.0,168,0.0,0.0
000525.SZ,0.0,-336.0,0.0,4,39762245.0,0.0,169,0.0,0.0
000529.SZ,0.0,-338.0,0.0,4,127538736.0,0.0,170,0.0,0.0
000531.SZ,0.0,-340.0,0.0,4,73396733.0,0.0,171,0.0,0.0
000534.SZ,0.0,-342.0,0.0,4,61854500.0,0.0,172,0.0,0.0
000537.SZ,0.0,-344.0,0.0,4,183045507.0,0.0,173,0.0,0.0
000543.SZ,0.0,-346.0,0.0,4,514204568.0,0.0,174,0.0,0.0
000552.SZ,0.0,-348.0,0.0,4,51060897.0,0.0,175,0.0,0.0
000567.SZ,0.0,-350.0,0.0,4,59560158.0,0.0,176,0.0,0.0
000700.SZ,0.0,-352.0,0.0,4,29591761.0,0.0,177,0.0,0.0
000733.SZ,0.0,-354.0,0.0,4,312468131.0,0.0,178,0.0,0.0
000762.SZ,0.0,-356.0,0.0,4,842016796.0,0.0,179,0.0,0.0
000831.SZ,0.0,-358.0,0.0,4,1268088640.0,0.0,180,0.0,0.0
000863.SZ,0.0,-360.0,0.0,4,619534854.0,0.0,181,0.0,0.0
000875.SZ,0.0,-362.0,0.0,4,95996828.0,0.0,182,0.0,0.0
