,weight,score,udstatus,tradestatus,amt,new_pos,rank,trade_need_todo,cumpos
000055.SZ,0.010018650725396414,0.0,0.0,4,33142550.0,0.01,1,-1.865072539641334e-05,0.01
000166.SZ,0.009956273625504514,-2.0,0.0,4,427614004.0,0.01,2,4.3726374495485845e-05,0.02
000403.SZ,0.010253452677964162,-4.0,0.0,4,84030781.0,0.01,3,-0.00025345267796416174,0.03
000409.SZ,0.009677433023208509,-6.0,0.0,4,177135599.0,0.01,4,0.00032256697679149127,0.04
000423.SZ,0.010157062651576385,-8.0,0.0,4,320810200.0,0.01,5,-0.00015706265157638434,0.05
000525.SZ,0.010020487921042797,-10.0,0.0,4,78599526.0,0.01,6,-2.0487921042797175e-05,0.060000000000000005
000529.SZ,0.009910174561280736,-12.0,0.0,4,73988121.0,0.01,7,8.982543871926402e-05,0.07
000531.SZ,0.010152046817759084,-14.0,0.0,4,34820669.0,0.01,8,-0.00015204681775908384,0.08
000534.SZ,0.01015003035113331,-16.0,0.0,4,51491554.0,0.01,9,-0.00015003035113331058,0.09
000537.SZ,0.010148454675432815,-18.0,0.0,4,115390501.0,0.01,10,-0.00014845467543281483,0.09999999999999999
000539.SZ,0.009960311834259616,-20.0,0.0,4,173875134.0,0.01,11,3.968816574038449e-05,0.10999999999999999
000543.SZ,0.009836483519101076,-22.0,0.0,4,252838135.0,0.01,12,0.00016351648089892382,0.11999999999999998
000552.SZ,0.010137296782908345,-24.0,0.0,4,77182685.0,0.01,13,-0.00013729678290834435,0.12999999999999998
000567.SZ,0.010100583054288714,-26.0,0.0,4,83934820.0,0.01,14,-0.00010058305428871372,0.13999999999999999
000600.SZ,0.010262955468696749,-28.0,0.0,4,145136666.0,0.01,15,-0.00026295546869674856,0.15
000663.SZ,0.01014904636028319,-30.0,0.0,4,46819775.0,0.01,16,-0.00014904636028319034,0.16
000686.SZ,0.009595825247222243,-32.0,0.0,4,987781183.0,0.01,17,0.000404174752777757,0.17
000700.SZ,0.010110696051409835,-34.0,0.0,4,41228293.0,0.01,18,-0.00011069605140983513,0.18000000000000002
000729.SZ,0.00981717516280221,-36.0,0.0,4,226949763.0,0.01,19,0.0001828248371977901,0.19000000000000003
000733.SZ,0.010320373014309638,-38.0,0.0,4,581022105.0,0.01,20,-0.00032037301430963734,0.20000000000000004
000762.SZ,0.010103782484571246,-40.0,0.0,4,367647039.0,0.01,21,-0.00010378248457124616,0.21000000000000005
000811.SZ,0.01007729401247453,-42.0,0.0,4,160351423.0,0.01,22,-7.729401247453041e-05,0.22000000000000006
000821.SZ,0.010222884043665226,-44.0,0.0,4,734546285.0,0.01,23,-0.00022288404366522553,0.23000000000000007
000829.SZ,0.009578835749862812,-46.0,0.0,4,597847965.0,0.01,24,0.00042116425013718865,0.24000000000000007
000831.SZ,0.009850301271832427,-48.0,0.0,4,1067416476.0,0.01,25,0.0001496987281675733,0.25000000000000006
000863.SZ,0.009745603996527543,-50.0,0.0,4,108839802.0,0.01,26,0.0002543960034724572,0.26000000000000006
000875.SZ,0.010094484974134715,-52.0,0.0,4,86304161.0,0.01,27,-9.448497413471445e-05,0.2700000000000001
000892.SZ,0.009680975043137122,-54.0,0.0,4,647884431.0,0.01,28,0.0003190249568628782,0.2800000000000001
000893.SZ,0.009948337251237513,-56.0,0.0,4,119167886.0,0.01,29,5.166274876248697e-05,0.2900000000000001
000899.SZ,0.00981184486274348,-58.0,0.0,4,63229054.0,0.01,30,0.000188155137256521,0.3000000000000001
000906.SZ,0.010153152825340172,-60.0,0.0,4,118229639.0,0.01,31,-0.00015315282534017136,0.3100000000000001
000913.SZ,0.010395315819544556,-62.0,0.0,4,167125730.0,0.01,32,-0.00039531581954455573,0.3200000000000001
000921.SZ,0.010326304204246265,-64.0,0.0,4,542255150.0,0.01,33,-0.0003263042042462652,0.3300000000000001
000937.SZ,0.010049814373697345,-66.0,0.0,4,335964101.0,0.01,34,-4.981437369734436e-05,0.34000000000000014
000957.SZ,0.009877197888712918,-68.0,0.0,4,135329635.0,0.01,35,0.00012280211128708196,0.35000000000000014
000966.SZ,0.010045890820719532,-70.0,0.0,4,144293464.0,0.01,36,-4.5890820719532086e-05,0.36000000000000015
000968.SZ,0.010038871014567154,-72.0,0.0,4,39431766.0,0.01,37,-3.8871014567154125e-05,0.37000000000000016
000972.SZ,0.009945272218447968,-74.0,0.0,4,74720056.0,0.01,38,5.472778155203237e-05,0.38000000000000017
000983.SZ,0.01005478152826075,-76.0,0.0,4,560272922.0,0.01,39,-5.4781528260749654e-05,0.3900000000000002
001301.SZ,0.009810902319063963,-78.0,0.0,4,203186212.0,0.01,40,0.00018909768093603764,0.4000000000000002
001366.SZ,0.00976921007176306,-80.0,0.0,4,264230151.0,0.01,41,0.00023078992823694078,0.4100000000000002
002006.SZ,0.01004334859974164,-82.0,0.0,4,144862340.0,0.01,42,-4.3348599741640376e-05,0.4200000000000002
002011.SZ,0.0100363361299962,-84.0,0.0,4,327089062.0,0.01,43,-3.633612999619923e-05,0.4300000000000002
002017.SZ,0.010991077642067932,-86.0,0.0,4,127801227.0,0.01,44,-0.0009910776420679317,0.4400000000000002
002023.SZ,0.00989929203306355,-88.0,0.0,4,103001453.0,0.01,45,0.00010070796693644954,0.45000000000000023
002033.SZ,0.009920271168338959,-90.0,0.0,4,414696305.0,0.01,46,7.972883166104151e-05,0.46000000000000024
002050.SZ,0.009870771202372427,-92.0,0.0,4,907739820.0,0.01,47,0.0001292287976275737,0.47000000000000025
002051.SZ,0.010149352369149888,-94.0,0.0,4,1838970564.0,0.01,48,-0.0001493523691498879,0.48000000000000026
002081.SZ,0.009864577783702788,-96.0,0.0,4,82407830.0,0.01,49,0.0001354222162972124,0.49000000000000027
002100.SZ,0.010036949149032033,-98.0,0.0,4,433610796.0,0.01,50,-3.6949149032032905e-05,0.5000000000000002
002101.SZ,0.009894167818229393,-100.0,0.0,4,206925927.0,0.01,51,0.0001058321817706074,0.5100000000000002
002104.SZ,0.009724033149809458,-102.0,0.0,4,159870429.0,0.01,52,0.000275966850190542,0.5200000000000002
002115.SZ,0.01007515450531417,-104.0,0.0,4,460967987.0,0.01,53,-7.515450531416987e-05,0.5300000000000002
002125.SZ,0.010096577459968914,-106.0,0.0,4,89457227.0,0.01,54,-9.657745996891412e-05,0.5400000000000003
002126.SZ,0.009914255112139671,-108.0,0.0,4,289226232.0,0.01,55,8.57448878603291e-05,0.5500000000000003
002131.SZ,0.009382534942817785,-110.0,0.0,4,700057565.0,0.01,56,0.0006174650571822149,0.5600000000000003
002137.SZ,0.009661211022634055,-112.0,0.0,4,83197556.0,0.01,57,0.0003387889773659447,0.5700000000000003
002149.SZ,0.010091200003576955,-114.0,0.0,4,123008738.0,0.01,58,-9.120000357695432e-05,0.5800000000000003
002166.SZ,0.010010924032451402,-116.0,0.0,4,69821387.0,0.01,59,-1.0924032451401638e-05,0.5900000000000003
002170.SZ,0.01019599558243912,-118.0,0.0,4,97626115.0,0.01,60,-0.0001959955824391204,0.6000000000000003
002175.SZ,0.010092340700815657,-120.0,0.0,4,44770347.0,0.01,61,-9.234070081565703e-05,0.6100000000000003
002176.SZ,0.009986486026261013,-122.0,0.0,4,412652305.0,0.01,62,1.3513973738986731e-05,0.6200000000000003
002188.SZ,0.009941362327776563,-124.0,0.0,4,29251188.0,0.01,63,5.863767222343691e-05,0.6300000000000003
002198.SZ,0.010135308802774417,-126.0,0.0,4,47236115.0,0.01,64,-0.00013530880277441704,0.6400000000000003
002204.SZ,0.010248141976431814,-128.0,0.0,4,85380910.0,0.01,65,-0.0002481419764318142,0.6500000000000004
002225.SZ,0.009672998002081296,-130.0,0.0,4,36391240.0,0.01,66,0.00032700199791870464,0.6600000000000004
002239.SZ,0.00998995235222551,-132.0,0.0,4,43293809.0,0.01,67,1.0047647774489438e-05,0.6700000000000004
002249.SZ,0.009924012073115059,-134.0,0.0,4,95566045.0,0.01,68,7.598792688494165e-05,0.6800000000000004
002250.SZ,0.009961657214490367,-136.0,0.0,4,97292438.0,0.01,69,3.834278550963327e-05,0.6900000000000004
002270.SZ,0.00987613586684447,-138.0,0.0,4,249356847.0,0.01,70,0.00012386413315552958,0.7000000000000004
002301.SZ,0.009520635951805823,-140.0,0.0,4,213455067.0,0.01,71,0.0004793640481941773,0.7100000000000004
002311.SZ,0.010323888343749553,-142.0,0.0,4,422066248.0,0.01,72,-0.00032388834374955273,0.7200000000000004
002312.SZ,0.009861407856556256,-144.0,0.0,4,86832886.0,0.01,73,0.0001385921434437446,0.7300000000000004
002322.SZ,0.009684657422348218,-146.0,0.0,4,38456486.0,0.01,74,0.000315342577651782,0.7400000000000004
002324.SZ,0.010011383746867714,-148.0,0.0,4,193312065.0,0.01,75,-1.1383746867713734e-05,0.7500000000000004
002337.SZ,0.009874408478994212,-150.0,0.0,4,50473501.0,0.01,76,0.0001255915210057884,0.7600000000000005
002338.SZ,0.009864064772177107,-152.0,0.0,4,293812463.0,0.01,77,0.00013593522782289272,0.7700000000000005
002340.SZ,0.009962332460535054,-154.0,0.0,4,403470000.0,0.01,78,3.766753946494658e-05,0.7800000000000005
002353.SZ,0.009805640760105226,-156.0,0.0,4,248026083.0,0.01,79,0.00019435923989477404,0.7900000000000005
002358.SZ,0.010314853538661899,-158.0,0.0,4,57663743.0,0.01,80,-0.00031485353866189843,0.8000000000000005
002360.SZ,0.010103751385897143,-160.0,0.0,4,19773752.0,0.01,81,-0.00010375138589714325,0.8100000000000005
002367.SZ,0.009939023184024806,-162.0,0.0,4,61829837.0,0.01,82,6.097681597519444e-05,0.8200000000000005
002371.SZ,0.009799809448808367,-164.0,0.0,4,6043762681.0,0.01,83,0.0002001905511916334,0.8300000000000005
002375.SZ,0.009980542664209655,-166.0,0.0,4,38628941.0,0.01,84,1.9457335790345684e-05,0.8400000000000005
002385.SZ,0.010156285225635048,-168.0,0.0,4,265214337.0,0.01,85,-0.0001562852256350479,0.8500000000000005
002409.SZ,0.010560765839786952,-170.0,0.0,4,1284956161.0,0.01,86,-0.0005607658397869513,0.8600000000000005
002418.SZ,0.010016925714488818,-172.0,0.0,4,134866696.0,0.01,87,-1.6925714488818036e-05,0.8700000000000006
002422.SZ,0.010128873590532874,-174.0,0.0,4,385967713.0,0.01,88,-0.00012887359053287417,0.8800000000000006
002424.SZ,0.010214975477786376,-176.0,0.0,4,160701030.0,0.01,89,-0.00021497547778637563,0.8900000000000006
002432.SZ,0.010370616855937737,-178.0,0.0,4,245379204.0,0.01,90,-0.0003706168559377363,0.9000000000000006
002434.SZ,0.010038404502749407,-180.0,0.0,4,88362699.0,0.01,91,-3.8404502749406905e-05,0.9100000000000006
002435.SZ,0.0,-182.0,0.0,4,52564513.0,0.01,92,0.01,0.9200000000000006
002445.SZ,0.0,-184.0,0.0,4,66754694.0,0.01,93,0.01,0.9300000000000006
002446.SZ,0.0,-186.0,0.0,4,372111638.0,0.01,94,0.01,0.9400000000000006
002459.SZ,0.0,-188.0,0.0,4,959216204.0,0.01,95,0.01,0.9500000000000006
002468.SZ,0.0,-190.0,0.0,4,131190205.0,0.01,96,0.01,0.9600000000000006
002475.SZ,0.0,-192.0,0.0,4,1449773835.0,0.01,97,0.01,0.9700000000000006
002486.SZ,0.0,-194.0,0.0,4,87265392.0,0.01,98,0.01,0.9800000000000006
002489.SZ,0.0,-196.0,0.0,4,132947047.0,0.01,99,0.01,0.9900000000000007
002491.SZ,0.0,-198.0,0.0,4,240382871.0,0.0,100,0.0,0.0
002497.SZ,0.0,-200.0,0.0,4,318753409.0,0.0,101,0.0,0.0
002510.SZ,0.0,-202.0,0.0,4,33539738.0,0.0,102,0.0,0.0
002517.SZ,0.0,-204.0,0.0,4,1225218020.0,0.0,103,0.0,0.0
002518.SZ,0.0,-206.0,0.0,4,1085468308.0,0.0,104,0.0,0.0
002526.SZ,0.0,-208.0,0.0,4,44016232.0,0.0,105,0.0,0.0
002535.SZ,0.0,-210.0,0.0,4,88410454.0,0.0,106,0.0,0.0
002536.SZ,0.0,-212.0,0.0,4,84561127.0,0.0,107,0.0,0.0
002543.SZ,0.0,-214.0,0.0,4,63067769.0,0.0,108,0.0,0.0
002560.SZ,0.0,-216.0,0.0,4,127952537.0,0.0,109,0.0,0.0
002567.SZ,0.0,-218.0,0.0,4,333951625.0,0.0,110,0.0,0.0
002576.SZ,0.0,-220.0,0.0,4,146237798.0,0.0,111,0.0,0.0
002580.SZ,0.0,-222.0,0.0,4,130691189.0,0.0,112,0.0,0.0
002597.SZ,0.0,-224.0,0.0,4,333204686.0,0.0,113,0.0,0.0
002600.SZ,0.0,-226.0,0.0,4,174895340.0,0.0,114,0.0,0.0
002603.SZ,0.0,-228.0,0.0,4,473569092.0,0.0,115,0.0,0.0
002605.SZ,0.0,-230.0,0.0,4,975636324.0,0.0,116,0.0,0.0
002608.SZ,0.0,-232.0,0.0,4,37518746.0,0.0,117,0.0,0.0
002612.SZ,0.0,-234.0,0.0,4,204152175.0,0.0,118,0.0,0.0
002615.SZ,0.0,-236.0,0.0,4,118985252.0,0.0,119,0.0,0.0
002617.SZ,0.0,-238.0,0.0,4,342047784.0,0.0,120,0.0,0.0
002632.SZ,0.0,-240.0,0.0,4,30570650.0,0.0,121,0.0,0.0
002635.SZ,0.0,-242.0,0.0,4,100238178.0,0.0,122,0.0,0.0
002661.SZ,0.0,-244.0,0.0,4,49170838.0,0.0,123,0.0,0.0
002668.SZ,0.0,-246.0,0.0,4,650825168.0,0.0,124,0.0,0.0
002675.SZ,0.0,-248.0,0.0,4,129957877.0,0.0,125,0.0,0.0
002681.SZ,0.0,-250.0,-1.0,4,967390923.0,0.0,126,0.0,0.0
002696.SZ,0.0,-252.0,0.0,4,27649222.0,0.0,127,0.0,0.0
002699.SZ,0.0,-254.0,-1.0,4,296069690.0,0.0,128,0.0,0.0
002700.SZ,0.0,-256.0,0.0,4,3956810.0,0.0,129,0.0,0.0
002702.SZ,0.0,-258.0,0.0,4,36107221.0,0.0,130,0.0,0.0
002709.SZ,0.0,-260.0,0.0,4,1214072172.0,0.0,131,0.0,0.0
002714.SZ,0.0,-262.0,0.0,4,1075138937.0,0.0,132,0.0,0.0
002718.SZ,0.0,-264.0,0.0,4,14245780.0,0.0,133,0.0,0.0
002726.SZ,0.0,-266.0,0.0,4,33169082.0,0.0,134,0.0,0.0
002728.SZ,0.0,-268.0,0.0,4,157837545.0,0.0,135,0.0,0.0
002730.SZ,0.0,-270.0,0.0,4,43329584.0,0.0,136,0.0,0.0
002733.SZ,0.0,-272.0,0.0,4,150279464.0,0.0,137,0.0,0.0
002737.SZ,0.0,-274.0,0.0,4,257722155.0,0.0,138,0.0,0.0
002738.SZ,0.0,-276.0,0.0,4,1113463182.0,0.0,139,0.0,0.0
002741.SZ,0.0,-278.0,0.0,4,54196922.0,0.0,140,0.0,0.0
002746.SZ,0.0,-280.0,0.0,4,62769636.0,0.0,141,0.0,0.0
002773.SZ,0.0,-282.0,0.0,4,155073336.0,0.0,142,0.0,0.0
002779.SZ,0.0,-284.0,0.0,4,5858039.0,0.0,143,0.0,0.0
002792.SZ,0.0,-286.0,0.0,4,824943260.0,0.0,144,0.0,0.0
002803.SZ,0.0,-288.0,0.0,4,621319065.0,0.0,145,0.0,0.0
002817.SZ,0.0,-290.0,0.0,4,38267264.0,0.0,146,0.0,0.0
002819.SZ,0.0,-292.0,0.0,4,107973733.0,0.0,147,0.0,0.0
002825.SZ,0.0,-294.0,0.0,4,43168886.0,0.0,148,0.0,0.0
002829.SZ,0.0,-296.0,0.0,4,136618392.0,0.0,149,0.0,0.0
002831.SZ,0.0,-298.0,0.0,4,62311348.0,0.0,150,0.0,0.0
002840.SZ,0.0,-300.0,0.0,4,131784631.0,0.0,151,0.0,0.0
002847.SZ,0.0,-302.0,0.0,4,195719666.0,0.0,152,0.0,0.0
002852.SZ,0.0,-304.0,0.0,4,438248900.0,0.0,153,0.0,0.0
002853.SZ,0.0,-306.0,0.0,4,27325947.0,0.0,154,0.0,0.0
002865.SZ,0.0,-308.0,0.0,4,372928401.0,0.0,155,0.0,0.0
002871.SZ,0.0,-310.0,0.0,4,48096405.0,0.0,156,0.0,0.0
002885.SZ,0.0,-312.0,0.0,4,106451898.0,0.0,157,0.0,0.0
002897.SZ,0.0,-314.0,0.0,4,319016743.0,0.0,158,0.0,0.0
002900.SZ,0.0,-316.0,0.0,4,19936990.0,0.0,159,0.0,0.0
002908.SZ,0.0,-318.0,0.0,4,354256145.0,0.0,160,0.0,0.0
002932.SZ,0.0,-320.0,0.0,4,98737818.0,0.0,161,0.0,0.0
002937.SZ,0.0,-322.0,0.0,4,128203126.0,0.0,162,0.0,0.0
002952.SZ,0.0,-324.0,0.0,4,23480470.0,0.0,163,0.0,0.0
002955.SZ,0.0,-326.0,0.0,4,89812413.0,0.0,164,0.0,0.0
002957.SZ,0.0,-328.0,0.0,4,60085896.0,0.0,165,0.0,0.0
002959.SZ,0.0,-330.0,0.0,4,389683551.0,0.0,166,0.0,0.0
002965.SZ,0.0,-332.0,0.0,4,173904561.0,0.0,167,0.0,0.0
002976.SZ,0.0,-334.0,0.0,4,18088238.0,0.0,168,0.0,0.0
002981.SZ,0.0,-336.0,0.0,4,22146701.0,0.0,169,0.0,0.0
003007.SZ,0.0,-338.0,0.0,4,66813159.0,0.0,170,0.0,0.0
003011.SZ,0.0,-340.0,0.0,4,22269314.0,0.0,171,0.0,0.0
003012.SZ,0.0,-342.0,0.0,4,46902414.0,0.0,172,0.0,0.0
003017.SZ,0.0,-344.0,0.0,4,55181371.0,0.0,173,0.0,0.0
003019.SZ,0.0,-346.0,0.0,4,66530009.0,0.0,174,0.0,0.0
003033.SZ,0.0,-348.0,0.0,4,26989644.0,0.0,175,0.0,0.0
300008.SZ,0.0,-350.0,0.0,4,247011035.0,0.0,176,0.0,0.0
300032.SZ,0.0,-352.0,0.0,4,80936536.0,0.0,177,0.0,0.0
300035.SZ,0.0,-354.0,0.0,4,176736911.0,0.0,178,0.0,0.0
300061.SZ,0.0,-356.0,0.0,4,121699226.0,0.0,179,0.0,0.0
300068.SZ,0.0,-358.0,0.0,4,664815468.0,0.0,180,0.0,0.0
300073.SZ,0.0,-360.0,0.0,4,771176777.0,0.0,181,0.0,0.0
300109.SZ,0.0,-362.0,0.0,4,93806858.0,0.0,182,0.0,0.0
300118.SZ,0.0,-364.0,0.0,4,592053191.0,0.0,183,0.0,0.0
300121.SZ,0.0,-366.0,0.0,4,35384728.0,0.0,184,0.0,0.0
300134.SZ,0.0,-368.0,0.0,4,130119858.0,0.0,185,0.0,0.0
300145.SZ,0.0,-370.0,0.0,4,70902027.0,0.0,186,0.0,0.0
300151.SZ,0.0,-372.0,0.0,4,163701667.0,0.0,187,0.0,0.0
300159.SZ,0.0,-374.0,0.0,4,115647751.0,0.0,188,0.0,0.0
300170.SZ,0.0,-376.0,0.0,4,682668585.0,0.0,189,0.0,0.0
300179.SZ,0.0,-378.0,0.0,4,58145663.0,0.0,190,0.0,0.0
300181.SZ,0.0,-380.0,0.0,4,133107495.0,0.0,191,0.0,0.0
300192.SZ,0.0,-382.0,0.0,4,523752295.0,0.0,192,0.0,0.0
300205.SZ,0.0,-384.0,0.0,4,114820136.0,0.0,193,0.0,0.0
300217.SZ,0.0,-386.0,0.0,4,196241302.0,0.0,194,0.0,0.0
300239.SZ,0.0,-388.0,0.0,4,30299366.0,0.0,195,0.0,0.0
300258.SZ,0.0,-390.0,0.0,4,48540734.0,0.0,196,0.0,0.0
300260.SZ,0.0,-392.0,0.0,4,696213953.0,0.0,197,0.0,0.0
300261.SZ,0.0,-394.0,0.0,4,185612233.0,0.0,198,0.0,0.0
300265.SZ,0.0,-396.0,0.0,4,26597908.0,0.0,199,0.0,0.0
300267.SZ,0.0,-398.0,0.0,4,48695773.0,0.0,200,0.0,0.0
300274.SZ,0.0,-400.0,0.0,4,2597757032.0,0.0,201,0.0,0.0
300292.SZ,0.0,-402.0,0.0,4,124514113.0,0.0,202,0.0,0.0
300295.SZ,0.0,-404.0,0.0,4,76230897.0,0.0,203,0.0,0.0
300315.SZ,0.0,-406.0,0.0,4,507204607.0,0.0,204,0.0,0.0
300316.SZ,0.0,-408.0,0.0,4,563624740.0,0.0,205,0.0,0.0
300332.SZ,0.0,-410.0,0.0,4,264509105.0,0.0,206,0.0,0.0
300338.SZ,0.0,-412.0,0.0,4,66033820.0,0.0,207,0.0,0.0
300343.SZ,0.0,-414.0,0.0,4,240736460.0,0.0,208,0.0,0.0
300382.SZ,0.0,-416.0,0.0,4,165854909.0,0.0,209,0.0,0.0
300389.SZ,0.0,-418.0,0.0,4,199119647.0,0.0,210,0.0,0.0
300393.SZ,0.0,-420.0,0.0,4,376175025.0,0.0,211,0.0,0.0
300411.SZ,0.0,-422.0,0.0,4,11338504.0,0.0,212,0.0,0.0
300419.SZ,0.0,-424.0,0.0,4,81797092.0,0.0,213,0.0,0.0
300426.SZ,0.0,-426.0,0.0,4,404394450.0,0.0,214,0.0,0.0
300427.SZ,0.0,-428.0,0.0,4,111869702.0,0.0,215,0.0,0.0
300432.SZ,0.0,-430.0,0.0,4,191745994.0,0.0,216,0.0,0.0
300433.SZ,0.0,-432.0,0.0,4,299762198.0,0.0,217,0.0,0.0
300434.SZ,0.0,-434.0,0.0,4,47408586.0,0.0,218,0.0,0.0
300438.SZ,0.0,-436.0,0.0,4,700144998.0,0.0,219,0.0,0.0
300442.SZ,0.0,-438.0,0.0,4,356216024.0,0.0,220,0.0,0.0
300450.SZ,0.0,-440.0,0.0,4,517233718.0,0.0,221,0.0,0.0
300452.SZ,0.0,-442.0,0.0,4,129930305.0,0.0,222,0.0,0.0
300482.SZ,0.0,-444.0,0.0,4,131483715.0,0.0,223,0.0,0.0
300487.SZ,0.0,-446.0,0.0,4,153967784.0,0.0,224,0.0,0.0
300494.SZ,0.0,-448.0,0.0,4,712316875.0,0.0,225,0.0,0.0
300498.SZ,0.0,-450.0,0.0,4,794260186.0,0.0,226,0.0,0.0
300510.SZ,0.0,-452.0,0.0,4,70916179.0,0.0,227,0.0,0.0
300513.SZ,0.0,-454.0,0.0,4,152580451.0,0.0,228,0.0,0.0
300514.SZ,0.0,-456.0,0.0,4,174901172.0,0.0,229,0.0,0.0
300532.SZ,0.0,-458.0,0.0,4,95743537.0,0.0,230,0.0,0.0
300533.SZ,0.0,-460.0,0.0,4,909459632.0,0.0,231,0.0,0.0
300546.SZ,0.0,-462.0,0.0,4,85404857.0,0.0,232,0.0,0.0
300568.SZ,0.0,-464.0,0.0,4,450320254.0,0.0,233,0.0,0.0
300586.SZ,0.0,-466.0,0.0,4,86886102.0,0.0,234,0.0,0.0
300604.SZ,0.0,-468.0,0.0,4,1485245869.0,0.0,235,0.0,0.0
300607.SZ,0.0,-470.0,0.0,4,81312454.0,0.0,236,0.0,0.0
300612.SZ,0.0,-472.0,0.0,4,435621377.0,0.0,237,0.0,0.0
300615.SZ,0.0,-474.0,0.0,4,111977922.0,0.0,238,0.0,0.0
300619.SZ,0.0,-476.0,0.0,4,24837912.0,0.0,239,0.0,0.0
300625.SZ,0.0,-478.0,0.0,4,21380026.0,0.0,240,0.0,0.0
300640.SZ,0.0,-480.0,0.0,4,22816327.0,0.0,241,0.0,0.0
300644.SZ,0.0,-482.0,0.0,4,20483617.0,0.0,242,0.0,0.0
300673.SZ,0.0,-484.0,0.0,4,100002472.0,0.0,243,0.0,0.0
300684.SZ,0.0,-486.0,0.0,4,919676533.0,0.0,244,0.0,0.0
300689.SZ,0.0,-488.0,0.0,4,132794512.0,0.0,245,0.0,0.0
300693.SZ,0.0,-490.0,0.0,4,528095221.0,0.0,246,0.0,0.0
300698.SZ,0.0,-492.0,0.0,4,23445560.0,0.0,247,0.0,0.0
300703.SZ,0.0,-494.0,0.0,4,53363543.0,0.0,248,0.0,0.0
300712.SZ,0.0,-496.0,0.0,4,120007599.0,0.0,249,0.0,0.0
300733.SZ,0.0,-498.0,0.0,4,20636060.0,0.0,250,0.0,0.0
300743.SZ,0.0,-500.0,0.0,4,54904155.0,0.0,251,0.0,0.0
300749.SZ,0.0,-502.0,0.0,4,10176943.0,0.0,252,0.0,0.0
300757.SZ,0.0,-504.0,0.0,4,210885691.0,0.0,253,0.0,0.0
300761.SZ,0.0,-506.0,0.0,4,50643745.0,0.0,254,0.0,0.0
300763.SZ,0.0,-508.0,0.0,4,567300650.0,0.0,255,0.0,0.0
300775.SZ,0.0,-510.0,0.0,4,176968375.0,0.0,256,0.0,0.0
300777.SZ,0.0,-512.0,0.0,4,159305247.0,0.0,257,0.0,0.0
300779.SZ,0.0,-514.0,0.0,4,127813532.0,0.0,258,0.0,0.0
300787.SZ,0.0,-516.0,0.0,4,58126180.0,0.0,259,0.0,0.0
300793.SZ,0.0,-518.0,0.0,4,341824787.0,0.0,260,0.0,0.0
300803.SZ,0.0,-520.0,0.0,4,532472317.0,0.0,261,0.0,0.0
300819.SZ,0.0,-522.0,0.0,4,11790150.0,0.0,262,0.0,0.0
300833.SZ,0.0,-524.0,0.0,4,51613692.0,0.0,263,0.0,0.0
300839.SZ,0.0,-526.0,0.0,4,79074366.0,0.0,264,0.0,0.0
300861.SZ,0.0,-528.0,0.0,4,192313636.0,0.0,265,0.0,0.0
300863.SZ,0.0,-530.0,0.0,4,43165364.0,0.0,266,0.0,0.0
300882.SZ,0.0,-532.0,0.0,4,91386408.0,0.0,267,0.0,0.0
300900.SZ,0.0,-534.0,0.0,4,68008140.0,0.0,268,0.0,0.0
300913.SZ,0.0,-536.0,0.0,4,509089934.0,0.0,269,0.0,0.0
300919.SZ,0.0,-538.0,0.0,4,208651329.0,0.0,270,0.0,0.0
300937.SZ,0.0,-540.0,0.0,4,44708347.0,0.0,271,0.0,0.0
300950.SZ,0.0,-542.0,0.0,4,87051854.0,0.0,272,0.0,0.0
300963.SZ,0.0,-544.0,0.0,4,40079107.0,0.0,273,0.0,0.0
300970.SZ,0.0,-546.0,0.0,4,200847743.0,0.0,274,0.0,0.0
300982.SZ,0.0,-548.0,0.0,4,89717007.0,0.0,275,0.0,0.0
301004.SZ,0.0,-550.0,0.0,4,27431066.0,0.0,276,0.0,0.0
301017.SZ,0.0,-552.0,0.0,4,29852809.0,0.0,277,0.0,0.0
301030.SZ,0.0,-554.0,0.0,4,76508863.0,0.0,278,0.0,0.0
301031.SZ,0.0,-556.0,0.0,4,69438992.0,0.0,279,0.0,0.0
301039.SZ,0.0,-558.0,0.0,4,331656299.0,0.0,280,0.0,0.0
301060.SZ,0.0,-560.0,0.0,4,473070974.0,0.0,281,0.0,0.0
301089.SZ,0.0,-562.0,0.0,4,86135506.0,0.0,282,0.0,0.0
301090.SZ,0.0,-564.0,0.0,4,29879256.0,0.0,283,0.0,0.0
301119.SZ,0.0,-566.0,0.0,4,13041255.0,0.0,284,0.0,0.0
301158.SZ,0.0,-568.0,0.0,4,81262943.0,0.0,285,0.0,0.0
301168.SZ,0.0,-570.0,0.0,4,150289659.0,0.0,286,0.0,0.0
301207.SZ,0.0,-572.0,0.0,4,67692010.0,0.0,287,0.0,0.0
