,weight,score,udstatus,tradestatus,amt,new_pos,rank,trade_need_todo,cumpos
000155.SZ,0.010175636024097802,0.0,0.0,4,276327646.0,0.01,1,-0.00017563602409780173,0.01
000533.SZ,0.010118553691556028,-2.0,0.0,4,24660921.0,0.01,2,-0.00011855369155602813,0.02
000576.SZ,0.01019478296388462,-4.0,0.0,4,69551142.0,0.01,3,-0.00019478296388461894,0.03
000726.SZ,0.010055028856946886,-6.0,0.0,4,45265162.0,0.01,4,-5.502885694688535e-05,0.04
000735.SZ,0.009957289242654885,-8.0,0.0,4,432545465.0,0.01,5,4.2710757345115063e-05,0.05
000878.SZ,0.0,-10.0,0.0,4,221266944.0,0.01,6,0.01,0.060000000000000005
000922.SZ,0.010097658611427075,-12.0,0.0,4,81231391.0,0.01,7,-9.765861142707437e-05,0.07
001228.SZ,0.0,-14.0,0.0,4,48050988.0,0.01,8,0.01,0.08
002045.SZ,0.009154987680361196,-16.0,-1.0,4,798974938.0,0.009154987680361196,9,0.0,0.0891549876803612
002046.SZ,0.01007820287432193,-18.0,0.0,4,95299812.0,0.01,10,-7.820287432193027e-05,0.0991549876803612
002073.SZ,0.010013134450734783,-20.0,0.0,4,100320992.0,0.01,11,-1.3134450734782546e-05,0.10915498768036119
002079.SZ,0.009840308899555183,-22.0,0.0,4,1061010104.0,0.01,12,0.0001596911004448174,0.11915498768036119
002090.SZ,0.010177141072010723,-24.0,0.0,4,69947590.0,0.01,13,-0.0001771410720107225,0.12915498768036118
002111.SZ,0.00995688723595702,-26.0,0.0,4,51435343.0,0.01,14,4.311276404297959e-05,0.1391549876803612
002112.SZ,0.010387837781514751,-28.0,0.0,4,450728670.0,0.01,15,-0.00038783778151475073,0.1491549876803612
002126.SZ,0.010281388694960845,-30.0,0.0,4,239994986.0,0.01,16,-0.00028138869496084455,0.1591549876803612
002209.SZ,0.009942068432356304,-32.0,0.0,4,43876876.0,0.01,17,5.7931567643696585e-05,0.16915498768036122
002213.SZ,0.01009550550516545,-34.0,0.0,4,94839027.0,0.01,18,-9.550550516545034e-05,0.17915498768036123
002219.SZ,0.010015649910124567,-36.0,0.0,4,303821287.0,0.01,19,-1.564991012456725e-05,0.18915498768036124
002240.SZ,0.010340467820763258,-38.0,0.0,4,350857278.0,0.01,20,-0.00034046782076325825,0.19915498768036125
002267.SZ,0.01008669392145319,-40.0,0.0,4,32166321.0,0.01,21,-8.669392145319033e-05,0.20915498768036125
002323.SZ,0.01009973249088554,-42.0,0.0,4,49536169.0,0.01,22,-9.97324908855405e-05,0.21915498768036126
002429.SZ,0.009894874874771541,-44.0,0.0,4,123823915.0,0.01,23,0.00010512512522845886,0.22915498768036127
002546.SZ,0.009938611653721454,-46.0,0.0,4,18590207.0,0.01,24,6.138834627854653e-05,0.23915498768036128
002550.SZ,0.010068295420676701,-48.0,0.0,4,95325709.0,0.01,25,-6.829542067670127e-05,0.2491549876803613
002572.SZ,0.01020825856153833,-50.0,0.0,4,207363501.0,0.01,26,-0.00020825856153832908,0.25915498768036127
002590.SZ,0.00982979785723872,-52.0,0.0,4,41888675.0,0.01,27,0.00017020214276127973,0.2691549876803613
002669.SZ,0.010095081300237776,-54.0,0.0,4,76570530.0,0.01,28,-9.508130023777595e-05,0.2791549876803613
002774.SZ,0.00975320111873513,-56.0,0.0,4,11323775.0,0.01,29,0.00024679888126486957,0.2891549876803613
002783.SZ,0.009995017239735445,-58.0,0.0,4,34620575.0,0.01,30,4.982760264555033e-06,0.2991549876803613
002850.SZ,0.010627188425497048,-60.0,0.0,4,398139396.0,0.01,31,-0.0006271884254970481,0.3091549876803613
002882.SZ,0.009639001384333098,-62.0,0.0,4,170262317.0,0.01,32,0.0003609986156669024,0.3191549876803613
002982.SZ,0.01020725099030407,-64.0,0.0,4,47926867.0,0.01,33,-0.0002072509903040705,0.32915498768036133
002986.SZ,0.010013144570052427,-66.0,0.0,4,40421579.0,0.01,34,-1.3144570052426793e-05,0.33915498768036134
300054.SZ,0.00995823083036542,-68.0,0.0,4,434076214.0,0.01,35,4.176916963457948e-05,0.34915498768036135
300057.SZ,0.010281031934863237,-70.0,0.0,4,53645045.0,0.01,36,-0.00028103193486323647,0.35915498768036136
300105.SZ,0.010452804660073006,-72.0,0.0,4,93296169.0,0.01,37,-0.00045280466007300603,0.36915498768036137
300107.SZ,0.009778025442144964,-74.0,0.0,4,48623682.0,0.01,38,0.00022197455785503625,0.3791549876803614
300452.SZ,0.010535754624690277,-76.0,0.0,4,101542671.0,0.01,39,-0.0005357546246902763,0.3891549876803614
300505.SZ,0.01037297248966099,-78.0,0.0,4,77545033.0,0.01,40,-0.00037297248966098977,0.3991549876803614
300534.SZ,0.009794438914346355,-80.0,0.0,4,122263399.0,0.01,41,0.00020556108565364557,0.4091549876803614
300633.SZ,0.010409462110457747,-82.0,0.0,4,247171505.0,0.01,42,-0.00040946211045774644,0.4191549876803614
300639.SZ,0.010268329185222101,-84.0,0.0,4,60946223.0,0.01,43,-0.000268329185222101,0.4291549876803614
300658.SZ,0.010046774060443103,-86.0,0.0,4,14226782.0,0.01,44,-4.6774060443103074e-05,0.43915498768036143
300717.SZ,0.010007088349114837,-88.0,0.0,4,15877677.0,0.01,45,-7.0883491148365785e-06,0.44915498768036144
300796.SZ,0.009950212672950513,-90.0,0.0,4,125516657.0,0.01,46,4.978732704948724e-05,0.45915498768036145
300811.SZ,0.010460893573392067,-92.0,0.0,4,56258074.0,0.01,47,-0.0004608935733920669,0.46915498768036146
300820.SZ,0.01192541337509421,-94.0,0.0,4,659124225.0,0.01,48,-0.00192541337509421,0.47915498768036147
301099.SZ,0.009948574099059996,-96.0,0.0,4,154607088.0,0.01,49,5.142590094000393e-05,0.4891549876803615
