,股票代码,accounting_period,序号,股票简称,首次预约时间,一次变更日期,二次变更日期,三次变更日期,实际披露时间,净利润-同比增长,净利润-净利润,净资产收益率,公告日期,trade_date,time_distance,tier,last_period,code,period,ROE,roedf,rnk
20,603363,2020-06-30,889,傲农生物,2020-08-20,,,,2020-08-20,1539.70428526902,350835188.62,23.96,2020-07-14,2020-08-18,2 days,3,2019-06-30,603363,2019-06-30,2.63,21.330000000000002,0
7,002623,2020-06-30,1123,亚玛顿,2020-08-22,,,,2020-08-22,619.329544986198,40478275.35,1.91,2020-07-28,2020-08-18,4 days,3,2019-06-30,002623,2019-06-30,-0.35,2.26,1
21,603890,2020-06-30,754,春秋电子,2020-08-19,,,,2020-08-19,426.935775988878,136899734.48,8.62,2020-07-08,2020-08-18,1 days,3,2019-06-30,603890,2019-06-30,1.87,6.749999999999999,2
13,300059,2020-06-30,1132,东方财富,2020-08-22,2020-08-12,,,2020-08-12,107.689394288719,1808506658.2,7.87,2020-07-28,2020-08-18,4 days,3,2019-06-30,300059,2019-06-30,4.3,3.5700000000000003,3
11,002921,2020-06-30,2090,联诚精密,2020-08-27,,,,2020-08-27,38.10222415096,34070412.8,4.82,2020-07-30,2020-08-18,9 days,3,2019-06-30,002921,2019-06-30,3.68,1.1400000000000001,4
10,002863,2020-06-30,2599,今飞凯达,2020-08-28,,,,2020-08-28,37.510892487922,26669000.0,2.52,2020-07-21,2020-08-18,10 days,3,2019-06-30,002863,2019-06-30,1.82,0.7,5
18,601555,2020-06-30,1219,东吴证券,2020-08-22,,,,2020-08-22,37.328115980037,1030536000.0,4.25,2020-07-25,2020-08-18,4 days,3,2019-06-30,601555,2019-06-30,3.64,0.6099999999999999,6
2,002080,2020-06-30,786,中材科技,2020-08-20,,,,2020-08-20,34.932244765866,884308996.45,7.29,2020-07-08,2020-08-18,2 days,3,2019-06-30,002080,2019-06-30,5.94,1.3499999999999996,7
0,000738,2020-06-30,773,航发控制,2020-08-20,,,,2020-08-20,30.553584980022,233794531.92,4.07,2020-08-11,2020-08-18,2 days,3,2019-06-30,000738,2019-06-30,3.26,0.8100000000000005,8
6,002553,2020-06-30,2538,南方精工,2020-08-28,,,,2020-08-28,30.351092023583,36184509.81,5.22,2020-07-20,2020-08-18,10 days,3,2019-06-30,002553,2019-06-30,4.08,1.1399999999999997,9
12,002978,2020-06-30,811,安宁股份,2020-08-20,,,,2020-08-20,27.507722585273,353748500.0,13.88,2020-07-16,2020-08-18,2 days,3,2019-06-30,002978,2019-06-30,,,10
8,002650,2020-06-30,1703,加加食品,2020-08-26,,,,2020-08-26,24.358676008445,107081237.31,4.48,2020-07-30,2020-08-18,8 days,3,2019-06-30,002650,2019-06-30,3.81,0.6700000000000004,11
16,600572,2020-06-30,1012,康恩贝,2020-08-21,,,,2020-08-21,24.309906376324,484526700.0,9.93,2020-07-21,2020-08-18,3 days,3,2019-06-30,600572,2019-06-30,7.3,2.63,12
5,002373,2020-06-30,1669,千方科技,2020-08-26,2020-08-20,,,2020-08-20,22.79873974399,459641700.0,4.97,2020-07-10,2020-08-18,8 days,3,2019-06-30,002373,2019-06-30,4.49,0.47999999999999954,13
24,688300,2020-06-30,1932,联瑞新材,2020-08-26,,,,2020-08-26,21.51594464121,42766354.5,4.7,2020-08-11,2020-08-18,8 days,3,2019-06-30,688300,2019-06-30,10.37,-5.669999999999999,14
4,002318,2020-06-30,1337,久立特材,2020-08-25,,,,2020-08-25,20.760495526119,254737931.05,7.36,2020-07-16,2020-08-18,7 days,3,2019-06-30,002318,2019-06-30,6.74,0.6200000000000001,15
14,300068,2020-06-30,2110,南都电源,2020-08-27,,,,2020-08-27,20.432046837996,303216596.13,4.54,2020-07-29,2020-08-18,9 days,3,2019-06-30,300068,2019-06-30,3.96,0.5800000000000001,16
1,002008,2020-06-30,3654,大族激光,2020-08-31,2020-08-25,,,2020-08-25,64.108044652498,622775331.71,6.76,2020-07-31,2020-08-18,13 days,2,2019-06-30,002008,2019-06-30,4.47,2.29,17
23,688069,2020-06-30,3603,德林海,2020-08-29,,,,2020-08-29,26.990843851892,44220000.0,,2020-07-06,2020-08-18,11 days,2,2019-06-30,688069,2019-06-30,14.02,,18
22,605168,2020-06-30,240,三人行,2020-08-07,,,,2020-08-07,127.755605403799,102721503.39,17.34,2020-07-11,2020-08-18,-11 days,1,2019-06-30,605168,2019-06-30,19.79,-2.4499999999999993,19
19,603259,2020-06-30,420,药明康德,2020-08-14,,,,2020-08-14,62.492113884078,1717155400.0,9.4,2020-07-21,2020-08-18,-4 days,1,2019-06-30,603259,2019-06-30,5.95,3.45,20
9,002810,2020-06-30,578,山东赫达,2020-08-18,,,,2020-08-18,50.709287308964,121244454.05,12.6,2020-07-30,2020-08-18,0 days,1,2019-06-30,002810,2019-06-30,9.66,2.9399999999999995,21
17,600603,2020-06-30,494,广汇物流,2020-08-15,,,,2020-08-15,37.313432835821,276000000.0,5.09,2020-07-24,2020-08-18,-3 days,1,2019-06-30,600603,2019-06-30,3.28,1.81,22
15,600183,2020-06-30,322,生益科技,2020-08-11,,,,2020-08-11,31.488498391988,826867000.0,9.22,2020-07-29,2020-08-18,-7 days,1,2019-06-30,600183,2019-06-30,9.13,0.08999999999999986,23
3,002254,2020-06-30,104,泰和新材,2020-07-31,2020-08-31,,,2020-08-31,31.204807054087,123159714.5,5.12,2020-07-30,2020-08-18,-18 days,1,2019-06-30,002254,2019-06-30,4.23,0.8899999999999997,24
