,股票代码,accounting_period,序号,股票简称,首次预约时间,一次变更日期,二次变更日期,三次变更日期,实际披露时间,净利润-同比增长,净利润-净利润,净资产收益率,公告日期,trade_date,time_distance,tier,last_period,code,period,ROE,roedf,rnk
17,002515,2019-12-31,2373,金字火腿,2020-04-24,,,,2020-04-24,582.843062902663,40703341.29,3.09,2020-02-27,2020-02-28,56 days,1,2018-12-31,002515,2018-12-31,-0.61,3.6999999999999997,18
49,300092,2019-12-31,674,科新机电,2020-03-27,,,,2020-03-27,543.882615910082,44034075.04,7.7,2020-02-27,2020-02-28,28 days,1,2018-12-31,300092,2018-12-31,1.24,6.46,19
82,300508,2019-12-31,1778,维宏股份,2020-04-17,,,,2020-04-17,342.935491182784,66618693.96,13.23,2020-02-26,2020-02-28,49 days,1,2018-12-31,300508,2018-12-31,-5.83,19.060000000000002,20
55,300223,2019-12-31,1213,北京君正,2020-04-01,,,,2020-04-01,318.983529899226,56627300.0,4.78,2020-02-26,2020-02-28,33 days,1,2018-12-31,300223,2018-12-31,1.18,3.6000000000000005,21
89,300551,2019-12-31,2060,古鳌科技,2020-04-21,,,,2020-04-21,262.363994666107,45854758.95,7.9,2020-02-27,2020-02-28,53 days,1,2018-12-31,300551,2018-12-31,2.38,5.5200000000000005,22
52,300192,2019-12-31,3076,科德教育,2020-04-28,,,,2020-04-28,195.261762831601,82677951.17,10.64,2020-02-27,2020-02-28,60 days,1,2018-12-31,300192,2018-12-31,3.8,6.840000000000001,23
29,002850,2019-12-31,603,科达利,2020-03-26,2020-04-09,,,2020-04-09,190.480991654903,239028743.38,10.0,2020-02-26,2020-02-28,27 days,1,2018-12-31,002850,2018-12-31,3.59,6.41,24
91,300573,2019-12-31,1963,兴齐眼药,2020-04-20,,,,2020-04-20,182.504191467709,38586400.0,6.92,2020-02-26,2020-02-28,52 days,1,2018-12-31,300573,2018-12-31,2.5,4.42,25
45,300055,2019-12-31,1633,万邦达,2020-04-15,2020-04-29,,,2020-04-29,181.99727998517,74086598.45,1.31,2020-02-27,2020-02-28,47 days,1,2018-12-31,300055,2018-12-31,-1.4,2.71,26
53,300194,2019-12-31,805,福安药业,2020-03-28,,,,2020-03-28,181.132038810431,292056141.5,7.61,2020-02-27,2020-02-28,29 days,1,2018-12-31,300194,2018-12-31,-9.75,17.36,27
10,002252,2019-12-31,2559,上海莱士,2020-04-25,,,,2020-04-25,140.855595208599,620350140.98,5.54,2020-02-27,2020-02-28,57 days,1,2018-12-31,002252,2018-12-31,-13.96,19.5,28
68,300366,2019-12-31,2848,创意信息,2020-04-27,2020-04-29,,,2020-04-29,132.117484085972,124063000.0,5.13,2020-02-26,2020-02-28,59 days,1,2018-12-31,300366,2018-12-31,-16.13,21.259999999999998,29
16,002500,2019-12-31,2985,山西证券,2020-04-28,,,,2020-04-28,130.19929826017,510497100.0,4.06,2020-02-25,2020-02-28,60 days,1,2018-12-31,002500,2018-12-31,1.78,2.2799999999999994,30
67,300348,2019-12-31,2646,长亮科技,2020-04-25,,,,2020-04-25,129.051881912026,129309208.06,9.47,2020-02-27,2020-02-28,57 days,1,2018-12-31,300348,2018-12-31,4.59,4.880000000000001,31
2,002107,2019-12-31,351,沃华医药,2020-03-20,2020-03-28,2020-04-29,,2020-04-29,123.321687129667,101949700.0,16.11,2020-02-25,2020-02-28,21 days,1,2018-12-31,002107,2018-12-31,7.68,8.43,32
64,300337,2019-12-31,2432,银邦股份,2020-04-24,2020-04-29,,,2020-04-29,121.579050284593,15946708.85,0.73,2020-02-24,2020-02-28,56 days,1,2018-12-31,300337,2018-12-31,-5.15,5.880000000000001,33
87,300540,2019-12-31,2174,蜀道装备,2020-04-22,2020-04-30,,,2020-04-30,112.412714401932,14491884.31,2.62,2020-02-17,2020-02-28,54 days,1,2018-12-31,300540,2018-12-31,-21.75,24.37,34
11,002265,2019-12-31,778,建设工业,2020-03-28,2020-04-25,2020-04-30,,2020-04-30,110.668953266244,7296208.55,0.8,2020-02-27,2020-02-28,29 days,1,2018-12-31,002265,2018-12-31,-7.54,8.34,35
48,300077,2019-12-31,2404,国民技术,2020-04-24,,,,2020-04-24,106.68579589821,107926089.8,9.46,2020-02-26,2020-02-28,56 days,1,2018-12-31,300077,2018-12-31,-88.16,97.62,36
9,002216,2019-12-31,1616,三全食品,2020-04-15,2020-04-28,,,2020-04-28,106.685116031124,210616625.02,9.89,2020-02-24,2020-02-28,47 days,1,2018-12-31,002216,2018-12-31,4.94,4.95,37
46,300061,2019-12-31,2616,旗天科技,2020-04-25,,,,2020-04-25,106.683859903984,53035080.11,2.32,2020-02-27,2020-02-28,57 days,1,2018-12-31,300061,2018-12-31,-33.95,36.27,38
20,002617,2019-12-31,3001,露笑科技,2020-04-28,,,,2020-04-28,104.133249599652,40974964.07,1.48,2020-01-23,2020-02-28,60 days,1,2018-12-31,002617,2018-12-31,-61.78,63.26,39
42,300032,2019-12-31,3054,金龙机电,2020-04-28,,,,2020-04-28,102.330558032293,55935991.23,3.86,2020-02-25,2020-02-28,60 days,1,2018-12-31,300032,2018-12-31,-169.1,172.96,40
40,300019,2019-12-31,1043,硅宝科技,2020-03-31,,,,2020-03-31,102.083630808441,131620100.0,15.97,2020-01-20,2020-02-28,32 days,1,2018-12-31,300019,2018-12-31,8.59,7.380000000000001,41
61,300287,2019-12-31,1869,飞利信,2020-04-18,,,,2020-04-18,101.499012945741,29369009.35,0.77,2020-02-27,2020-02-28,50 days,1,2018-12-31,300287,2018-12-31,-52.02,52.790000000000006,42
85,300528,2019-12-31,1337,幸福蓝海,2020-04-08,,,,2020-04-08,101.379753125488,7336221.69,0.54,2020-02-25,2020-02-28,40 days,1,2018-12-31,300528,2018-12-31,-39.17,39.71,43
1,002100,2019-12-31,2356,天康生物,2020-04-24,,,,2020-04-24,101.262382652204,631412931.27,16.01,2020-02-26,2020-02-28,56 days,1,2018-12-31,002100,2018-12-31,9.77,6.240000000000002,44
103,300737,2019-12-31,2071,科顺股份,2020-04-21,,,,2020-04-21,98.352433674174,367482000.0,11.94,2020-02-27,2020-02-28,53 days,1,2018-12-31,300737,2018-12-31,6.37,5.569999999999999,45
79,300493,2019-12-31,1705,润欣科技,2020-04-16,,,,2020-04-16,97.313088662847,31128225.77,4.24,2020-02-24,2020-02-28,48 days,1,2018-12-31,300493,2018-12-31,2.17,2.0700000000000003,46
96,300638,2019-12-31,1650,广和通,2020-04-15,,,,2020-04-15,95.869898579327,170009000.0,29.75,2020-02-27,2020-02-28,47 days,1,2018-12-31,300638,2018-12-31,19.36,10.39,47
98,300697,2019-12-31,1879,电工合金,2020-04-18,,,,2020-04-18,92.853614561253,127939787.11,16.06,2020-02-26,2020-02-28,50 days,1,2018-12-31,300697,2018-12-31,8.82,7.239999999999998,48
76,300479,2019-12-31,1072,神思电子,2020-03-31,,,,2020-03-31,91.515565611358,19779149.45,3.31,2020-02-27,2020-02-28,32 days,1,2018-12-31,300479,2018-12-31,1.88,1.4300000000000002,49
0,002012,2019-12-31,962,凯恩股份,2020-03-31,,,,2020-03-31,85.919435327411,46122722.34,3.67,2020-02-27,2020-02-28,32 days,1,2018-12-31,002012,2018-12-31,2.01,1.6600000000000001,50
100,300715,2019-12-31,1711,凯伦股份,2020-04-16,2020-04-23,,,2020-04-23,84.05417784116,119824492.68,24.39,2020-02-18,2020-02-28,48 days,1,2018-12-31,300715,2018-12-31,15.03,9.360000000000001,51
97,300690,2019-12-31,1338,双一科技,2020-04-08,,,,2020-04-08,79.297394249504,157543600.0,16.42,2020-02-27,2020-02-28,40 days,1,2018-12-31,300690,2018-12-31,9.62,6.8000000000000025,52
19,002616,2019-12-31,1020,长青集团,2020-03-31,2020-04-28,,,2020-04-28,77.211656389708,295611620.58,13.08,2020-02-12,2020-02-28,32 days,1,2018-12-31,002616,2018-12-31,7.89,5.19,53
33,002926,2019-12-31,1035,华西证券,2020-03-31,,,,2020-03-31,70.71716463801,1442785900.0,7.59,2020-02-27,2020-02-28,32 days,1,2018-12-31,002926,2018-12-31,4.6,2.99,54
34,002939,2019-12-31,2033,长城证券,2020-04-21,,,,2020-04-21,69.398572442743,992167100.0,5.95,2020-02-22,2020-02-28,53 days,1,2018-12-31,002939,2018-12-31,3.54,2.41,55
50,300105,2019-12-31,1212,龙源技术,2020-04-01,,,,2020-04-01,67.653829552539,13983000.0,0.7,2020-02-26,2020-02-28,33 days,1,2018-12-31,300105,2018-12-31,0.43,0.26999999999999996,56
95,300630,2019-12-31,2064,普利制药,2020-04-21,2020-04-28,2020-04-21,,2020-04-21,65.467931231959,300204000.0,29.79,2020-02-26,2020-02-28,53 days,1,2018-12-31,300630,2018-12-31,20.54,9.25,57
72,300384,2019-12-31,3103,三联虹普,2020-04-28,,,,2020-04-28,63.057058453725,184411500.0,10.68,2020-02-27,2020-02-28,60 days,1,2018-12-31,300384,2018-12-31,6.92,3.76,58
21,002697,2019-12-31,799,红旗连锁,2020-03-28,,,,2020-03-28,59.899579513404,516011802.01,18.24,2020-02-27,2020-02-28,29 days,1,2018-12-31,002697,2018-12-31,12.35,5.889999999999999,59
102,300735,2019-12-31,2281,光弘科技,2020-04-23,2020-04-29,,,2020-04-29,56.86452977751,428739440.02,21.81,2020-02-27,2020-02-28,55 days,1,2018-12-31,300735,2018-12-31,15.07,6.739999999999998,60
37,300001,2019-12-31,2253,特锐德,2020-04-23,2020-04-29,,,2020-04-29,56.037270356457,279298600.0,8.58,2020-02-27,2020-02-28,55 days,1,2018-12-31,300001,2018-12-31,5.73,2.8499999999999996,61
80,300497,2019-12-31,370,富祥药业,2020-03-20,2020-04-09,,,2020-04-09,56.024656335505,303818700.0,24.0,2020-02-21,2020-02-28,21 days,1,2018-12-31,300497,2018-12-31,17.45,6.550000000000001,62
27,002803,2019-12-31,1627,吉宏股份,2020-04-15,,,,2020-04-15,52.271372421587,324596497.03,28.33,2020-02-27,2020-02-28,47 days,1,2018-12-31,002803,2018-12-31,30.99,-2.66,63
108,300761,2019-12-31,1289,立华股份,2020-04-03,2020-04-24,,,2020-04-24,51.793031123504,1972843400.0,33.98,2020-02-22,2020-02-28,35 days,1,2018-12-31,300761,2018-12-31,31.33,2.6499999999999986,64
75,300424,2019-12-31,1640,航新科技,2020-04-15,2020-04-28,,,2020-04-28,50.676710890384,75793115.87,7.64,2020-02-17,2020-02-28,47 days,1,2018-12-31,300424,2018-12-31,5.27,2.37,65
90,300572,2019-12-31,2274,安车检测,2020-04-23,,,,2020-04-23,50.512459935386,188588500.0,24.76,2020-02-22,2020-02-28,55 days,1,2018-12-31,300572,2018-12-31,18.58,6.180000000000003,66
56,300226,2019-12-31,1056,上海钢联,2020-03-31,2020-04-15,,,2020-04-15,49.118380538045,180325763.93,17.18,2020-02-27,2020-02-28,32 days,1,2018-12-31,300226,2018-12-31,12.63,4.549999999999999,67
18,002582,2019-12-31,2591,好想你,2020-04-25,,,,2020-04-25,48.661256380987,192622682.74,5.76,2020-02-15,2020-02-28,57 days,1,2018-12-31,002582,2018-12-31,3.88,1.88,68
62,300317,2019-12-31,1771,珈伟新能,2020-04-17,2020-04-28,,,2020-04-28,46.08480794234,-1072746134.8,-43.75,2020-02-27,2020-02-28,49 days,1,2018-12-31,300317,2018-12-31,-66.6,22.849999999999994,69
111,300806,2019-12-31,1444,斯迪克,2020-04-10,,,,2020-04-10,45.844306105156,111644002.45,14.62,2020-02-25,2020-02-28,42 days,1,2018-12-31,300806,2018-12-31,11.19,3.4299999999999997,70
41,300029,2019-12-31,1632,ST天龙,2020-04-15,2020-04-28,2020-04-29,,2020-04-29,44.29909299044,-75686979.56,-93.12,2020-02-27,2020-02-28,47 days,1,2018-12-31,300029,2018-12-31,-114.07,20.94999999999999,71
78,300486,2019-12-31,812,东杰智能,2020-03-28,2020-04-21,,,2020-04-21,43.634347657665,91586000.0,6.53,2020-02-26,2020-02-28,29 days,1,2018-12-31,300486,2018-12-31,5.79,0.7400000000000002,72
81,300500,2019-12-31,1875,启迪设计,2020-04-18,2020-04-21,,,2020-04-21,42.268277548506,158888200.0,11.79,2020-02-27,2020-02-28,50 days,1,2018-12-31,300500,2018-12-31,8.77,3.0199999999999996,73
86,300529,2019-12-31,1243,健帆生物,2020-04-02,,,,2020-04-02,41.896717847007,570396365.4,30.28,2020-02-05,2020-02-28,34 days,1,2018-12-31,300529,2018-12-31,23.67,6.609999999999999,74
93,300595,2019-12-31,1433,欧普康视,2020-04-10,,,,2020-04-10,41.86444898544,306771971.8,26.12,2020-02-25,2020-02-28,42 days,1,2018-12-31,300595,2018-12-31,21.12,5.0,75
119,603719,2019-12-31,3664,良品铺子,2020-04-30,,,,2020-04-28,41.695397819423,338000000.0,,2020-02-21,2020-02-28,62 days,1,2018-12-31,603719,2018-12-31,22.16,,76
106,300755,2019-12-31,2472,华致酒行,2020-04-24,,,,2020-04-24,41.233518004069,317595674.39,13.83,2020-02-04,2020-02-28,56 days,1,2018-12-31,300755,2018-12-31,16.67,-2.8400000000000016,77
7,002169,2019-12-31,3320,智光电气,2020-04-29,,,,2020-04-29,40.860607463714,111171036.75,4.0,2020-02-27,2020-02-28,61 days,1,2018-12-31,002169,2018-12-31,2.81,1.19,78
83,300513,2019-12-31,3119,恒实科技,2020-04-28,,,,2020-04-28,40.24254114619,160619704.47,6.72,2020-02-27,2020-02-28,60 days,1,2018-12-31,300513,2018-12-31,5.07,1.6499999999999995,79
35,002959,2019-12-31,3417,小熊电器,2020-04-29,,,,2020-04-29,40.083239138441,259857010.69,28.81,2020-02-25,2020-02-28,61 days,1,2018-12-31,002959,2018-12-31,40.35,-11.540000000000003,80
99,300703,2019-12-31,1880,创源股份,2020-04-18,,,,2020-04-18,39.283582304678,115961800.0,17.06,2020-02-19,2020-02-28,50 days,1,2018-12-31,300703,2018-12-31,13.04,4.02,81
88,300541,2019-12-31,1244,先进数通,2020-04-02,2020-04-24,,,2020-04-24,38.251466512159,70768321.52,8.8,2020-02-26,2020-02-28,34 days,1,2018-12-31,300541,2018-12-31,6.6,2.200000000000001,82
118,603345,2019-12-31,1597,安井食品,2020-04-14,,,,2020-04-14,38.14434668128,373343800.0,15.44,2020-02-22,2020-02-28,46 days,1,2018-12-31,603345,2018-12-31,13.2,2.24,83
116,601366,2019-12-31,1473,利群股份,2020-04-10,2020-04-29,,,2020-04-29,37.453359847225,277760361.6,5.9,2020-01-16,2020-02-28,42 days,1,2018-12-31,601366,2018-12-31,4.42,1.4800000000000004,84
28,002838,2019-12-31,43,道恩股份,2020-02-28,2020-03-27,2020-04-09,,2020-04-09,36.961964312699,167675000.0,16.53,2020-02-27,2020-02-28,0 days,1,2018-12-31,002838,2018-12-31,12.96,3.5700000000000003,85
63,300321,2019-12-31,2170,同大股份,2020-04-22,,,,2020-04-22,36.916196151148,39429400.0,6.23,2020-02-20,2020-02-28,54 days,1,2018-12-31,300321,2018-12-31,4.67,1.5600000000000005,86
22,002724,2019-12-31,1571,海洋王,2020-04-14,,,,2020-04-14,35.645846867554,257660100.0,12.98,2020-02-27,2020-02-28,46 days,1,2018-12-31,002724,2018-12-31,10.0,2.9800000000000004,87
59,300263,2019-12-31,3087,隆华科技,2020-04-28,,,,2020-04-28,32.26752854129,179672974.88,6.73,2020-01-16,2020-02-28,60 days,1,2018-12-31,300263,2018-12-31,5.24,1.4900000000000002,88
92,300590,2019-12-31,3127,移为通信,2020-04-28,,,,2020-04-28,29.114295872482,160876800.0,17.37,2020-02-20,2020-02-28,60 days,1,2018-12-31,300590,2018-12-31,14.42,2.950000000000001,89
105,300750,2019-12-31,2684,宁德时代,2020-04-25,,,,2020-04-25,28.613830172181,4356195700.0,12.1,2020-02-27,2020-02-28,57 days,1,2018-12-31,300750,2018-12-31,10.28,1.8200000000000003,90
12,002352,2019-12-31,503,顺丰控股,2020-03-24,,,,2020-03-24,27.238805970149,5797000000.0,14.86,2020-02-25,2020-02-28,25 days,1,2018-12-31,002352,2018-12-31,12.46,2.3999999999999986,91
24,002757,2019-12-31,3396,南兴股份,2020-04-29,2020-04-23,,,2020-04-23,26.605680483871,207121506.01,12.39,2020-02-27,2020-02-28,61 days,1,2018-12-31,002757,2018-12-31,9.89,2.5,92
36,002963,2019-12-31,2826,豪尔赛,2020-04-27,,,,2020-04-27,26.244103887497,215639700.0,24.93,2020-02-27,2020-02-28,59 days,1,2018-12-31,002963,2018-12-31,27.39,-2.460000000000001,93
14,002392,2019-12-31,2800,北京利尔,2020-04-27,,,,2020-04-27,26.061451347714,419884840.95,11.56,2020-01-17,2020-02-28,59 days,1,2018-12-31,002392,2018-12-31,9.68,1.8800000000000008,94
107,300760,2019-12-31,1214,迈瑞医疗,2020-04-01,2020-04-02,,,2020-04-02,25.849678490438,4680646800.0,27.91,2020-02-27,2020-02-28,33 days,1,2018-12-31,300760,2018-12-31,24.54,3.370000000000001,95
54,300212,2019-12-31,2045,易华录,2020-04-21,,,,2020-04-21,25.773834990587,380400700.0,11.84,2020-02-17,2020-02-28,53 days,1,2018-12-31,300212,2018-12-31,10.01,1.83,96
57,300232,2019-12-31,3083,洲明科技,2020-04-28,2020-04-25,,,2020-04-25,25.076259451602,515627885.44,19.45,2020-02-24,2020-02-28,60 days,1,2018-12-31,300232,2018-12-31,17.41,2.039999999999999,97
31,002884,2019-12-31,3414,凌霄泵业,2020-04-29,,,,2020-04-29,25.055725529293,279088688.89,21.23,2020-02-24,2020-02-28,61 days,1,2018-12-31,002884,2018-12-31,16.82,4.41,98
113,300816,2019-12-31,3145,艾可蓝,2020-04-28,,,,2020-04-28,24.717951972253,103378091.24,41.74,2020-02-24,2020-02-28,60 days,1,2018-12-31,300816,2018-12-31,42.3,-0.5599999999999952,99
51,300150,2019-12-31,1415,世纪瑞尔,2020-04-10,2020-04-25,,,2020-04-25,24.280262783191,109664158.77,5.45,2020-02-24,2020-02-28,42 days,1,2018-12-31,300150,2018-12-31,4.43,1.0200000000000005,100
30,002878,2019-12-31,1629,元隆雅图,2020-04-15,,,,2020-04-15,24.144606802951,116130700.0,18.0,2020-02-26,2020-02-28,47 days,1,2018-12-31,002878,2018-12-31,15.46,2.539999999999999,101
58,300257,2019-12-31,1770,开山股份,2020-04-17,2020-04-29,,,2020-04-29,24.095002795052,152366251.85,4.3,2020-02-27,2020-02-28,49 days,1,2018-12-31,300257,2018-12-31,3.44,0.8599999999999999,102
25,002793,2019-12-31,3022,罗欣药业,2020-04-28,,,,2020-04-28,23.74219548001,633950200.0,19.18,2020-02-27,2020-02-28,60 days,1,2018-12-31,002793,2018-12-31,12.24,6.9399999999999995,103
84,300515,2019-12-31,2058,三德科技,2020-04-21,,,,2020-04-21,23.50375722076,43305369.35,8.97,2020-02-24,2020-02-28,53 days,1,2018-12-31,300515,2018-12-31,7.41,1.5600000000000005,104
60,300283,2019-12-31,2424,温州宏丰,2020-04-24,2020-04-28,,,2020-04-28,23.287295299849,25855410.64,4.27,2020-02-27,2020-02-28,56 days,1,2018-12-31,300283,2018-12-31,3.59,0.6799999999999997,105
71,300383,2019-12-31,1773,光环新网,2020-04-17,,,,2020-04-17,23.080956784334,821506800.0,10.37,2020-02-24,2020-02-28,49 days,1,2018-12-31,300383,2018-12-31,8.9,1.4699999999999989,106
104,300746,2019-12-31,1882,汉嘉设计,2020-04-18,,,,2020-04-18,22.656273751191,92794500.0,8.57,2020-02-27,2020-02-28,50 days,1,2018-12-31,300746,2018-12-31,8.29,0.28000000000000114,107
109,300765,2019-12-31,483,新诺威,2020-03-23,,,,2020-03-23,21.836301895862,272718500.0,13.75,2020-02-24,2020-02-28,24 days,1,2018-12-31,300765,2018-12-31,22.59,-8.84,108
110,300788,2019-12-31,515,中信出版,2020-03-24,2020-03-27,,,2020-03-27,21.561089638072,251261246.99,20.51,2020-02-27,2020-02-28,25 days,1,2018-12-31,300788,2018-12-31,23.63,-3.1199999999999974,109
69,300375,2019-12-31,444,鹏翎股份,2020-03-21,2020-03-31,,,2020-03-31,21.454434503032,143699300.0,7.15,2020-02-22,2020-02-28,22 days,1,2018-12-31,300375,2018-12-31,7.38,-0.22999999999999954,110
74,300422,2019-12-31,2854,博世科,2020-04-27,2020-04-29,,,2020-04-29,21.422343458621,285087744.34,17.12,2020-02-26,2020-02-28,59 days,1,2018-12-31,300422,2018-12-31,15.36,1.7600000000000016,111
114,600261,2019-12-31,3588,阳光照明,2020-04-30,2020-04-14,2020-04-18,,2020-04-18,21.386184856721,466777100.0,12.91,2020-02-21,2020-02-28,62 days,1,2018-12-31,600261,2018-12-31,10.81,2.0999999999999996,112
112,300811,2019-12-31,1968,铂科新材,2020-04-20,,,,2020-04-20,21.215081835089,83621800.0,20.89,2020-02-27,2020-02-28,52 days,1,2018-12-31,300811,2018-12-31,19.24,1.6500000000000021,113
26,002802,2019-12-31,3404,洪汇新材,2020-04-29,2020-04-20,,,2020-04-20,21.157388225921,88930005.14,15.1,2020-02-19,2020-02-28,61 days,1,2018-12-31,002802,2018-12-31,11.97,3.129999999999999,114
43,300035,2019-12-31,1860,中科电气,2020-04-18,2020-04-21,,,2020-04-21,20.666862421177,157297759.32,11.69,2020-02-25,2020-02-28,50 days,1,2018-12-31,300035,2018-12-31,10.46,1.2299999999999986,115
70,300379,2019-12-31,2437,东方通,2020-04-24,2020-04-29,,,2020-04-29,20.492090438951,147203500.0,9.74,2020-02-27,2020-02-28,56 days,1,2018-12-31,300379,2018-12-31,8.59,1.1500000000000004,116
5,002146,2019-12-31,1386,荣盛发展,2020-04-10,2020-04-08,,,2020-04-08,20.324261132612,9102055694.05,24.44,2020-02-19,2020-02-28,42 days,1,2018-12-31,002146,2018-12-31,22.52,1.9200000000000017,117
32,002918,2019-12-31,2612,蒙娜丽莎,2020-04-25,,,,2020-04-25,20.300000004186,435948021.32,15.94,2020-02-22,2020-02-28,57 days,1,2018-12-31,002918,2018-12-31,14.21,1.7299999999999986,118
115,600325,2019-12-31,1791,华发股份,2020-04-17,,,,2020-04-17,20.008034622156,2741420100.0,21.36,2020-01-20,2020-02-28,49 days,1,2018-12-31,600325,2018-12-31,15.36,6.0,119
