,股票代码,accounting_period,序号,股票简称,首次预约时间,一次变更日期,二次变更日期,三次变更日期,实际披露时间,净利润-同比增长,净利润-净利润,净资产收益率,公告日期,trade_date,time_distance,tier,last_period,code,period,ROE,roedf,rnk
0,000728,2019-09-30,1466,国元证券,2019-10-29,,,,2019-10-29,113.248067203534,699721500.0,2.82,2019-10-15,2020-01-22,-85 days,1,2018-09-30,000728,2018-09-30,1.32,1.4999999999999998,0
2,300019,2019-12-31,1043,硅宝科技,2020-03-31,,,,2020-03-31,102.083630808441,131620100.0,15.97,2020-01-20,2020-01-22,69 days,1,2018-12-31,300019,2018-12-31,8.59,7.380000000000001,1
6,601933,2019-09-30,2817,永辉超市,2019-10-30,,,,2019-10-30,51.137218492947,1538346400.0,7.62,2019-10-22,2020-01-22,-84 days,1,2018-09-30,601933,2018-09-30,5.43,2.1900000000000004,2
5,601366,2019-12-31,1473,利群股份,2020-04-10,2020-04-29,,,2020-04-29,37.453359847225,277760361.6,5.9,2020-01-16,2020-01-22,79 days,1,2018-12-31,601366,2018-12-31,4.42,1.4800000000000004,3
3,300263,2019-12-31,3087,隆华科技,2020-04-28,,,,2020-04-28,32.26752854129,179672974.88,6.73,2020-01-16,2020-01-22,97 days,1,2018-12-31,300263,2018-12-31,5.24,1.4900000000000002,4
1,002392,2019-12-31,2800,北京利尔,2020-04-27,,,,2020-04-27,26.061451347714,419884840.95,11.56,2020-01-17,2020-01-22,96 days,1,2018-12-31,002392,2018-12-31,9.68,1.8800000000000008,5
4,600325,2019-12-31,1791,华发股份,2020-04-17,,,,2020-04-17,20.008034622156,2741420100.0,21.36,2020-01-20,2020-01-22,86 days,1,2018-12-31,600325,2018-12-31,15.36,6.0,6
