,股票代码,accounting_period,序号,股票简称,首次预约时间,一次变更日期,二次变更日期,三次变更日期,实际披露时间,净利润-同比增长,净利润-净利润,净资产收益率,公告日期,trade_date,time_distance,tier,last_period,code,period,ROE,roedf,rnk
292,300703,2019-12-31,1880,创源股份,2020-04-18,,,,2020-04-18,39.283582304678,115961800.0,17.06,2020-02-19,2020-04-07,11 days,2,2018-12-31,300703,2018-12-31,13.04,4.02,127
248,300537,2019-12-31,2867,广信材料,2020-04-27,,,,2020-04-27,37.424627817054,75623779.41,5.82,2020-02-28,2020-04-07,20 days,2,2018-12-31,300537,2018-12-31,4.34,1.4800000000000004,128
121,300015,2019-12-31,2254,爱尔眼科,2020-04-23,,,,2020-04-23,36.918991735971,1381426844.54,22.58,2020-02-28,2020-04-07,16 days,2,2018-12-31,300015,2018-12-31,17.72,4.859999999999999,129
197,300321,2019-12-31,2170,同大股份,2020-04-22,,,,2020-04-22,36.916196151148,39429400.0,6.23,2020-02-20,2020-04-07,15 days,2,2018-12-31,300321,2018-12-31,4.67,1.5600000000000005,130
289,300694,2019-12-31,2176,蠡湖股份,2020-04-22,,,,2020-04-22,35.925540643315,108843600.0,9.27,2020-02-28,2020-04-07,15 days,2,2018-12-31,300694,2018-12-31,7.11,2.1599999999999993,131
30,002244,2019-12-31,2557,滨江集团,2020-04-25,,,,2020-04-25,34.600854707965,1638113200.32,10.27,2020-03-13,2020-04-07,18 days,2,2018-12-31,002244,2018-12-31,7.97,2.3,132
309,300792,2019-12-31,2894,壹网壹创,2020-04-27,2020-04-25,,,2020-04-25,34.344812064198,218467100.0,33.15,2020-02-29,2020-04-07,20 days,2,2018-12-31,300792,2018-12-31,40.65,-7.5,133
256,300558,2019-12-31,2273,贝达药业,2020-04-23,2020-04-21,,,2020-04-21,33.90345429521,223375600.0,9.75,2020-02-28,2020-04-07,16 days,2,2018-12-31,300558,2018-12-31,7.63,2.12,134
331,603679,2019-12-31,2209,华体科技,2020-04-22,,,,2020-04-22,32.466430567261,93450415.18,14.64,2020-03-10,2020-04-07,15 days,2,2018-12-31,603679,2018-12-31,12.08,2.5600000000000005,135
300,300750,2019-12-31,2684,宁德时代,2020-04-25,,,,2020-04-25,28.613830172181,4356195700.0,12.1,2020-02-27,2020-04-07,18 days,2,2018-12-31,300750,2018-12-31,10.28,1.8200000000000003,136
113,002973,2019-12-31,2162,侨银股份,2020-04-22,,,,2020-04-22,28.395560807066,131808700.0,16.41,2020-02-28,2020-04-07,15 days,2,2018-12-31,002973,2018-12-31,13.78,2.630000000000001,137
316,600217,2019-12-31,2081,中再资环,2020-04-21,,,,2020-04-21,26.620644585389,400296100.0,24.85,2020-03-17,2020-04-07,14 days,2,2018-12-31,600217,2018-12-31,22.31,2.5400000000000027,138
111,002963,2019-12-31,2826,豪尔赛,2020-04-27,,,,2020-04-27,26.244103887497,215639700.0,24.93,2020-02-27,2020-04-07,20 days,2,2018-12-31,002963,2018-12-31,27.39,-2.460000000000001,139
133,300051,2019-12-31,2402,三五互联,2020-04-24,2020-04-28,,,2020-04-28,26.072825117709,-255679500.0,-55.17,2020-02-28,2020-04-07,17 days,2,2018-12-31,300051,2018-12-31,-81.47,26.299999999999997,140
43,002392,2019-12-31,2800,北京利尔,2020-04-27,,,,2020-04-27,26.061451347714,419884840.95,11.56,2020-01-17,2020-04-07,20 days,2,2018-12-31,002392,2018-12-31,9.68,1.8800000000000008,141
164,300212,2019-12-31,2045,易华录,2020-04-21,,,,2020-04-21,25.773834990587,380400700.0,11.84,2020-02-17,2020-04-07,14 days,2,2018-12-31,300212,2018-12-31,10.01,1.83,142
102,002901,2019-12-31,2611,大博医疗,2020-04-25,,,,2020-04-25,25.566252991823,466419730.54,30.14,2020-02-28,2020-04-07,18 days,2,2018-12-31,002901,2018-12-31,25.8,4.34,143
307,300768,2019-12-31,2073,迪普科技,2020-04-21,,,,2020-04-21,25.540018628711,252344101.45,17.59,2020-02-28,2020-04-07,14 days,2,2018-12-31,300768,2018-12-31,19.45,-1.8599999999999994,144
278,300649,2019-12-31,2880,杭州园林,2020-04-27,,,,2020-04-27,25.052874918706,65429420.3,16.83,2020-02-29,2020-04-07,20 days,2,2018-12-31,300649,2018-12-31,14.7,2.129999999999999,145
277,300644,2019-12-31,1965,南京聚隆,2020-04-20,,,,2020-04-20,24.900850927743,28759152.97,4.2,2020-02-28,2020-04-07,13 days,2,2018-12-31,300644,2018-12-31,3.39,0.81,146
59,002550,2019-12-31,2588,千红制药,2020-04-25,,,,2020-04-25,24.676904934203,275971137.41,11.33,2020-02-28,2020-04-07,18 days,2,2018-12-31,002550,2018-12-31,8.75,2.58,147
244,300525,2019-12-31,2866,博思软件,2020-04-27,,,,2020-04-27,24.048145735402,105874100.0,13.96,2020-02-28,2020-04-07,20 days,2,2018-12-31,300525,2018-12-31,14.0,-0.03999999999999915,148
242,300515,2019-12-31,2058,三德科技,2020-04-21,,,,2020-04-21,23.50375722076,43305369.35,8.97,2020-02-24,2020-04-07,14 days,2,2018-12-31,300515,2018-12-31,7.41,1.5600000000000005,149
229,300477,2019-12-31,2658,合纵科技,2020-04-25,,,,2020-04-25,23.362740442201,62968690.0,3.19,2020-02-28,2020-04-07,18 days,2,2018-12-31,300477,2018-12-31,2.63,0.56,150
188,300283,2019-12-31,2424,温州宏丰,2020-04-24,2020-04-28,,,2020-04-28,23.287295299849,25855410.64,4.27,2020-02-27,2020-04-07,17 days,2,2018-12-31,300283,2018-12-31,3.59,0.6799999999999997,151
220,300420,2019-12-31,2653,五洋停车,2020-04-25,,,,2020-04-25,22.862781662194,160944223.05,9.95,2020-02-28,2020-04-07,18 days,2,2018-12-31,300420,2018-12-31,8.46,1.4899999999999984,152
48,002434,2019-12-31,2012,万里扬,2020-04-21,2020-04-29,,,2020-04-29,22.752064467214,431607746.21,7.1,2020-02-29,2020-04-07,14 days,2,2018-12-31,002434,2018-12-31,5.86,1.2399999999999993,153
279,300651,2019-12-31,2881,金陵体育,2020-04-27,,,,2020-04-27,22.685225722445,43435600.0,6.59,2020-02-28,2020-04-07,20 days,2,2018-12-31,300651,2018-12-31,5.46,1.13,154
299,300746,2019-12-31,1882,汉嘉设计,2020-04-18,,,,2020-04-18,22.656273751191,92794500.0,8.57,2020-02-27,2020-04-07,11 days,2,2018-12-31,300746,2018-12-31,8.29,0.28000000000000114,155
284,300672,2019-12-31,2884,国科微,2020-04-27,2020-04-21,,,2020-04-21,22.500400562568,68809700.0,6.39,2020-02-29,2020-04-07,20 days,2,2018-12-31,300672,2018-12-31,5.48,0.9099999999999993,156
205,300351,2019-12-31,2648,永贵电器,2020-04-25,2020-04-29,,,2020-04-29,21.88957070194,-358301600.0,-16.7,2020-02-29,2020-04-07,18 days,2,2018-12-31,300351,2018-12-31,-19.73,3.030000000000001,157
221,300422,2019-12-31,2854,博世科,2020-04-27,2020-04-29,,,2020-04-29,21.422343458621,285087744.34,17.12,2020-02-26,2020-04-07,20 days,2,2018-12-31,300422,2018-12-31,15.36,1.7600000000000016,158
312,300811,2019-12-31,1968,铂科新材,2020-04-20,,,,2020-04-20,21.215081835089,83621800.0,20.89,2020-02-27,2020-04-07,13 days,2,2018-12-31,300811,2018-12-31,19.24,1.6500000000000021,159
130,300035,2019-12-31,1860,中科电气,2020-04-18,2020-04-21,,,2020-04-21,20.666862421177,157297759.32,11.69,2020-02-25,2020-04-07,11 days,2,2018-12-31,300035,2018-12-31,10.46,1.2299999999999986,160
211,300379,2019-12-31,2437,东方通,2020-04-24,2020-04-29,,,2020-04-29,20.492090438951,147203500.0,9.74,2020-02-27,2020-04-07,17 days,2,2018-12-31,300379,2018-12-31,8.59,1.1500000000000004,161
105,002918,2019-12-31,2612,蒙娜丽莎,2020-04-25,,,,2020-04-25,20.300000004186,435948021.32,15.94,2020-02-22,2020-04-07,18 days,2,2018-12-31,002918,2018-12-31,14.21,1.7299999999999986,162
255,300552,2019-12-31,446,万集科技,2020-03-21,2020-04-11,,,2020-04-11,12539.8647684588,831241984.33,70.74,2020-02-29,2020-04-07,-17 days,1,2018-12-31,300552,2018-12-31,0.87,69.86999999999999,163
39,002379,2019-12-31,353,宏创控股,2020-03-20,,,,2020-03-20,3669.30374683972,326065230.49,22.91,2020-02-27,2020-04-07,-18 days,1,2018-12-31,002379,2018-12-31,0.69,22.22,164
286,300686,2019-12-31,111,智动力,2020-03-06,,,,2020-03-06,1795.26801630351,129423808.9,19.06,2020-02-28,2020-04-07,-32 days,1,2018-12-31,300686,2018-12-31,1.1,17.959999999999997,165
232,300483,2019-12-31,1074,首华燃气,2020-03-31,2020-03-17,,,2020-03-17,1218.57953102083,74009814.07,4.87,2020-02-27,2020-04-07,-7 days,1,2018-12-31,300483,2018-12-31,0.39,4.48,166
145,300092,2019-12-31,674,科新机电,2020-03-27,,,,2020-03-27,543.882615910082,44034075.04,7.7,2020-02-27,2020-04-07,-11 days,1,2018-12-31,300092,2018-12-31,1.24,6.46,167
263,300578,2019-12-31,3125,会畅通讯,2020-04-28,,,,2020-04-28,459.516935211181,90253921.95,13.65,2020-02-28,2020-04-07,21 days,1,2018-12-31,300578,2018-12-31,5.11,8.54,168
285,300682,2019-12-31,1246,朗新科技,2020-04-02,,,,2020-04-02,438.431471599253,1008975065.78,16.27,2020-02-29,2020-04-07,-5 days,1,2018-12-31,300682,2018-12-31,9.83,6.4399999999999995,169
0,000531,2019-12-31,752,穗恒运A,2020-03-28,2020-04-18,,,2020-04-18,430.256851706246,410142880.25,10.09,2020-03-31,2020-04-07,-10 days,1,2018-12-31,000531,2018-12-31,2.09,8.0,170
103,002909,2019-12-31,1034,集泰股份,2020-03-31,,,,2020-03-31,350.185604982212,84373917.63,17.18,2020-02-28,2020-04-07,-7 days,1,2018-12-31,002909,2018-12-31,4.06,13.120000000000001,171
150,300118,2019-12-31,75,东方日升,2020-02-29,2020-03-21,2020-04-18,,2020-04-18,321.616781928743,979706700.0,12.37,2020-02-28,2020-04-07,-38 days,1,2018-12-31,300118,2018-12-31,3.13,9.239999999999998,172
167,300223,2019-12-31,1213,北京君正,2020-04-01,,,,2020-04-01,318.983529899226,56627300.0,4.78,2020-02-26,2020-04-07,-6 days,1,2018-12-31,300223,2018-12-31,1.18,3.6000000000000005,173
85,002797,2019-12-31,1027,第一创业,2020-03-31,,,,2020-03-31,312.576032449089,513058100.0,5.83,2020-02-28,2020-04-07,-7 days,1,2018-12-31,002797,2018-12-31,1.41,4.42,174
320,600876,2019-12-31,867,凯盛新能,2020-03-28,2020-04-30,,,2020-04-30,245.150604799727,53999883.71,4.24,2020-04-01,2020-04-07,-10 days,1,2018-12-31,600876,2018-12-31,1.26,2.9800000000000004,175
21,002170,2019-12-31,3321,芭田股份,2020-04-29,,,,2020-04-29,239.319155512354,31345787.38,1.64,2020-02-29,2020-04-07,22 days,1,2018-12-31,002170,2018-12-31,0.49,1.15,176
166,300218,2019-12-31,676,安利股份,2020-03-27,2020-04-17,,,2020-04-17,207.072859523644,70754500.0,6.93,2020-02-28,2020-04-07,-11 days,1,2018-12-31,300218,2018-12-31,2.31,4.619999999999999,177
171,300234,2019-12-31,79,开尔新材,2020-02-29,2020-03-31,2020-03-24,,2020-03-24,195.782054816217,68462510.85,7.19,2020-02-28,2020-04-07,-38 days,1,2018-12-31,300234,2018-12-31,-7.78,14.97,178
160,300192,2019-12-31,3076,科德教育,2020-04-28,,,,2020-04-28,195.261762831601,82677951.17,10.64,2020-02-27,2020-04-07,21 days,1,2018-12-31,300192,2018-12-31,3.8,6.840000000000001,179
282,300659,2019-12-31,278,中孚信息,2020-03-17,2020-04-11,2020-04-01,,2020-04-01,194.393414092728,124926349.89,24.21,2020-02-29,2020-04-07,-21 days,1,2018-12-31,300659,2018-12-31,9.4,14.81,180
96,002850,2019-12-31,603,科达利,2020-03-26,2020-04-09,,,2020-04-09,190.480991654903,239028743.38,10.0,2020-02-26,2020-04-07,-12 days,1,2018-12-31,002850,2018-12-31,3.59,6.41,181
161,300194,2019-12-31,805,福安药业,2020-03-28,,,,2020-03-28,181.132038810431,292056141.5,7.61,2020-02-27,2020-04-07,-10 days,1,2018-12-31,300194,2018-12-31,-9.75,17.36,182
247,300532,2019-12-31,154,今天国际,2020-03-10,2020-03-31,,,2020-03-31,170.382727067573,49263322.62,6.32,2020-02-28,2020-04-07,-28 days,1,2018-12-31,300532,2018-12-31,2.37,3.95,183
22,002182,2019-12-31,297,云海金属,2020-03-18,,,,2020-03-18,169.542683943376,888149831.19,39.44,2020-02-27,2020-04-07,-20 days,1,2018-12-31,002182,2018-12-31,18.04,21.4,184
4,001872,2019-12-31,961,招商港口,2020-03-31,2020-04-16,,,2020-04-16,165.787047528248,2898192200.0,8.71,2020-03-31,2020-04-07,-7 days,1,2018-12-31,001872,2018-12-31,3.54,5.170000000000001,185
116,300005,2019-12-31,149,探路者,2020-03-10,2020-03-20,,,2020-03-20,160.551761819718,110157400.0,4.63,2020-02-27,2020-04-07,-28 days,1,2018-12-31,300005,2018-12-31,-7.79,12.42,186
34,002296,2019-12-31,71,辉煌科技,2020-02-29,2020-04-10,,,2020-04-10,153.818119111917,70391374.1,4.81,2020-02-29,2020-04-07,-38 days,1,2018-12-31,002296,2018-12-31,1.94,2.8699999999999997,187
58,002548,2019-12-31,1015,金新农,2020-03-31,2020-04-18,,,2020-04-18,153.273038413711,152988443.07,9.59,2020-02-29,2020-04-07,-7 days,1,2018-12-31,002548,2018-12-31,-22.22,31.81,188
155,300160,2019-12-31,804,秀强股份,2020-03-28,2020-04-25,,,2020-04-25,152.996610114241,123549759.45,13.14,2020-02-29,2020-04-07,-10 days,1,2018-12-31,300160,2018-12-31,-26.76,39.900000000000006,189
169,300229,2019-12-31,807,拓尔思,2020-03-28,2020-04-23,,,2020-04-23,151.809317253113,153419960.45,7.91,2020-02-29,2020-04-07,-10 days,1,2018-12-31,300229,2018-12-31,3.29,4.62,190
146,300103,2019-12-31,1050,达刚控股,2020-03-31,2020-04-28,,,2020-04-28,150.134100420264,48060617.3,5.09,2020-02-29,2020-04-07,-7 days,1,2018-12-31,300103,2018-12-31,2.1,2.9899999999999998,191
67,002611,2019-12-31,2998,东方精工,2020-04-28,,,,2020-04-28,143.417547051027,1682862048.3,35.01,2020-03-03,2020-04-07,21 days,1,2018-12-31,002611,2018-12-31,-96.26,131.27,192
29,002231,2019-12-31,983,奥维通信,2020-03-31,,,,2020-03-31,136.183055986677,48073295.32,8.36,2020-02-28,2020-04-07,-7 days,1,2018-12-31,002231,2018-12-31,-24.12,32.480000000000004,193
101,002895,2019-12-31,32,川恒股份,2020-02-27,2020-03-27,,,2020-03-27,134.48237680794,181055890.58,9.33,2020-02-28,2020-04-07,-40 days,1,2018-12-31,002895,2018-12-31,4.04,5.29,194
122,300016,2019-12-31,182,北陆药业,2020-03-12,,,,2020-03-12,131.75006547696,342438300.0,25.39,2020-02-26,2020-04-07,-26 days,1,2018-12-31,300016,2018-12-31,12.25,13.14,195
53,002500,2019-12-31,2985,山西证券,2020-04-28,,,,2020-04-28,130.19929826017,510497100.0,4.06,2020-02-25,2020-04-07,21 days,1,2018-12-31,002500,2018-12-31,1.78,2.2799999999999994,196
17,002137,2019-12-31,2954,实益达,2020-04-28,,,,2020-04-28,123.987062373671,88637035.88,6.68,2020-02-28,2020-04-07,21 days,1,2018-12-31,002137,2018-12-31,-27.57,34.25,197
10,002107,2019-12-31,351,沃华医药,2020-03-20,2020-03-28,2020-04-29,,2020-04-29,123.321687129667,101949700.0,16.11,2020-02-25,2020-04-07,-18 days,1,2018-12-31,002107,2018-12-31,7.68,8.43,198
128,300030,2019-12-31,74,阳普医疗,2020-02-29,2020-03-07,,,2020-03-07,119.893928136937,27215165.14,3.3,2020-02-28,2020-04-07,-38 days,1,2018-12-31,300030,2018-12-31,-16.87,20.17,199
202,300345,2019-12-31,236,华民股份,2020-03-14,2020-03-24,,,2020-03-24,117.303665031623,49345000.0,10.47,2020-02-27,2020-04-07,-24 days,1,2018-12-31,300345,2018-12-31,-63.87,74.34,200
243,300520,2019-12-31,1075,科大国创,2020-03-31,,,,2020-03-31,113.955269391511,104540132.13,7.62,2020-02-29,2020-04-07,-7 days,1,2018-12-31,300520,2018-12-31,3.78,3.8400000000000003,201
76,002708,2019-12-31,3013,光洋股份,2020-04-28,,,,2020-04-28,112.499028810398,11299567.34,0.8,2020-02-28,2020-04-07,21 days,1,2018-12-31,002708,2018-12-31,-6.41,7.21,202
123,300018,2019-12-31,507,中元股份,2020-03-24,2020-04-28,,,2020-04-28,111.473351137651,51229088.98,4.98,2020-02-29,2020-04-07,-14 days,1,2018-12-31,300018,2018-12-31,-44.54,49.519999999999996,203
32,002265,2019-12-31,778,建设工业,2020-03-28,2020-04-25,2020-04-30,,2020-04-30,110.668953266244,7296208.55,0.8,2020-02-27,2020-04-07,-10 days,1,2018-12-31,002265,2018-12-31,-7.54,8.34,204
140,300069,2019-12-31,3058,金利华电,2020-04-28,,,,2020-04-28,110.309514197494,18400479.64,5.17,2020-02-28,2020-04-07,21 days,1,2018-12-31,300069,2018-12-31,-51.5,56.67,205
173,300240,2019-12-31,1059,飞力达,2020-03-31,2020-04-14,,,2020-04-14,109.978812524077,31043302.92,2.87,2020-02-28,2020-04-07,-7 days,1,2018-12-31,300240,2018-12-31,1.38,1.4900000000000002,206
12,002114,2019-12-31,264,罗平锌电,2020-03-17,,,,2020-03-17,109.460058366007,24385516.02,1.57,2020-02-27,2020-04-07,-21 days,1,2018-12-31,002114,2018-12-31,-16.74,18.31,207
24,002197,2019-12-31,3323,证通电子,2020-04-29,2020-04-24,,,2020-04-24,108.786017587597,21191961.59,0.88,2020-02-28,2020-04-07,22 days,1,2018-12-31,002197,2018-12-31,-10.02,10.9,208
321,600880,2019-12-31,336,博瑞传播,2020-03-19,2020-04-10,,,2020-04-10,107.850527540509,66044968.03,2.34,2020-03-19,2020-04-07,-19 days,1,2018-12-31,600880,2018-12-31,-30.2,32.54,209
191,300292,2019-12-31,3091,吴通控股,2020-04-28,,,,2020-04-28,105.880466219956,68096253.6,4.43,2020-02-29,2020-04-07,21 days,1,2018-12-31,300292,2018-12-31,-77.05,81.47999999999999,210
322,601038,2019-12-31,922,一拖股份,2020-03-30,2020-04-24,,,2020-04-24,104.728481185575,61475400.0,1.52,2020-04-02,2020-04-07,-8 days,1,2018-12-31,601038,2018-12-31,-32.45,33.970000000000006,211
69,002617,2019-12-31,3001,露笑科技,2020-04-28,,,,2020-04-28,104.133249599652,40974964.07,1.48,2020-01-23,2020-04-07,21 days,1,2018-12-31,002617,2018-12-31,-61.78,63.26,212
118,300010,2019-12-31,3053,*ST豆神,2020-04-28,,,,2020-04-28,102.422964767319,33748100.0,1.02,2020-02-28,2020-04-07,21 days,1,2018-12-31,300010,2018-12-31,-42.23,43.25,213
129,300032,2019-12-31,3054,金龙机电,2020-04-28,,,,2020-04-28,102.330558032293,55935991.23,3.86,2020-02-25,2020-04-07,21 days,1,2018-12-31,300032,2018-12-31,-169.1,172.96,214
71,002642,2019-12-31,795,荣联科技,2020-03-28,2020-04-03,,,2020-04-03,102.268895141924,30875717.13,1.0,2020-02-29,2020-04-07,-10 days,1,2018-12-31,002642,2018-12-31,-48.71,49.71,215
124,300019,2019-12-31,1043,硅宝科技,2020-03-31,,,,2020-03-31,102.083630808441,131620100.0,15.97,2020-01-20,2020-04-07,-7 days,1,2018-12-31,300019,2018-12-31,8.59,7.380000000000001,216
192,300310,2019-12-31,301,宜通世纪,2020-03-18,2020-03-07,,,2020-03-07,101.620553256757,31916029.5,2.02,2020-02-28,2020-04-07,-20 days,1,2018-12-31,300310,2018-12-31,-127.59,129.61,217
115,300004,2019-12-31,3051,南风股份,2020-04-28,2020-04-29,,,2020-04-29,101.535338547278,15830683.15,0.77,2020-02-28,2020-04-07,21 days,1,2018-12-31,300004,2018-12-31,-50.32,51.09,218
199,300328,2019-12-31,3096,宜安科技,2020-04-28,,,,2020-04-28,100.923698776105,108906390.19,8.55,2020-02-28,2020-04-07,21 days,1,2018-12-31,300328,2018-12-31,4.39,4.160000000000001,219
174,300242,2019-12-31,509,佳云科技,2020-03-24,2020-04-08,,,2020-04-08,100.784071557326,9811195.33,0.95,2020-02-28,2020-04-07,-14 days,1,2018-12-31,300242,2018-12-31,-121.65,122.60000000000001,220
214,300385,2019-12-31,551,雪浪环境,2020-03-25,2020-04-15,,,2020-04-15,98.733197839929,86091931.06,7.32,2020-02-28,2020-04-07,-13 days,1,2018-12-31,300385,2018-12-31,3.8,3.5200000000000005,221
230,300479,2019-12-31,1072,神思电子,2020-03-31,,,,2020-03-31,91.515565611358,19779149.45,3.31,2020-02-27,2020-04-07,-7 days,1,2018-12-31,300479,2018-12-31,1.88,1.4300000000000002,222
95,002846,2019-12-31,1281,英联股份,2020-04-03,2020-04-24,,,2020-04-24,89.597121238467,79864274.58,12.85,2020-02-28,2020-04-07,-4 days,1,2018-12-31,002846,2018-12-31,7.41,5.4399999999999995,223
148,300111,2019-12-31,3066,向日葵,2020-04-28,,,,2020-04-28,88.939073574509,-124408306.69,-38.89,2020-02-28,2020-04-07,21 days,1,2018-12-31,300111,2018-12-31,-580.14,541.25,224
157,300179,2019-12-31,1241,四方达,2020-04-02,2020-03-10,,,2020-03-10,87.047932711055,120769066.9,13.9,2020-02-29,2020-04-07,-5 days,1,2018-12-31,300179,2018-12-31,7.64,6.260000000000001,225
180,300259,2019-12-31,1060,新天科技,2020-03-31,2020-04-16,,,2020-04-16,86.035232019695,277376282.78,13.46,2020-02-28,2020-04-07,-7 days,1,2018-12-31,300259,2018-12-31,7.72,5.740000000000001,226
5,002012,2019-12-31,962,凯恩股份,2020-03-31,,,,2020-03-31,85.919435327411,46122722.34,3.67,2020-02-27,2020-04-07,-7 days,1,2018-12-31,002012,2018-12-31,2.01,1.6600000000000001,227
28,002226,2019-12-31,502,江南化工,2020-03-24,2020-04-25,,,2020-04-25,82.723788151005,400954370.54,6.93,2020-02-29,2020-04-07,-14 days,1,2018-12-31,002226,2018-12-31,3.93,2.9999999999999996,228
117,300008,2019-12-31,3052,天海防务,2020-04-28,,,,2020-04-28,81.373008434158,-349891549.3,-60.59,2020-02-29,2020-04-07,21 days,1,2018-12-31,300008,2018-12-31,-249.65,189.06,229
203,300347,2019-12-31,910,泰格医药,2020-03-30,2020-04-17,,,2020-04-17,79.552564159854,847818300.0,26.99,2020-02-28,2020-04-07,-8 days,1,2018-12-31,300347,2018-12-31,17.69,9.299999999999997,230
41,002388,2019-12-31,2973,新亚制程,2020-04-28,,,,2020-04-28,78.721282868312,57484097.88,4.89,2020-02-29,2020-04-07,21 days,1,2018-12-31,002388,2018-12-31,2.81,2.0799999999999996,231
68,002616,2019-12-31,1020,长青集团,2020-03-31,2020-04-28,,,2020-04-28,77.211656389708,295611620.58,13.08,2020-02-12,2020-04-07,-7 days,1,2018-12-31,002616,2018-12-31,7.89,5.19,232
234,300487,2019-12-31,510,蓝晓科技,2020-03-24,2020-04-25,2020-04-29,,2020-04-29,76.895048515085,253373500.0,22.92,2020-02-29,2020-04-07,-14 days,1,2018-12-31,300487,2018-12-31,15.14,7.780000000000001,233
104,002916,2019-12-31,181,深南电路,2020-03-12,2020-03-20,,,2020-03-20,76.797032497758,1232721478.0,29.12,2020-02-29,2020-04-07,-26 days,1,2018-12-31,002916,2018-12-31,18.73,10.39,234
56,002522,2019-12-31,2987,浙江众成,2020-04-28,,,,2020-04-28,76.551336011284,63410186.74,3.51,2020-02-29,2020-04-07,21 days,1,2018-12-31,002522,2018-12-31,2.01,1.5,235
325,601865,2019-12-31,727,福莱特,2020-03-27,2020-04-28,2020-04-20,,2020-04-20,76.090791702237,717243708.67,17.0,2020-03-27,2020-04-07,-11 days,1,2018-12-31,601865,2018-12-31,11.1,5.9,236
45,002399,2019-12-31,3349,海普瑞,2020-04-29,,,,2020-04-29,75.189872717453,1079509101.31,16.09,2020-02-29,2020-04-07,22 days,1,2018-12-31,002399,2018-12-31,10.15,5.9399999999999995,237
298,300738,2019-12-31,302,奥飞数据,2020-03-18,,,,2020-03-18,74.281276010485,100958114.62,16.21,2020-02-28,2020-04-07,-20 days,1,2018-12-31,300738,2018-12-31,10.14,6.07,238
313,300815,2019-12-31,3144,玉禾田,2020-04-28,,,,2020-04-28,71.44908811549,312774400.0,37.3,2020-02-28,2020-04-07,21 days,1,2018-12-31,300815,2018-12-31,26.74,10.559999999999999,239
106,002926,2019-12-31,1035,华西证券,2020-03-31,,,,2020-03-31,70.71716463801,1442785900.0,7.59,2020-02-27,2020-04-07,-7 days,1,2018-12-31,002926,2018-12-31,4.6,2.99,240
35,002298,2019-12-31,3336,中电兴发,2020-04-29,,,,2020-04-29,70.02916385421,297147504.83,6.86,2020-02-28,2020-04-07,22 days,1,2018-12-31,002298,2018-12-31,4.16,2.7,241
181,300260,2019-12-31,3086,新莱应材,2020-04-28,,,,2020-04-28,67.904640548238,64855466.53,8.59,2020-02-29,2020-04-07,21 days,1,2018-12-31,300260,2018-12-31,5.35,3.24,242
147,300105,2019-12-31,1212,龙源技术,2020-04-01,,,,2020-04-01,67.653829552539,13983000.0,0.7,2020-02-26,2020-04-07,-6 days,1,2018-12-31,300105,2018-12-31,0.43,0.26999999999999996,243
6,002015,2019-12-31,963,协鑫能科,2020-03-31,2020-04-25,2020-04-30,,2020-04-30,65.47703354848,549112700.0,12.88,2020-03-11,2020-04-07,-7 days,1,2018-12-31,002015,2018-12-31,1.01,11.870000000000001,244
281,300658,2019-12-31,1082,延江股份,2020-03-31,,,,2020-03-31,65.206515344137,80309200.0,10.01,2020-02-28,2020-04-07,-7 days,1,2018-12-31,300658,2018-12-31,6.29,3.7199999999999998,245
303,300759,2019-12-31,911,康龙化成,2020-03-30,,,,2020-03-30,64.299923479339,547191486.94,16.7,2020-02-28,2020-04-07,-8 days,1,2018-12-31,300759,2018-12-31,14.57,2.129999999999999,246
257,300559,2019-12-31,682,佳发教育,2020-03-27,2020-04-10,,,2020-04-10,63.388972780755,202471862.98,23.9,2020-02-28,2020-04-07,-11 days,1,2018-12-31,300559,2018-12-31,16.24,7.66,247
213,300384,2019-12-31,3103,三联虹普,2020-04-28,,,,2020-04-28,63.057058453725,184411500.0,10.68,2020-02-27,2020-04-07,21 days,1,2018-12-31,300384,2018-12-31,6.92,3.76,248
44,002398,2019-12-31,998,垒知集团,2020-03-31,,,,2020-03-31,61.88850507898,403308739.66,15.23,2020-02-28,2020-04-07,-7 days,1,2018-12-31,002398,2018-12-31,10.07,5.16,249
74,002697,2019-12-31,799,红旗连锁,2020-03-28,,,,2020-03-28,59.899579513404,516011802.01,18.24,2020-02-27,2020-04-07,-10 days,1,2018-12-31,002697,2018-12-31,12.35,5.889999999999999,250
151,300123,2019-12-31,3067,亚光科技,2020-04-28,,,,2020-04-28,58.999652535176,253510000.0,5.22,2020-02-28,2020-04-07,21 days,1,2018-12-31,300123,2018-12-31,3.36,1.8599999999999999,251
288,300692,2019-12-31,184,中环环保,2020-03-12,2020-04-18,,,2020-04-18,57.23479477936,95040100.0,11.58,2020-02-28,2020-04-07,-26 days,1,2018-12-31,300692,2018-12-31,8.03,3.5500000000000007,252
19,002163,2019-12-31,295,海南发展,2020-03-18,,,,2020-03-18,56.887098750306,51220500.0,7.29,2020-02-26,2020-04-07,-20 days,1,2018-12-31,002163,2018-12-31,4.8,2.49,253
16,002135,2019-12-31,772,东南网架,2020-03-28,2020-03-10,,,2020-03-10,56.708043024647,267529318.58,6.44,2020-02-29,2020-04-07,-10 days,1,2018-12-31,002135,2018-12-31,4.23,2.21,254
