,股票代码,净利润-同比增长,净利润-净利润,公告日期,accounting_period
909,688280,5.461096987867,-378277000.0,2023-02-25,2022-12-31
910,688276,-25.422761497068,181635400.0,2023-02-25,2022-12-31
911,688248,43.82056249349,205718200.0,2023-02-25,2022-12-31
912,688237,-15.754597341198,59587700.0,2023-02-25,2022-12-31
913,688226,18.084371429671,70591900.0,2023-02-25,2022-12-31
914,688197,-19.934875042609,-173811300.0,2023-02-25,2022-12-31
915,688182,-9.256749189137,79399800.0,2023-02-25,2022-12-31
916,688172,-16.024271271426,462240200.0,2023-02-25,2022-12-31
917,688119,3.676136523142,232551259.8,2023-02-25,2022-12-31
918,688118,-97.15868865699,1111700.0,2023-02-25,2022-12-31
919,688117,2.809952041859,62973929.51,2023-02-25,2022-12-31
920,688116,38.920898516712,411043600.0,2023-02-25,2022-12-31
921,688114,315.886154461412,2011221700.0,2023-02-25,2022-12-31
922,688111,7.401920232602,1118326657.75,2023-02-25,2022-12-31
923,688109,-190.696479710272,-56848100.0,2023-02-25,2022-12-31
924,688099,-10.209600290387,728744900.0,2023-02-25,2022-12-31
925,688066,34.335785716699,268608999.02,2023-02-25,2022-12-31
926,688060,-67.695817432531,16959581.84,2023-02-25,2022-12-31
927,688045,-84.162364861993,37963469.63,2023-02-25,2022-12-31
928,688036,-35.413039086758,2524852400.0,2023-02-25,2022-12-31
929,688018,-50.952865955711,97323100.0,2023-02-25,2022-12-31
930,688017,-15.964820950128,158980783.22,2023-02-25,2022-12-31
931,688005,49.36405188217,1360768200.0,2023-02-25,2022-12-31
932,300770,1.988520844257,693253100.0,2023-02-25,2022-12-31
933,300678,17.560914961823,50692222.07,2023-02-25,2022-12-31
934,300112,2.531915165606,94884450.26,2023-02-25,2022-12-31
935,300002,42.537264912987,548080300.0,2023-02-25,2022-12-31
936,002651,11.628224580424,223142700.0,2023-02-25,2022-12-31
937,002557,5.214760683723,977088088.1,2023-02-25,2022-12-31
938,002536,-39.753843509492,85515941.7,2023-02-25,2022-12-31
939,002507,21.137427915146,898789391.36,2023-02-25,2022-12-31
940,002204,148.262614514914,286467500.0,2023-02-25,2022-12-31
941,002155,17.78022195009,427909177.78,2023-02-25,2022-12-31
942,002151,-28.085439426014,145678887.49,2023-02-25,2022-12-31
943,002063,5.651227045725,322645607.45,2023-02-25,2022-12-31
944,002033,109.746895429844,3684639.11,2023-02-25,2022-12-31
945,002001,-16.385292083178,3643065900.0,2023-02-25,2022-12-31
946,688777,36.765539190269,795517000.0,2023-02-24,2022-12-31
947,688772,-90.411679010542,90688900.0,2023-02-24,2022-12-31
948,688689,-40.164031883039,84291714.89,2023-02-24,2022-12-31
949,688686,13.096276984409,342528700.0,2023-02-24,2022-12-31
950,688663,7.290443573988,124545000.0,2023-02-24,2022-12-31
951,688617,71.885754733338,357386744.25,2023-02-24,2022-12-31
952,688599,105.684646822246,3711027600.0,2023-02-24,2022-12-31
953,688521,455.312058018116,73814300.0,2023-02-24,2022-12-31
954,688520,40.128575789184,-518995800.0,2023-02-24,2022-12-31
955,688489,41.512897097668,105703200.0,2023-02-24,2022-12-31
956,688480,53.157573965027,68353000.0,2023-02-24,2022-12-31
957,688448,-20.312988940634,47620400.0,2023-02-24,2022-12-31
958,688439,71.269972524973,303018200.0,2023-02-24,2022-12-31
959,688401,130.311778290993,120467800.0,2023-02-24,2022-12-31
960,688381,5.290813893529,173766800.0,2023-02-24,2022-12-31
961,688333,246.588625939162,78139800.0,2023-02-24,2022-12-31
962,688332,-38.03954960399,142114100.0,2023-02-24,2022-12-31
963,688301,32.48926822364,641300445.36,2023-02-24,2022-12-31
964,688295,117.093438442253,605083700.0,2023-02-24,2022-12-31
965,688293,74.470890897345,105369365.72,2023-02-24,2022-12-31
966,688282,-23.550076088504,55864100.0,2023-02-24,2022-12-31
967,688279,4.973741095481,141996300.0,2023-02-24,2022-12-31
968,688268,54.745233346969,200117000.0,2023-02-24,2022-12-31
969,688267,13.499726194644,151716900.0,2023-02-24,2022-12-31
970,688259,16.382920696116,91580369.8,2023-02-24,2022-12-31
971,688238,-24.59392561001,40913300.0,2023-02-24,2022-12-31
972,688232,14.852088906346,578973400.0,2023-02-24,2022-12-31
973,688188,-11.620930285584,486260461.77,2023-02-24,2022-12-31
974,688181,0.357800100238,207447200.0,2023-02-24,2022-12-31
975,688101,-9.933324349905,222574300.0,2023-02-24,2022-12-31
976,688047,-78.547014249711,50801700.0,2023-02-24,2022-12-31
977,688041,145.17961803451,802005800.0,2023-02-24,2022-12-31
978,600015,6.373486297004,25035000000.0,2023-02-24,2022-12-31
979,300782,-49.608096102621,1075783800.0,2023-02-24,2022-12-31
980,300519,-4.759991429334,108840623.83,2023-02-24,2022-12-31
981,300458,-57.248742403921,211387338.07,2023-02-24,2022-12-31
982,002877,33.224997577719,84295441.26,2023-02-24,2022-12-31
983,002777,-15.530753285934,184567224.09,2023-02-24,2022-12-31
984,002332,20.365158910164,741380495.17,2023-02-24,2022-12-31
985,688799,12.23389796138,180428000.0,2023-02-23,2022-12-31
986,688768,42.602187467302,115843600.0,2023-02-23,2022-12-31
987,688722,226.743882774678,171631700.0,2023-02-23,2022-12-31
988,688687,-21.870060099022,83825300.0,2023-02-23,2022-12-31
989,688580,-47.19774098359,93888700.0,2023-02-23,2022-12-31
990,688512,4.059522814925,-305219600.0,2023-02-23,2022-12-31
991,688472,6077.73001402922,2161174700.0,2023-02-23,2022-12-31
992,688088,-59.961260600241,56369300.0,2023-02-23,2022-12-31
993,688078,28.189181348202,80859300.0,2023-02-23,2022-12-31
994,688013,4.894212600771,43446567.34,2023-02-23,2022-12-31
995,603948,34.272904437726,389421500.0,2023-02-23,2022-12-31
996,600853,30.177071969818,349963601.61,2023-02-23,2022-12-31
997,301337,8.697070481314,79050200.0,2023-02-23,2022-12-31
998,002498,7.488067510715,835346989.47,2023-02-23,2022-12-31
999,688789,6.72200598406,241834200.0,2023-02-22,2022-12-31
1000,688588,-3.241043583567,141261400.0,2023-02-22,2022-12-31
1001,688400,16.879140623818,200873400.0,2023-02-22,2022-12-31
1002,688085,2.973173243104,191911000.0,2023-02-22,2022-12-31
1003,688052,4.210091597963,233158200.0,2023-02-22,2022-12-31
1004,688037,155.314513991687,197484500.0,2023-02-22,2022-12-31
1005,688008,56.714429150774,1299378100.0,2023-02-22,2022-12-31
1006,688003,13.557017612177,152309325.1,2023-02-22,2022-12-31
1007,603767,-35.451298913593,41088864.15,2023-02-22,2022-12-31
1008,300306,-23.949566895869,80126590.18,2023-02-22,2022-12-31
1009,002941,40.511784888162,355189118.37,2023-02-22,2022-12-31
1010,002461,-2.131132520325,598164224.11,2023-02-22,2022-12-31
1011,002279,139.585606580821,52151402.45,2023-02-22,2022-12-31
1012,002268,21.210611941088,304681465.04,2023-02-22,2022-12-31
1013,688698,10.385901128961,139908500.0,2023-02-21,2022-12-31
1014,688571,-29.492793843637,79612209.36,2023-02-21,2022-12-31
1015,688536,-39.845324704488,266807400.0,2023-02-21,2022-12-31
1016,688253,25.306272473564,150683800.0,2023-02-21,2022-12-31
1017,688233,-25.769390114103,162151200.0,2023-02-21,2022-12-31
1018,688203,33.589984918412,47123600.0,2023-02-21,2022-12-31
1019,688202,28.601825011365,362943800.0,2023-02-21,2022-12-31
1020,688196,30.64228059208,450396682.47,2023-02-21,2022-12-31
1021,688062,-23.958093350626,-953965000.0,2023-02-21,2022-12-31
1022,688015,-21.02675405077,229817200.0,2023-02-21,2022-12-31
1023,605499,20.865765221234,1441880725.42,2023-02-21,2022-12-31
1024,300999,-27.119556009507,3011143000.0,2023-02-21,2022-12-31
1025,002443,-39.177470792962,234502454.27,2023-02-21,2022-12-31
1026,002410,45.665426734641,962811015.59,2023-02-21,2022-12-31
1027,002378,27.99902501786,211199371.88,2023-02-21,2022-12-31
1028,002270,-9.725193245422,376395300.0,2023-02-21,2022-12-31
1029,688283,60.22617607455,81260276.31,2023-02-20,2022-12-31
1030,300737,-72.413004626244,185555400.0,2023-02-20,2022-12-31
1031,300610,-19.220484380421,125033200.0,2023-02-20,2022-12-31
1032,300498,138.941471512371,5219854700.0,2023-02-20,2022-12-31
1033,300484,35.586124280137,83944354.85,2023-02-20,2022-12-31
1034,300183,17.023979506131,156048200.0,2023-02-20,2022-12-31
1035,002817,12.343595639135,63909800.0,2023-02-20,2022-12-31
1036,301307,125.43742055441,223916300.0,2023-02-19,2022-12-31
1037,688539,15.922971800806,81161700.0,2023-02-18,2022-12-31
1038,688459,32.430395597705,115274700.0,2023-02-18,2022-12-31
1039,688433,-15.515810893088,99182200.0,2023-02-18,2022-12-31
1040,688351,124.818152209315,2971800.0,2023-02-18,2022-12-31
1041,688313,31.90043895846,66166800.0,2023-02-18,2022-12-31
1042,688146,7.869142043373,383258400.0,2023-02-18,2022-12-31
1043,601838,28.199954640279,10039000000.0,2023-02-18,2022-12-31
1044,301429,-15.836849213834,84509400.0,2023-02-18,2022-12-31
1045,301360,17.371977693656,67440400.0,2023-02-18,2022-12-31
1046,301314,-17.390114327218,103100000.0,2023-02-18,2022-12-31
1047,301141,4.974974468728,89382200.0,2023-02-18,2022-12-31
1048,002415,-23.649539235262,12827191233.34,2023-02-18,2022-12-31
1049,688711,12.091278741465,77151744.69,2023-02-17,2022-12-31
1050,688466,30.711896077877,81424100.0,2023-02-17,2022-12-31
1051,688200,19.669524027447,525077800.0,2023-02-17,2022-12-31
1052,300087,38.051143401276,233369014.01,2023-02-17,2022-12-31
1053,002959,31.206049141334,371836500.0,2023-02-17,2022-12-31
1054,000534,7.646779806155,102579200.0,2023-02-17,2022-12-31
1055,688528,-95.30475528784,1371166.8,2023-02-16,2022-12-31
1056,688456,-27.421854706568,58955300.0,2023-02-16,2022-12-31
1057,688310,1.179451946445,65239600.0,2023-02-16,2022-12-31
1058,603051,-32.68563436139,76041000.0,2023-02-16,2022-12-31
1059,600299,-15.285326086957,1247000000.0,2023-02-16,2022-12-31
1060,002996,-41.096388010318,201562800.0,2023-02-16,2022-12-31
1061,688798,-117.751468619115,-51186200.0,2023-02-15,2022-12-31
1062,688357,-28.630914817335,196554600.0,2023-02-15,2022-12-31
1063,688056,-33.135388549771,46412785.91,2023-02-15,2022-12-31
1064,688050,35.27040891959,231778000.0,2023-02-15,2022-12-31
1065,688596,53.490856446567,258482900.0,2023-02-14,2022-12-31
1066,688432,136.800585589168,351325400.0,2023-02-14,2022-12-31
1067,600309,-34.117006129005,16239333200.0,2023-02-14,2022-12-31
1068,301076,61.321410739687,106946900.0,2023-02-14,2022-12-31
1069,002255,4.67875283901,345020210.5,2023-02-14,2022-12-31
1070,000088,-1.431761009934,454807399.78,2023-02-14,2022-12-31
1071,688626,-39.976393950591,121186100.0,2023-02-11,2022-12-31
1072,688389,31.009981239536,249373700.0,2023-02-11,2022-12-31
1073,688291,-22.798118898927,40745300.0,2023-02-11,2022-12-31
1074,688160,21.857377858861,91040500.0,2023-02-11,2022-12-31
1075,688157,-15.931885344173,81878079.74,2023-02-11,2022-12-31
1076,300945,-22.828964871621,54241900.0,2023-02-11,2022-12-31
1077,002907,3.534822670963,95024631.72,2023-02-11,2022-12-31
1078,002142,18.05484498107,23075000000.0,2023-02-11,2022-12-31
1079,688981,13.043761820909,12133100000.0,2023-02-10,2022-12-31
1080,688621,49.796143188116,158278200.0,2023-02-10,2022-12-31
1081,688338,7.149203472696,104329926.29,2023-02-10,2022-12-31
1082,688195,11.673852086194,58385100.0,2023-02-10,2022-12-31
1083,300019,-6.544097539253,250157900.0,2023-02-10,2022-12-31
1084,688517,16.797467206675,80762186.28,2023-02-09,2022-12-31
1085,688128,13.403550356708,357290700.0,2023-02-08,2022-12-31
1086,600905,10.194298263235,7099000000.0,2023-02-08,2022-12-31
1087,600132,8.348300191881,1263604900.0,2023-02-08,2022-12-31
1088,002790,49.122044537373,207822125.82,2023-02-08,2022-12-31
1089,600867,21.458666060464,1588988100.0,2023-02-07,2022-12-31
1090,603711,-5.543325890942,210208151.39,2023-02-06,2022-12-31
1091,688628,8.145445129171,117576542.55,2023-02-04,2022-12-31
1092,605338,-29.212912308866,222235000.0,2023-02-03,2022-12-31
1093,603228,13.109821978937,1057864700.0,2023-02-03,2022-12-31
1094,601633,23.089503419566,8279000000.0,2023-02-03,2022-12-31
1095,300627,22.891660407538,361714996.76,2023-02-03,2022-12-31
1096,002386,-11.90357907196,568347100.0,2023-02-03,2022-12-31
1097,002179,36.81339429014,2723951180.89,2023-02-03,2022-12-31
1098,000429,-24.290798913717,1287364541.28,2023-02-03,2022-12-31
1099,688103,18.316580780727,86375600.0,2023-02-02,2022-12-31
1100,603878,22.015126253949,215172793.98,2023-02-02,2022-12-31
1101,301085,9.125185653991,77073700.0,2023-02-02,2022-12-31
1102,301022,-4.232306026022,57770312.74,2023-02-02,2022-12-31
1103,601568,-21.718969426702,1448578300.0,2023-02-01,2022-12-31
1104,002463,28.004554971536,1361329502.0,2023-02-01,2022-12-31
1105,603416,-28.042835343209,218468500.0,2023-01-31,2022-12-31
1106,601860,5.662339856547,1601000000.0,2023-01-31,2022-12-31
1107,601166,10.518867924528,91377000000.0,2023-01-31,2022-12-31
1108,600900,-18.551364518707,21399000000.0,2023-01-31,2022-12-31
1109,301282,40.873025765388,141275500.0,2023-01-31,2022-12-31
1110,300653,8.103347112375,182210985.37,2023-01-31,2022-12-31
1111,002908,25.138948587632,114558932.72,2023-01-31,2022-12-31
1112,002320,-44.48709886582,147599700.0,2023-01-31,2022-12-31
1113,000750,-67.381431860086,249407900.0,2023-01-31,2022-12-31
1114,603323,29.357075513162,1501000000.0,2023-01-30,2022-12-31
1115,601665,18.174924332366,3587370000.0,2023-01-30,2022-12-31
1116,002966,26.114966590882,3918000000.0,2023-01-30,2022-12-31
1117,688538,-69.829601012825,-1605158400.0,2023-01-21,2022-12-31
1118,603392,134.437843825414,4739085213.69,2023-01-20,2022-12-31
1119,601825,13.162803033162,10974377000.0,2023-01-20,2022-12-31
1120,600644,-39.972684232002,70600300.0,2023-01-20,2022-12-31
1121,600566,27.708310708637,2195530500.0,2023-01-20,2022-12-31
1122,600325,-19.802483438635,2562101900.0,2023-01-20,2022-12-31
1123,301356,46.83077125745,410172200.0,2023-01-20,2022-12-31
1124,600269,-19.399558686956,719045000.0,2023-01-19,2022-12-31
1125,300428,10.796538848138,498629689.69,2023-01-19,2022-12-31
1126,300037,34.75819142805,1760804107.56,2023-01-19,2022-12-31
1127,601187,15.466310252494,2504000000.0,2023-01-18,2022-12-31
1128,601098,-8.133014446452,1392148900.0,2023-01-18,2022-12-31
1129,601018,-1.536956348094,4265102000.0,2023-01-18,2022-12-31
1130,003009,17.928143708093,144288463.73,2023-01-18,2022-12-31
1131,003006,-17.473263111342,188098900.0,2023-01-18,2022-12-31
1132,002841,21.797938180737,2069328700.0,2023-01-18,2022-12-31
1133,002807,26.881548885522,1616077600.0,2023-01-18,2022-12-31
1134,000498,17.297954680514,2504215500.0,2023-01-18,2022-12-31
1135,002839,29.500003403705,1688485300.0,2023-01-17,2022-12-31
1136,000027,-8.867544203558,2178555800.0,2023-01-17,2022-12-31
1137,000001,25.264200792602,45516000000.0,2023-01-17,2022-12-31
1138,603060,0.05246900329,252857891.06,2023-01-16,2022-12-31
1139,601577,8.040113724181,6811255000.0,2023-01-16,2022-12-31
1140,688297,23.149472214905,364197200.0,2023-01-14,2022-12-31
1141,600908,26.642283333154,2001000000.0,2023-01-14,2022-12-31
1142,600036,15.08480512333,138012000000.0,2023-01-14,2022-12-31
1143,000987,1.151471447819,2508899800.0,2023-01-14,2022-12-31
1144,601998,11.613738070847,62103000000.0,2023-01-13,2022-12-31
1145,600829,-7.1737369643,257403700.0,2023-01-13,2022-12-31
1146,600664,16.04266099535,430615400.0,2023-01-13,2022-12-31
1147,600030,-8.565614956766,21121000000.0,2023-01-13,2022-12-31
1148,688700,34.302285828658,216063100.0,2023-01-12,2022-12-31
1149,601918,-10.827279153482,2170396700.0,2023-01-12,2022-12-31
1150,300699,22.881297265879,931910500.0,2023-01-12,2022-12-31
1151,605177,51.583676624415,103822779.03,2023-01-11,2022-12-31
1152,603122,,,2023-01-11,2022-12-31
1153,601965,0.196669585698,693028000.0,2023-01-11,2022-12-31
1154,600018,18.256130790191,17360000000.0,2023-01-11,2022-12-31
1155,301505,1.947259461968,74500000.0,2023-01-11,2022-12-31
1156,002258,68.969804794501,1812009600.0,2023-01-11,2022-12-31
1157,600233,86.343313259955,3919561100.0,2023-01-10,2022-12-31
1158,002066,40.221732683066,67003600.0,2023-01-10,2022-12-31
1159,301456,41.96910766066,29073100.0,2023-07-24,2023-03-31
1160,688693,-31.14378885783,12344100.0,2023-07-14,2023-03-31
1161,688347,62.742000467836,1044228200.0,2023-07-05,2023-03-31
1162,688573,31.271831807412,-17894300.0,2023-06-15,2023-03-31
1163,688548,155.603462614201,74762500.0,2023-06-15,2023-03-31
1164,603275,17.052403436799,40829400.0,2023-06-15,2023-03-31
1165,603270,3.561633147885,34511500.0,2023-06-15,2023-03-31
1166,688610,-83.038795107789,2920000.0,2023-06-08,2023-03-31
1167,603119,24.870044516047,30997200.0,2023-06-01,2023-03-31
1168,301446,-7.556370940118,22250300.0,2023-06-01,2023-03-31
1169,688671,383.380081039016,13690900.0,2023-05-31,2023-03-31
1170,688627,80.124234738598,-3421500.0,2023-05-25,2023-03-31
1171,688591,13.553422347918,8351400.0,2023-05-25,2023-03-31
1172,301528,45.026132655713,-1903800.0,2023-05-25,2023-03-31
1173,301421,12.038324498132,10313800.0,2023-05-25,2023-03-31
1174,301512,-641.778104540488,-11998000.0,2023-05-22,2023-03-31
1175,301533,25.807849456829,13911800.0,2023-05-19,2023-03-31
1176,301511,-66.894071937513,40711200.0,2023-05-19,2023-03-31
1177,301507,9.006340410007,55273300.0,2023-05-19,2023-03-31
1178,301372,66.849912986715,-3216700.0,2023-05-19,2023-03-31
1179,688651,6.011880898685,-7064100.0,2023-05-17,2023-03-31
1180,301505,2.03986682206,3898400.0,2023-05-17,2023-03-31
1181,301305,-24.794407757214,43000000.0,2023-05-17,2023-03-31
1182,603296,203.473497854974,586061900.0,2023-05-15,2023-03-31
1183,301418,3.128078627084,22365900.0,2023-05-15,2023-03-31
1184,301519,92.307471568237,3987400.0,2023-05-12,2023-03-31
1185,301503,156.406516946096,9884300.0,2023-05-12,2023-03-31
1186,301487,-47.620431862931,14041500.0,2023-05-12,2023-03-31
1187,301371,-1.422230298146,159332600.0,2023-05-12,2023-03-31
1188,688602,-60.173916201389,20752000.0,2023-05-10,2023-03-31
1189,301498,93.693922614844,84984000.0,2023-05-10,2023-03-31
1190,301348,33.096928227024,15762900.0,2023-05-08,2023-03-31
1191,301329,-20.932094840774,18124800.0,2023-05-08,2023-03-31
1192,688469,-37.287506941251,-499593100.0,2023-05-05,2023-03-31
1193,688235,14.644608377568,-2446580000.0,2023-05-05,2023-03-31
1194,301518,-33.11542169532,19812100.0,2023-05-05,2023-03-31
1195,301515,235.302687940695,6098300.0,2023-05-05,2023-03-31
1196,301509,22.459527355369,40666700.0,2023-05-05,2023-03-31
1197,301499,10.845311466058,9784000.0,2023-05-05,2023-03-31
1198,301362,22.26246776833,45032500.0,2023-05-05,2023-03-31
1199,301291,229.856952567245,44365800.0,2023-05-05,2023-03-31
1200,300904,273.055322241272,4047600.0,2023-05-05,2023-03-31
1201,301293,28.849625485574,18590900.0,2023-04-27,2023-03-31
1202,601066,57.782592056872,2432550000.0,2023-04-24,2023-03-31
1203,301488,-0.687295933381,15769000.0,2023-04-24,2023-03-31
1204,301383,41.845216014267,18876800.0,2023-04-24,2023-03-31
1205,600909,242.382749436205,364221044.69,2023-04-22,2023-03-31
1206,601555,412.836672538602,583119400.0,2023-04-21,2023-03-31
1207,603619,193.398355025982,212611631.27,2023-04-20,2023-03-31
1208,600267,71.909171101941,232298800.0,2023-04-20,2023-03-31
1209,002801,-1.926482869531,75863200.0,2023-04-20,2023-03-31
1210,000028,43.526142416902,362205300.0,2023-04-18,2023-03-31
1211,601528,16.053511705686,347000000.0,2023-04-15,2023-03-31
1212,000686,245.928392067441,378092000.0,2023-04-15,2023-03-31
1213,000166,87.768140440409,2010990400.0,2023-04-15,2023-03-31
1214,603866,-12.154410340116,138743500.0,2023-04-14,2023-03-31
1215,603712,22.752427947942,24975700.0,2023-04-14,2023-03-31
1216,601901,16.551600676749,556003700.0,2023-04-14,2023-03-31
1217,603093,121.742920165078,62327500.0,2023-04-13,2023-03-31
1218,603081,-69.233912887614,21455500.0,2023-04-13,2023-03-31
1219,601139,13.999470385736,258300000.0,2023-04-13,2023-03-31
1220,600161,109.232934800497,261909000.0,2023-04-13,2023-03-31
1221,603856,10.756215549385,47942600.0,2023-04-12,2023-03-31
1222,301429,6.967096211341,19797200.0,2023-04-12,2023-03-31
1223,601231,,,2023-04-11,2023-03-31
1224,600356,11.058567942865,25133305.27,2023-04-11,2023-03-31
1225,688603,-9.256217920512,11348500.0,2023-04-10,2023-03-31
1226,603551,115.242219550972,59974079.75,2023-04-10,2023-03-31
1227,601128,20.637329286798,795000000.0,2023-04-10,2023-03-31
1228,600958,525.670691795904,1428089600.0,2023-04-10,2023-03-31
1229,600674,103.649879126999,1135979029.85,2023-04-10,2023-03-31
1230,000906,58.953078526605,265126900.0,2023-04-07,2023-03-31
1231,300962,2.879917011329,29302851.57,2023-04-03,2023-03-31
