trddt,000014.SZ,000034.SZ,000038.SZ,000048.SZ,000055.SZ,000155.SZ,000159.SZ,000166.SZ,000403.SZ,000408.SZ,000409.SZ,000423.SZ,000519.SZ,000521.SZ,000525.SZ,000529.SZ,000531.SZ,000533.SZ,000534.SZ,000537.SZ,000539.SZ,000543.SZ,000552.SZ,000553.SZ,000567.SZ,000576.SZ,000597.SZ,000600.SZ,000625.SZ,000631.SZ,000663.SZ,000686.SZ,000700.SZ,000707.SZ,000726.SZ,000729.SZ,000733.SZ,000735.SZ,000739.SZ,000762.SZ,000792.SZ,000795.SZ,000806.SZ,000810.SZ,000811.SZ,000821.SZ,000822.SZ,000829.SZ,000831.SZ,000862.SZ,000863.SZ,000875.SZ,000878.SZ,000892.SZ,000893.SZ,000899.SZ,000906.SZ,000913.SZ,000921.SZ,000922.SZ,000933.SZ,000937.SZ,000957.SZ,000962.SZ,000965.SZ,000966.SZ,000968.SZ,000970.SZ,000972.SZ,000983.SZ,000993.SZ,001228.SZ,001269.SZ,001286.SZ,001301.SZ,001308.SZ,001337.SZ,001366.SZ,001380.SZ,002006.SZ,002011.SZ,002017.SZ,002023.SZ,002033.SZ,002039.SZ,002045.SZ,002046.SZ,002050.SZ,002051.SZ,002056.SZ,002057.SZ,002073.SZ,002079.SZ,002081.SZ,002085.SZ,002090.SZ,002100.SZ,002101.SZ,002104.SZ,002111.SZ,002112.SZ,002115.SZ,002125.SZ,002126.SZ,002129.SZ,002131.SZ,002136.SZ,002137.SZ,002149.SZ,002166.SZ,002170.SZ,002175.SZ,002176.SZ,002177.SZ,002180.SZ,002188.SZ,002192.SZ,002198.SZ,002204.SZ,002209.SZ,002213.SZ,002219.SZ,002225.SZ,002232.SZ,002239.SZ,002240.SZ,002249.SZ,002250.SZ,002258.SZ,002267.SZ,002270.SZ,002279.SZ,002284.SZ,002301.SZ,002311.SZ,002312.SZ,002318.SZ,002322.SZ,002323.SZ,002324.SZ,002334.SZ,002337.SZ,002338.SZ,002340.SZ,002352.SZ,002353.SZ,002358.SZ,002360.SZ,002367.SZ,002371.SZ,002375.SZ,002379.SZ,002385.SZ,002399.SZ,002404.SZ,002407.SZ,002409.SZ,002418.SZ,002421.SZ,002422.SZ,002424.SZ,002427.SZ,002429.SZ,002432.SZ,002434.SZ,002435.SZ,002445.SZ,002446.SZ,002459.SZ,002460.SZ,002466.SZ,002468.SZ,002472.SZ,002475.SZ,002476.SZ,002478.SZ,002484.SZ,002486.SZ,002489.SZ,002491.SZ,002497.SZ,002510.SZ,002514.SZ,002517.SZ,002518.SZ,002519.SZ,002526.SZ,002535.SZ,002536.SZ,002543.SZ,002545.SZ,002546.SZ,002550.SZ,002560.SZ,002562.SZ,002567.SZ,002572.SZ,002576.SZ,002580.SZ,002583.SZ,002590.SZ,002594.SZ,002597.SZ,002600.SZ,002603.SZ,002605.SZ,002608.SZ,002612.SZ,002615.SZ,002616.SZ,002617.SZ,002624.SZ,002632.SZ,002635.SZ,002658.SZ,002661.SZ,002662.SZ,002667.SZ,002668.SZ,002669.SZ,002675.SZ,002681.SZ,002696.SZ,002699.SZ,002700.SZ,002702.SZ,002709.SZ,002714.SZ,002718.SZ,002726.SZ,002728.SZ,002730.SZ,002733.SZ,002737.SZ,002738.SZ,002741.SZ,002746.SZ,002756.SZ,002772.SZ,002773.SZ,002774.SZ,002779.SZ,002782.SZ,002783.SZ,002792.SZ,002803.SZ,002805.SZ,002812.SZ,002817.SZ,002819.SZ,002821.SZ,002825.SZ,002829.SZ,002831.SZ,002840.SZ,002843.SZ,002847.SZ,002850.SZ,002852.SZ,002853.SZ,002865.SZ,002871.SZ,002878.SZ,002882.SZ,002885.SZ,002895.SZ,002897.SZ,002900.SZ,002902.SZ,002908.SZ,002922.SZ,002932.SZ,002937.SZ,002938.SZ,002943.SZ,002947.SZ,002952.SZ,002955.SZ,002957.SZ,002959.SZ,002965.SZ,002976.SZ,002981.SZ,002982.SZ,002986.SZ,003000.SZ,003007.SZ,003011.SZ,003012.SZ,003017.SZ,003019.SZ,003032.SZ,003033.SZ,003036.SZ,003037.SZ,003040.SZ,200055.SZ,200521.SZ,200539.SZ,200553.SZ,200625.SZ,200726.SZ,300008.SZ,300009.SZ,300032.SZ,300035.SZ,300054.SZ,300057.SZ,300061.SZ,300062.SZ,300068.SZ,300073.SZ,300080.SZ,300101.SZ,300105.SZ,300107.SZ,300109.SZ,300110.SZ,300115.SZ,300118.SZ,300121.SZ,300130.SZ,300134.SZ,300145.SZ,300151.SZ,300159.SZ,300160.SZ,300170.SZ,300179.SZ,300181.SZ,300192.SZ,300194.SZ,300205.SZ,300217.SZ,300224.SZ,300233.SZ,300239.SZ,300258.SZ,300260.SZ,300261.SZ,300265.SZ,300267.SZ,300274.SZ,300278.SZ,300292.SZ,300295.SZ,300298.SZ,300315.SZ,300316.SZ,300317.SZ,300332.SZ,300338.SZ,300343.SZ,300354.SZ,300363.SZ,300382.SZ,300389.SZ,300390.SZ,300393.SZ,300411.SZ,300419.SZ,300420.SZ,300426.SZ,300427.SZ,300432.SZ,300433.SZ,300434.SZ,300438.SZ,300442.SZ,300443.SZ,300450.SZ,300452.SZ,300457.SZ,300481.SZ,300482.SZ,300487.SZ,300494.SZ,300498.SZ,300505.SZ,300510.SZ,300513.SZ,300514.SZ,300532.SZ,300533.SZ,300534.SZ,300536.SZ,300538.SZ,300545.SZ,300546.SZ,300568.SZ,300570.SZ,300575.SZ,300586.SZ,300592.SZ,300604.SZ,300607.SZ,300612.SZ,300615.SZ,300619.SZ,300625.SZ,300633.SZ,300639.SZ,300640.SZ,300644.SZ,300658.SZ,300666.SZ,300673.SZ,300684.SZ,300689.SZ,300693.SZ,300694.SZ,300698.SZ,300700.SZ,300703.SZ,300712.SZ,300717.SZ,300733.SZ,300739.SZ,300743.SZ,300748.SZ,300749.SZ,300750.SZ,300757.SZ,300761.SZ,300763.SZ,300765.SZ,300769.SZ,300775.SZ,300777.SZ,300779.SZ,300780.SZ,300787.SZ,300793.SZ,300795.SZ,300796.SZ,300803.SZ,300811.SZ,300819.SZ,300820.SZ,300833.SZ,300839.SZ,300842.SZ,300855.SZ,300856.SZ,300861.SZ,300863.SZ,300882.SZ,300888.SZ,300890.SZ,300900.SZ,300910.SZ,300913.SZ,300919.SZ,300926.SZ,300937.SZ,300938.SZ,300950.SZ,300963.SZ,300970.SZ,300972.SZ,300982.SZ,301004.SZ,301017.SZ,301030.SZ,301031.SZ,301035.SZ,301039.SZ,301060.SZ,301071.SZ,301076.SZ,301089.SZ,301090.SZ,301095.SZ,301096.SZ,301099.SZ,301119.SZ,301153.SZ,301158.SZ,301168.SZ,301170.SZ,301193.SZ,301207.SZ,301212.SZ,301216.SZ,301258.SZ,301263.SZ,301268.SZ,301278.SZ,301301.SZ,301307.SZ,301322.SZ,301358.SZ,301367.SZ,301408.SZ,301498.SZ,600021.SH,600023.SH,600026.SH,600037.SH,600053.SH,600060.SH,600067.SH,600073.SH,600078.SH,600089.SH,600094.SH,600096.SH,600098.SH,600105.SH,600114.SH,600121.SH,600123.SH,600129.SH,600157.SH,600160.SH,600161.SH,600188.SH,600211.SH,600230.SH,600233.SH,600236.SH,600237.SH,600241.SH,600256.SH,600258.SH,600259.SH,600267.SH,600272.SH,600279.SH,600287.SH,600312.SH,600313.SH,600323.SH,600339.SH,600345.SH,600348.SH,600353.SH,600361.SH,600371.SH,600382.SH,600389.SH,600391.SH,600392.SH,600395.SH,600416.SH,600428.SH,600433.SH,600438.SH,600458.SH,600469.SH,600478.SH,600481.SH,600483.SH,600486.SH,600499.SH,600508.SH,600520.SH,600521.SH,600522.SH,600525.SH,600526.SH,600537.SH,600538.SH,600547.SH,600572.SH,600578.SH,600583.SH,600592.SH,600636.SH,600658.SH,600660.SH,600673.SH,600674.SH,600683.SH,600699.SH,600717.SH,600732.SH,600740.SH,600748.SH,600753.SH,600756.SH,600758.SH,600759.SH,600761.SH,600768.SH,600777.SH,600780.SH,600785.SH,600789.SH,600794.SH,600795.SH,600797.SH,600818.SH,600833.SH,600850.SH,600863.SH,600866.SH,600871.SH,600873.SH,600877.SH,600883.SH,600886.SH,600888.SH,600909.SH,600929.SH,600933.SH,600938.SH,600958.SH,600962.SH,600963.SH,600968.SH,600971.SH,600973.SH,600983.SH,600995.SH,601008.SH,601012.SH,601028.SH,601038.SH,601061.SH,601065.SH,601066.SH,601069.SH,601116.SH,601133.SH,601137.SH,601177.SH,601225.SH,601231.SH,601336.SH,601555.SH,601666.SH,601689.SH,601699.SH,601766.SH,601777.SH,601808.SH,601857.SH,601869.SH,601886.SH,601956.SH,601958.SH,601966.SH,601975.SH,603003.SH,603017.SH,603022.SH,603029.SH,603031.SH,603032.SH,603033.SH,603056.SH,603058.SH,603078.SH,603083.SH,603086.SH,603088.SH,603090.SH,603093.SH,603098.SH,603105.SH,603118.SH,603127.SH,603129.SH,603136.SH,603161.SH,603169.SH,603179.SH,603185.SH,603191.SH,603215.SH,603227.SH,603229.SH,603236.SH,603259.SH,603281.SH,603282.SH,603283.SH,603290.SH,603299.SH,603305.SH,603307.SH,603313.SH,603317.SH,603326.SH,603328.SH,603333.SH,603339.SH,603345.SH,603348.SH,603355.SH,603360.SH,603378.SH,603392.SH,603399.SH,603456.SH,603507.SH,603517.SH,603518.SH,603528.SH,603529.SH,603538.SH,603551.SH,603556.SH,603558.SH,603586.SH,603595.SH,603599.SH,603600.SH,603609.SH,603613.SH,603619.SH,603628.SH,603659.SH,603665.SH,603668.SH,603676.SH,603688.SH,603693.SH,603708.SH,603737.SH,603757.SH,603768.SH,603777.SH,603787.SH,603800.SH,603803.SH,603867.SH,603871.SH,603876.SH,603877.SH,603898.SH,603906.SH,603908.SH,603920.SH,603929.SH,603938.SH,603968.SH,603998.SH,605060.SH,605088.SH,605090.SH,605117.SH,605123.SH,605177.SH,605196.SH,605218.SH,605333.SH,605365.SH,605366.SH,605598.SH,688005.SH,688006.SH,688008.SH,688012.SH,688019.SH,688022.SH,688032.SH,688035.SH,688037.SH,688041.SH,688063.SH,688071.SH,688072.SH,688075.SH,688082.SH,688091.SH,688097.SH,688106.SH,688107.SH,688112.SH,688114.SH,688120.SH,688123.SH,688126.SH,688138.SH,688153.SH,688167.SH,688184.SH,688190.SH,688198.SH,688206.SH,688207.SH,688210.SH,688218.SH,688223.SH,688228.SH,688261.SH,688268.SH,688275.SH,688278.SH,688281.SH,688283.SH,688290.SH,688293.SH,688295.SH,688303.SH,688309.SH,688326.SH,688333.SH,688334.SH,688335.SH,688336.SH,688337.SH,688348.SH,688372.SH,688377.SH,688385.SH,688390.SH,688391.SH,688392.SH,688399.SH,688401.SH,688408.SH,688409.SH,688410.SH,688429.SH,688432.SH,688439.SH,688472.SH,688480.SH,688499.SH,688503.SH,688516.SH,688518.SH,688521.SH,688531.SH,688556.SH,688559.SH,688561.SH,688562.SH,688575.SH,688576.SH,688578.SH,688582.SH,688585.SH,688589.SH,688596.SH,688597.SH,688599.SH,688606.SH,688610.SH,688617.SH,688618.SH,688623.SH,688639.SH,688646.SH,688668.SH,688677.SH,688697.SH,688698.SH,688707.SH,688722.SH,688777.SH,688779.SH,688800.SH,832225.BJ,833394.BJ,833943.BJ,836422.BJ,839371.BJ,871642.BJ,871694.BJ,900915.SH,900940.SH,900943.SH
2023-04-01,1.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-04-02,1.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
